time,dr,drc,dw,dwc,nr,nwfirst,size
599013,16768,5,0,0,8192,679,679
1480674,16768,5,0,0,8192,606,606
2278231,16768,5,0,0,8192,661,661
797001,16640,4,0,0,8192,625,625
1491196,16768,5,0,0,8192,625,625
2091501,41728,11,0,0,8192,8192,28524
646283,49792,11,0,0,8192,8192,35359
1592348,16640,4,0,0,8192,615,615
1881607,33408,9,0,0,8192,8192,17992
1529948,16640,4,0,0,8192,661,661
1345524,24832,5,0,0,8192,8192,15020
1480599,25088,7,0,0,8192,8192,13983
1373990,16768,5,0,0,8192,637,637
617212,16640,4,0,0,8192,655,655
1259766,16640,4,0,0,8192,621,621
574589,16768,5,0,0,8192,655,655
1474407,25088,7,0,0,8192,8192,14205
1342356,16768,5,0,0,8192,655,655
1307764,16768,5,0,0,8192,613,613
2325769,58240,14,0,0,8192,8192,43123
1291657,16640,4,0,0,8192,625,625
2014510,50048,13,0,0,8192,8192,39420
2813055,99968,25,0,0,8192,8192,83146
1223693,16640,4,0,0,8192,625,625
1794901,33280,8,0,0,8192,8192,22350
1355308,16640,4,0,0,8192,655,655
2126356,16640,4,0,0,8192,669,669
1409892,16640,4,0,0,8192,649,649
2022740,58368,15,0,0,8192,8192,47130
1387239,16640,4,0,0,8192,652,652
2503659,83328,21,0,0,8192,8192,73513
1226385,16640,4,0,0,8192,673,673
1323165,16768,5,0,0,8192,633,633
1959880,50048,13,0,0,8192,8192,33435
1211385,16768,5,0,0,8192,705,705
1410130,16640,4,0,0,8192,612,612
1294763,16640,4,0,0,8192,721,721
1458731,16640,4,0,0,8192,8057,8057
1829853,66432,15,0,0,8192,8192,53957
1762265,33280,8,0,0,8192,8192,23454
1679171,49664,10,0,0,8192,8192,40513
1247859,16640,4,0,0,8192,603,603
1373639,16640,4,0,0,8192,646,646
1308382,16640,4,0,0,8192,681,681
593961,16768,5,0,0,8192,631,631
1438617,16640,4,0,0,8192,748,748
1411089,16640,4,0,0,8192,677,677
1675462,33408,9,0,0,8192,8192,23855
1347182,16768,5,0,0,8192,677,677
1369917,24960,6,0,0,8192,8192,10402
2178307,57728,10,0,0,8192,8192,44491
1649605,25088,7,0,0,8192,8192,9515
1234746,16640,4,0,0,8192,627,627
1236110,16640,4,0,0,8192,603,603
2189751,82816,17,0,0,8192,8192,73075
1783211,49920,12,0,0,8192,8192,37033
1534032,25088,7,0,0,8192,8192,9955
1752358,33408,9,0,0,8192,8192,16990
1393712,16768,5,0,0,8192,646,646
1855128,50048,13,0,0,8192,8192,34026
1254534,16640,4,0,0,8192,661,661
1543282,16768,5,0,0,8192,594,594
1665004,25088,7,0,0,8192,8192,8463
1597333,25088,7,0,0,8192,8192,13133
1383441,16768,5,0,0,8192,652,652
2211368,66688,17,0,0,8192,8192,55423
1448974,16768,5,0,0,8192,639,639
1234612,16640,4,0,0,8192,673,673
1395127,16640,4,0,0,8192,635,635
1637963,41600,10,0,0,8192,8192,31575
1597105,24832,5,0,0,8192,8192,12141
2417482,83328,21,0,0,8192,8192,66648
1486143,24960,6,0,0,8192,8192,9838
549542,16640,4,0,0,8192,627,627
1678837,41472,9,0,0,8192,8192,30378
1375154,16768,5,0,0,8192,643,643
1761154,16640,4,0,0,8192,648,648
1832596,25088,7,0,0,8192,8192,10896
839995,16640,4,0,0,8192,630,630
541695,16640,4,0,0,8192,679,679
1548091,25088,7,0,0,8192,8192,11992
2069688,75008,19,0,0,8192,8192,62900
2019433,50048,13,0,0,8192,8192,38102
540462,57984,12,0,0,8192,8192,46914
2111515,41344,8,0,0,8192,8192,31167
1686685,16640,4,0,0,8192,673,673
1347149,16768,5,0,0,8192,685,685
1640676,33152,7,0,0,8192,8192,19133
1405645,33408,9,0,0,8192,8192,16607
1248529,41728,11,0,0,8192,8192,26267
907348,16640,4,0,0,8192,739,739
1524725,25088,7,0,0,8192,8192,12992
1379426,16768,5,0,0,8192,634,634
1815370,41728,11,0,0,8192,8192,26525
1727330,33408,9,0,0,8192,8192,19316
891910,33152,7,0,0,8192,8192,21206
1677288,41472,9,0,0,8192,8192,32662
1437846,24960,6,0,0,8192,8192,10451
1390995,16768,5,0,0,8192,714,714
1288502,16640,4,0,0,8192,688,688
1467327,16768,5,0,0,8192,667,667
1804978,41728,11,0,0,8192,8192,26665
712196,25088,7,0,0,8192,8192,16513
1449392,24960,6,0,0,8192,8192,10994
2530840,74240,13,0,0,8192,8192,62435
1671006,41600,10,0,0,8192,8192,28141
1212798,16640,4,0,0,8192,677,677
1429679,24960,6,0,0,8192,8192,15835
1561829,25088,7,0,0,8192,8192,15438
1488210,25088,7,0,0,8192,8192,11992
659988,24960,6,0,0,8192,8192,8453
1310394,16640,4,0,0,8192,612,612
702562,41344,8,0,0,8192,8192,31170
1329567,16640,4,0,0,8192,691,691
1415482,16640,4,0,0,8192,652,652
1310291,24832,5,0,0,8192,8192,12301
1251486,16640,4,0,0,8192,669,669
1442970,33152,7,0,0,8192,8192,20119
1279610,16640,4,0,0,8192,673,673
1382368,16640,4,0,0,8192,603,603
529464,16640,4,0,0,8192,646,646
525011,16640,4,0,0,8192,625,625
561130,16640,4,0,0,8192,728,728
970321,82688,16,0,0,8192,8192,72302
1108627,25088,7,0,0,8192,8192,10624
1308170,16640,4,0,0,8192,763,763
2172453,41344,8,0,0,8192,8192,26021
1442553,25088,7,0,0,8192,8192,11022
1411525,25088,7,0,0,8192,8192,12914
1106126,16640,4,0,0,8192,659,659
1501528,25088,7,0,0,8192,8192,8493
1766802,33408,9,0,0,8192,8192,16639
1304905,16640,4,0,0,8192,667,667
1847423,41728,11,0,0,8192,8192,26101
1566430,33280,8,0,0,8192,8192,19639
1649014,49664,10,0,0,8192,8192,34399
1644857,16768,5,0,0,8192,619,619
1721547,33280,8,0,0,8192,8192,18724
1701897,16768,5,0,0,8192,686,686
1346891,24960,6,0,0,8192,8192,11385
1244173,16640,4,0,0,8192,661,661
655191,24960,6,0,0,8192,8192,9838
1890239,49920,12,0,0,8192,8192,33211
1555289,16640,4,0,0,8192,673,673
1441926,25088,7,0,0,8192,8192,11095
1367265,24960,6,0,0,8192,8192,15840
1438892,25088,7,0,0,8192,8192,12065
1755355,25088,7,0,0,8192,8192,15519
1580423,33152,7,0,0,8192,8192,20065
1862908,41728,11,0,0,8192,8192,24928
1332468,16768,5,0,0,8192,628,628
1464748,16640,4,0,0,8192,674,674
1241530,16640,4,0,0,8192,688,688
1326820,16640,4,0,0,8192,625,625
1218134,16640,4,0,0,8192,652,652
1207008,16640,4,0,0,8192,679,679
1225526,16640,4,0,0,8192,612,612
1314754,16640,4,0,0,8192,634,634
926028,25088,7,0,0,8192,8192,12680
1468032,25088,7,0,0,8192,8192,10479
1737461,33408,9,0,0,8192,8192,20096
2011657,66560,16,0,0,8192,8192,51626
1895291,49920,12,0,0,8192,8192,34395
1381891,50048,13,0,0,8192,8192,37881
2063952,58240,14,0,0,8192,8192,46768
547389,16768,5,0,0,8192,680,680
1888304,58368,15,0,0,8192,8192,45101
1861101,50048,13,0,0,8192,8192,33540
1541082,33408,9,0,0,8192,8192,23112
1479576,24960,6,0,0,8192,8192,10739
651133,25088,7,0,0,8192,8192,16384
1745279,41600,10,0,0,8192,8192,25701
1286894,16640,4,0,0,8192,657,657
1501314,25088,7,0,0,8192,8192,8606
1303099,16640,4,0,0,8192,703,703
1259412,16640,4,0,0,8192,665,665
1248329,16640,4,0,0,8192,696,696
2057842,74752,17,0,0,8192,8192,61566
1510465,25088,7,0,0,8192,8192,9265
1306331,16640,4,0,0,8192,609,609
984546,16640,4,0,0,8192,711,711
1288581,16640,4,0,0,8192,603,603
1517214,25088,7,0,0,8192,8192,10384
1360180,16768,5,0,0,8192,618,618
1706219,41600,10,0,0,8192,8192,32248
1443353,24960,6,0,0,8192,8192,15695
2990379,158080,38,0,0,8192,8192,146278
1313459,16768,5,0,0,8192,664,664
1753931,49920,12,0,0,8192,8192,37232
2217188,33280,8,0,0,8192,8192,21744
1673241,25088,7,0,0,8192,8192,12159
2220977,82944,18,0,0,8192,8192,67098
1512320,33280,8,0,0,8192,8192,20660
1536043,25088,7,0,0,8192,8192,12878
1352587,24960,6,0,0,8192,8192,14691
1240221,16640,4,0,0,8192,670,670
1349225,16768,5,0,0,8192,721,721
1270951,16640,4,0,0,8192,661,661
1321554,16640,4,0,0,8192,648,648
947758,16768,5,0,0,8192,600,600
1314692,16768,5,0,0,8192,646,646
1494881,25088,7,0,0,8192,8192,13285
1522888,25088,7,0,0,8192,8192,10573
1458554,25088,7,0,0,8192,8192,11069
1193475,16640,4,0,0,8192,669,669
1395675,24960,6,0,0,8192,8192,11871
1559731,24960,6,0,0,8192,8192,13256
1821284,41728,11,0,0,8192,8192,25436
1474154,25088,7,0,0,8192,8192,11116
1122602,25088,7,0,0,8192,8192,10771
1345628,16768,5,0,0,8192,603,603
1456673,33152,7,0,0,8192,8192,19425
1847357,50048,13,0,0,8192,8192,35537
1413890,24960,6,0,0,8192,8192,10695
1189190,16640,4,0,0,8192,625,625
1517509,25088,7,0,0,8192,8192,13801
1281482,16640,4,0,0,8192,621,621
1727946,41728,11,0,0,8192,8192,31965
1559593,16768,5,0,0,8192,624,624
1335372,16768,5,0,0,8192,673,673
1362664,16768,5,0,0,8192,606,606
1413580,16640,4,0,0,8192,627,627
1339678,16768,5,0,0,8192,639,639
1510596,33280,8,0,0,8192,8192,17673
1402084,16768,5,0,0,8192,696,696
1356554,16640,4,0,0,8192,679,679
1401293,16768,5,0,0,8192,662,662
1506895,25088,7,0,0,8192,8192,8830
1316197,16640,4,0,0,8192,661,661
1614576,33408,9,0,0,8192,8192,24327
1286769,16768,5,0,0,8192,670,670
1691764,33408,9,0,0,8192,8192,23831
1411836,16768,5,0,0,8192,617,617
1198335,16640,4,0,0,8192,684,684
1710048,49920,12,0,0,8192,8192,36408
2151553,33152,7,0,0,8192,8192,19510
948313,41472,9,0,0,8192,8192,32028
1842014,58368,15,0,0,8192,8192,43848
652226,24960,6,0,0,8192,8192,15347
1280662,16640,4,0,0,8192,661,661
1274153,16640,4,0,0,8192,624,624
1537224,33152,7,0,0,8192,8192,20913
1523779,25088,7,0,0,8192,8192,11395
1278072,16640,4,0,0,8192,615,615
1331324,16640,4,0,0,8192,625,625
1610209,33280,8,0,0,8192,8192,17181
1327925,16640,4,0,0,8192,643,643
1436663,16768,5,0,0,8192,646,646
1451618,25088,7,0,0,8192,8192,12214
1787468,41600,10,0,0,8192,8192,28564
2467265,83200,20,0,0,8192,8192,70602
1679930,33408,9,0,0,8192,8192,21205
1268167,16640,4,0,0,8192,667,667
1666875,49664,10,0,0,8192,8192,33865
1364323,16768,5,0,0,8192,682,682
1271286,16640,4,0,0,8192,625,625
1270022,16640,4,0,0,8192,675,675
2906064,116608,29,0,0,8192,8192,103972
2083230,57984,12,0,0,8192,8192,42720
1545164,33280,8,0,0,8192,8192,22567
1292716,16640,4,0,0,8192,637,637
1454063,24960,6,0,0,8192,8192,14363
1293710,16640,4,0,0,8192,719,719
1524976,33152,7,0,0,8192,8192,20593
1830603,49664,10,0,0,8192,8192,35393
1653561,33408,9,0,0,8192,8192,20867
1245813,16640,4,0,0,8192,661,661
922567,41728,11,0,0,8192,8192,28882
1655776,41472,9,0,0,8192,8192,26445
1879505,58112,13,0,0,8192,8192,46061
1461615,25088,7,0,0,8192,8192,10051
1577875,33280,8,0,0,8192,8192,24696
1279142,16640,4,0,0,8192,628,628
1281155,16640,4,0,0,8192,673,673
1342807,16640,4,0,0,8192,697,697
1298381,16768,5,0,0,8192,721,721
41093177,364539,705,0,0,8192,622,622
1253510,16640,4,0,0,8192,636,636
1401964,16640,4,0,0,8192,694,694
1697176,33408,9,0,0,8192,8192,23677
1347637,16640,4,0,0,8192,627,627
1583345,24960,6,0,0,8192,8192,9282
1701182,41600,10,0,0,8192,8192,27463
1849488,41728,11,0,0,8192,8192,29527
507669,33280,8,0,0,8192,8192,17801
1791503,49920,12,0,0,8192,8192,38437
809778,49920,12,0,0,8192,8192,34007
1412129,25088,7,0,0,8192,8192,12350
1737496,49920,12,0,0,8192,8192,40677
1230982,16640,4,0,0,8192,677,677
1352004,16640,4,0,0,8192,664,664
1459943,16640,4,0,0,8192,739,739
1347606,16640,4,0,0,8192,664,664
1429864,24960,6,0,0,8192,8192,13077
1282716,16640,4,0,0,8192,624,624
1268932,16640,4,0,0,8192,654,654
1277181,16640,4,0,0,8192,688,688
1235350,16640,4,0,0,8192,606,606
1317975,16640,4,0,0,8192,729,729
1276484,16640,4,0,0,8192,658,658
1410457,25088,7,0,0,8192,8192,11757
1988819,58240,14,0,0,8192,8192,47498
1325081,16640,4,0,0,8192,625,625
1205271,16640,4,0,0,8192,633,633
1706414,25088,7,0,0,8192,8192,16384
2288698,50048,13,0,0,8192,8192,39589
1279204,16640,4,0,0,8192,731,731
2814846,108288,27,0,0,8192,8192,94777
2434408,107520,21,0,0,8192,8192,97548
1235003,16640,4,0,0,8192,625,625
1296242,16640,4,0,0,8192,676,676
1300246,16640,4,0,0,8192,643,643
1326398,16640,4,0,0,8192,685,685
1477873,25088,7,0,0,8192,8192,12872
1279827,16640,4,0,0,8192,625,625
1354740,16768,5,0,0,8192,679,679
1259574,16640,4,0,0,8192,683,683
1915660,33280,8,0,0,8192,8192,20276
1445043,25088,7,0,0,8192,8192,13752
1264235,16640,4,0,0,8192,685,685
