time,size,first_call,destination,dest_out_traffic,dest_in_traffic,total_network_out,total_network_in,dens10
3.667220421,0.244,244,2,0.244,25.6,0.244,27.648,0
3.708659376,0.183,183,2,0.427,41.984,0.427,44.032,0.041438955
4.719949921,0.183,183,2,0.61,58.368,0.61,60.416,1.011290545
5.72123217,0.183,183,2,0.793,74.752,0.793,76.8,1.001282249
6.722124608,0.183,183,2,0.976,91.136,0.976,93.184,1.000892438
7.722910159,0.183,183,2,1.159,107.52,1.159,109.568,1.000785551
8.723706256,0.183,183,2,1.342,123.904,1.342,125.952,1.000796097
9.724354455,0.183,183,2,1.525,140.288,1.525,142.336,1.000648199
10.725085979,0.183,183,2,1.708,156.672,1.708,158.72,1.000731524
11.725907853,0.183,183,2,1.891,173.056,1.891,175.104,1.000821874
12.726738703,0.183,183,2,2.074,189.44,2.074,191.488,1.00083085
13.727586742,0.183,183,2,2.257,205.824,2.257,207.872,1.000848039
14.728357312,0.183,183,2,2.44,222.208,2.44,224.256,1.00077057
15.729111198,0.183,183,2,2.623,238.592,2.623,240.64,1.000753886
16.729967228,0.183,183,2,2.806,254.976,2.806,257.024,1.00085603
17.730726416,0.183,183,2,2.989,271.36,2.989,273.408,1.000759188
18.732526705,0.183,183,2,3.172,279.552,3.172,281.6,1.001800289
19.457814295,0.268,268,7,0.268,8.452,3.606,292.784,0.72528759
18.927108567,0.166,166,2,3.338,290.476,3.859,309.168,0
19.773192375,0.219,219,2,3.557,323.244,4.078,341.936,0.846083808
19.989307297,0.283,283,2,3.84,339.628,4.361,358.32,0.216114922
20.03455209,0.207,207,2,4.047,356.012,4.568,374.704,0.045244793
20.075410165,0.102,102,2,4.149,364.204,4.67,382.896,0.040858075
19.49997214,0.253,253,7,0.521,24.836,4.796,60397.429,0
20.512139553,0.291,291,7,0.812,25.123,5.087,60688.613,1.012167413
20.102851145,0.126,126,2,4.275,99133.45,5.321,99168.813,0
20.514847559,0.234,234,7,1.046,41.507,5.54,161126.189,0.411996414
21.515863232,0.405,405,7,1.451,41.908,5.945,161374.966,1.001015673
20.774342048,0.219,219,2,4.494,181036.225,6.175,181088.373,0
21.518141796,0.23,230,7,1.681,58.292,6.394,236268.531,0.743799748
21.780056649,0.219,219,2,4.713,257736.049,6.909,257805.092,0.261914853
22.519110371,0.515,515,7,2.196,75.187,7.128,312188.249,0.739053722
22.786819482,0.219,219,2,4.932,333623.796,7.643,333709.734,0.267709111
23.521101225,0.515,515,7,2.711,92.082,7.862,389665.201,0.734281743
23.793743989,0.219,219,2,5.151,406808.877,8.377,406911.71,0.272642764
24.523441215,0.515,515,7,3.226,108.977,8.596,454029.553,0.729697226
24.800146343,0.219,219,2,5.37,471445.574,9.111,471565.302,0.276705128
25.806782852,0.219,219,2,5.589,489843.682,9.33,489963.41,1.006636509
25.525031499,0.515,515,7,3.741,125.872,9.456,531963.908,0
26.061022245,0.126,126,2,5.715,556660.453,9.971,556797.076,0.535990746
26.52758917,0.515,515,7,4.256,142.767,10.19,639798.046,0.466566925
26.812011629,0.219,219,2,5.934,667108.108,10.705,667261.626,0.284422459
27.814275272,0.219,219,2,6.153,676826.457,10.924,676979.975,1.002263643
28.391155718,0.174,174,2,6.327,676842.841,11.098,676996.359,0.576880446
28.393628214,0.188,188,2,6.515,676851.033,11.286,677004.551,0.002472496
27.529655477,0.515,515,7,4.771,159.662,11.41,677012.743,0
28.39698036,0.124,124,2,6.639,677068.267,12.061,677238.816,0.867324883
28.433198749,0.17,170,2,6.809,677084.651,12.231,677255.2,0.036218389
28.398396944,0.651,651,7,5.422,176.693,12.415,677271.584,0
28.434822868,0.184,184,2,6.993,677092.843,12.912,677272.077,0.036425924
