time,size,first_call,destination,dest_out_traffic,dest_in_traffic,total_network_out,total_network_in,dens10
4.790472588,0.244,244,2,0.244,25.017,66.317,27.065,0
4.829431871,0.183,183,2,0.427,41.401,66.5,43.449,0.038959283
5.839867347,0.183,183,2,0.61,57.785,66.683,59.833,1.010435476
6.841247829,0.183,183,2,0.793,74.169,66.866,76.217,1.001380482
7.842269747,0.183,183,2,0.976,90.553,67.049,92.601,1.001021918
8.843208135,0.183,183,2,1.159,106.937,67.232,108.985,1.000938388
9.844159373,0.183,183,2,1.342,123.321,67.415,125.369,1.000951238
10.845098319,0.183,183,2,1.525,139.705,67.598,141.753,1.000938946
11.845855329,0.183,183,2,1.708,156.089,67.781,158.137,1.00075701
12.846828707,0.183,183,2,1.891,172.473,67.964,174.521,1.000973378
13.847761367,0.183,183,2,2.074,188.857,68.147,190.905,1.00093266
14.848497006,0.183,183,2,2.257,205.241,68.33,207.289,1.000735639
15.85408815,0.183,183,2,2.44,221.625,68.513,223.673,1.005591144
16.854746404,0.183,183,2,2.623,238.009,68.696,240.057,1.000658254
17.85542575,0.183,183,2,2.806,254.393,68.879,256.441,1.000679346
18.85609888,0.183,183,2,2.989,270.777,69.062,272.825,1.00067313
19.857855389,0.183,183,2,3.172,287.161,69.245,289.209,1.001756509
20.858588233,0.183,183,2,3.355,303.545,69.428,305.593,1.000732844
21.859236779,0.183,183,2,3.538,319.929,69.611,321.977,1.000648546
22.859887141,0.183,183,2,3.721,336.313,69.794,338.361,1.000650362
23.862833186,0.183,183,2,3.904,352.697,69.977,354.745,1.002946045
24.865450489,0.183,183,2,4.087,369.081,70.16,371.129,1.002617303
25.866758965,0.183,183,2,4.27,385.465,70.343,387.513,1.001308476
26.867366025,0.183,183,2,4.453,401.849,70.526,403.897,1.00060706
27.867990267,0.183,183,2,4.636,418.233,70.709,420.281,1.000624242
28.868634692,0.183,183,2,4.819,434.617,70.892,436.665,1.000644425
30.522170313,0.268,268,3,0.268,8.452,71.509,456.04,1.653535621
29.869275067,0.183,183,2,5.002,451.001,71.761,472.424,0
30.87662265,0.219,219,2,5.221,483.769,71.98,505.192,1.007347583
31.094543448,0.282,282,2,5.503,500.153,72.262,521.576,0.217920798
31.139311641,0.206,206,2,5.709,516.537,72.468,537.96,0.044768193
31.182698164,0.102,102,2,5.811,524.729,72.57,546.152,0.043386523
30.567787078,0.252,252,3,0.52,24.836,72.696,30092.446,0
31.580460687,0.29,290,3,0.81,25.122,72.986,30228.93,1.012673609
31.210878982,0.126,126,2,5.937,60875.515,73.22,60913.608,0
31.583697621,0.234,234,3,1.044,41.506,73.439,162742.785,0.372818639
32.585693056,0.404,404,3,1.448,41.906,73.843,162977.58,1.001995435
31.877950193,0.219,219,2,6.156,207231.493,74.073,207286.37,0
32.588195888,0.23,230,3,1.678,58.29,74.292,303042.129,0.710245695
32.883074308,0.219,219,2,6.375,338392.133,74.806,338463.904,0.29487842
33.889236754,0.219,219,2,6.594,407635.12,75.025,407706.891,1.006162446
33.58969552,0.514,514,3,2.192,75.184,75.151,426549.166,0
34.418778325,0.126,126,2,6.72,462870.157,75.665,462958.822,0.829082805
34.591431216,0.514,514,3,2.706,92.078,75.884,552430.635,0.172652891
34.894271472,0.219,219,2,6.939,582496.961,76.398,582602.52,0.302840256
35.900068858,0.219,219,2,7.158,582513.345,76.617,582618.904,1.005797386
36.404222214,0.174,174,2,7.332,582529.729,76.791,582635.288,0.504153356
36.40550443,0.188,188,2,7.52,582537.921,76.979,582643.48,0.001282216
35.593106918,0.514,514,3,3.22,108.972,77.103,583109.154,0
36.407478424,0.124,124,2,7.644,583003.595,77.751,583126.182,0.814371506
36.415813213,0.648,648,3,3.868,126.0,78.105,583150.758,0.008334789
36.442996418,0.354,170,2,7.998,583028.171,78.602,583167.635,0.027183205
36.444200692,0.497,497,3,4.365,142.877,78.726,583242.754,0.001204274
36.446142349,0.124,124,2,8.122,583103.29,79.105,583259.513,0.001941657
36.460657254,0.379,379,3,4.744,159.636,79.324,583275.897,0.014514905
36.910317088,0.219,219,2,8.341,583119.674,79.636,583308.817,0.449659834
29.977934416,0.166,166,6,0.166,2.731,79.855,583317.009,0
38.669271701,0.176,176,6,0.342,3.755,80.031,583318.033,8.691337285
38.695369294,0.154,154,6,0.496,7.339,80.185,583321.617,0.026097593
38.846813273,0.17,170,6,0.666,8.363,80.355,583322.641,0.151443979
37.911344034,0.219,219,2,8.56,583136.058,80.527,583332.369,0
38.88047279,0.172,172,6,0.838,9.899,80.746,583340.561,0.969128756
39.206824905,0.177,177,6,1.015,10.907,80.923,583341.569,0.326352115
39.233869825,0.176,176,6,1.191,11.883,81.099,583342.545,0.02704492
39.254688743,1.53,1530,6,2.721,12.827,82.629,583343.489,0.020818918
39.314058234,1.256,1256,6,3.977,13.739,83.885,583344.401,0.059369491
38.912368466,0.219,219,2,8.779,583152.442,84.056,583353.473,0
39.913394435,0.219,219,2,8.998,583168.826,84.275,583369.857,1.001025969
40.914175051,0.219,219,2,9.217,583185.21,84.494,583386.241,1.000780616
41.914977807,0.219,219,2,9.436,583201.594,84.713,583402.625,1.000802756
42.915637458,0.219,219,2,9.655,583217.978,84.932,583419.009,1.000659651
43.916271547,0.219,219,2,9.874,583234.362,85.151,583435.393,1.000634089
44.916923585,0.219,219,2,10.093,583250.746,85.37,583451.777,1.000652038
46.001911697,0.219,219,2,10.312,583267.13,85.589,583468.161,1.084988112
47.00269811,0.219,219,2,10.531,583283.514,85.808,583484.545,1.000786413
48.003473627,0.219,219,2,10.75,583299.898,86.027,583500.929,1.000775517
49.004327717,0.219,219,2,10.969,583316.282,86.246,583517.313,1.00085409
50.005066498,0.22,220,2,11.189,583332.666,86.466,583533.697,1.000738781
51.006222371,0.22,220,2,11.409,583349.05,86.686,583550.081,1.001155873
39.323839855,0.171,171,6,4.148,14.619,86.906,583558.273,0
52.007332149,0.22,220,2,11.629,583365.434,87.245,583566.897,12.683492294
53.008021901,0.22,220,2,11.849,583381.818,87.465,583583.281,1.000689752
54.008730232,0.22,220,2,12.069,583398.202,87.685,583599.665,1.000708331
55.009451692,0.22,220,2,12.289,583414.586,87.905,583616.049,1.00072146
56.010112181,0.22,220,2,12.509,583430.97,88.125,583632.433,1.000660489
57.010723293,0.22,220,2,12.729,583447.354,88.345,583648.817,1.000611112
58.01130989,0.22,220,2,12.949,583463.738,88.565,583665.201,1.000586597
52.726225802,0.339,339,6,4.487,24.043,88.785,583682.385,0
59.504607326,1.575,1575,6,6.062,24.043,90.36,583682.385,6.778381524
59.626454246,0.286,286,6,6.348,31.723,90.646,583690.065,0.12184692
59.011950474,0.22,220,2,13.169,583480.122,90.835,583700.305,0
59.928405353,0.189,189,6,6.537,33.771,91.055,583708.497,0.916454879
60.373399859,0.286,286,6,6.823,34.795,91.341,583744.337,0.444994506
60.012894449,0.22,220,2,13.389,583496.506,91.53,583754.065,0
61.432865941,0.23,230,8,0.23,40.96,91.98,583805.265,1.419971492
0.0,66.073,0,9,66.073,0.0,92.082,583813.457,0
61.01417869,0.22,220,2,13.609,583512.89,92.233,585077.036,61.01417869
60.418504198,0.189,189,6,7.012,36.331,92.453,592749.696,0
62.015395884,0.22,220,2,13.829,583529.274,94.966,596392.911,1.596891686
63.016665389,0.22,220,2,14.049,583537.466,95.186,608566.727,1.001269505
64.017846056,0.22,220,2,14.269,583553.85,95.406,620542.324,1.001180667
65.019086577,0.22,220,2,14.489,583570.234,95.626,632980.432,1.001240521
66.020439892,0.22,220,2,14.709,583586.618,95.846,645154.248,1.001353315
67.021604076,0.22,220,2,14.929,583603.002,96.066,658319.159,1.001164184
68.022879587,0.22,220,2,15.149,583619.386,96.286,671616.216,1.001275511
69.024224032,0.22,220,2,15.369,583635.77,96.506,684450.762,1.001344445
70.025353296,0.22,220,2,15.589,583652.154,96.726,697483.527,1.001129264
71.02649548,0.22,220,2,15.809,583668.538,96.946,710119.854,1.001142184
62.728546139,2.513,2513,6,9.525,37.339,97.166,718849.682,0
61.555313635,0.151,151,9,66.224,135317.504,99.679,719312.689,0
72.716508505,2.513,2513,6,12.038,37.835,99.83,719392.713,11.16119487
72.854012303,2.581,2581,6,14.619,48.043,102.411,719402.921,0.137503798
61.522740638,0.102,102,8,0.332,65.536,103.986,719419.305,0
72.763851048,0.151,151,9,66.375,135397.528,104.216,719435.689,11.24111041
72.027659315,0.22,220,2,16.029,583684.922,104.367,720260.016,0
73.029008998,0.22,220,2,16.249,583701.306,104.587,733139.551,1.001349683
74.030147411,0.22,220,2,16.469,583717.69,104.807,745115.148,1.001138413
75.031431583,0.22,220,2,16.689,583734.074,105.027,757487.183,1.001284172
76.032951329,0.22,220,2,16.909,583750.458,105.247,769462.78,1.001519746
77.034175926,0.22,220,2,17.129,583766.842,105.467,781966.961,1.001224597
78.035290942,0.22,220,2,17.349,583783.226,105.687,794471.142,1.001115016
79.036456803,0.22,220,2,17.569,583799.61,105.907,807173.542,1.001165861
80.037663591,0.22,220,2,17.789,583815.994,106.127,820008.088,1.001206788
81.039151699,0.22,220,2,18.009,583832.378,106.347,832776.561,1.001488108
72.861800445,1.575,1575,6,16.194,48.043,106.567,841638.535,0
82.040275934,0.22,220,2,18.229,583848.762,109.08,845943.52,9.178475489
72.927268826,0.151,151,9,66.526,271840.448,109.3,856060.881,0
82.717359661,2.513,2513,6,18.707,50.091,109.451,856222.244,9.790090835
83.855806177,2.581,2581,6,21.288,61.355,112.032,856233.508,1.138446516
72.924578959,0.23,230,8,0.562,106.496,113.607,856258.084,0
83.875587603,0.23,230,8,0.792,122.88,113.837,856274.468,10.951008644
83.804871697,0.151,151,9,66.677,272001.811,113.981,856282.66,0
83.041394302,0.22,220,2,18.449,583865.146,114.132,858121.009,0
84.042518607,0.22,220,2,18.669,583881.53,114.352,870908.04,1.001124305
85.043564062,0.22,220,2,18.889,583897.914,114.572,883346.148,1.001045455
86.044606792,0.22,220,2,19.109,583914.298,114.792,896312.84,1.00104273
87.045759872,0.22,220,2,19.329,583930.682,115.012,909213.459,1.00115308
88.047157535,0.22,220,2,19.549,583947.066,115.232,922048.005,1.001397663
89.048226875,0.22,220,2,19.769,583963.45,115.452,934882.551,1.00106934
90.049402234,0.22,220,2,19.989,583979.834,115.672,947452.805,1.001175359
91.050680819,0.22,220,2,20.209,583996.218,115.892,960221.278,1.001278585
83.862538877,1.575,1575,6,22.863,61.355,116.112,968356.449,0
92.051678082,0.22,220,2,20.429,584012.602,118.625,972675.77,8.189139205
93.052700978,0.22,220,2,20.649,584028.986,118.845,985444.243,1.001022896
83.879724163,0.151,151,9,66.828,407912.643,119.065,992390.1,0
92.716477775,2.513,2513,6,25.376,77.739,119.216,992456.173,8.836753612
94.642099462,2.538,2538,6,27.914,110.507,121.754,992488.941,1.925621687
83.877732219,0.144,144,8,0.936,155.648,123.329,992513.517,0
94.662351619,0.23,230,8,1.166,172.032,123.559,992529.901,10.7846194
94.59179963,0.151,151,9,66.979,407978.716,123.703,992538.093,0
94.053908604,0.22,220,2,20.869,584061.754,123.854,1009831.533,0
96.05621616,0.22,220,2,21.089,584078.138,124.074,1022600.006,2.002307556
97.057447182,0.22,220,2,21.309,584094.522,124.294,1035302.406,1.001231022
98.058571767,0.22,220,2,21.529,584110.906,124.514,1047740.514,1.001124585
99.059650186,0.22,220,2,21.749,584127.29,124.734,1060508.987,1.001078419
100.060720294,0.22,220,2,21.969,584143.674,124.954,1073607.825,1.001070108
101.061736485,0.22,220,2,22.189,584160.058,125.174,1086706.663,1.001016191
94.648852346,1.575,1575,6,29.489,110.507,125.394,1095238.272,0
102.06288251,0.22,220,2,22.409,584176.442,127.907,1099871.037,7.414030164
103.063918745,0.22,220,2,22.629,584192.826,128.127,1112441.291,1.001036235
104.06496385,0.22,220,2,22.849,584209.21,128.347,1125540.129,1.001045105
94.666461988,0.151,151,9,67.13,543584.323,128.567,1128389.46,0
102.713868785,2.513,2513,6,32.002,176.043,128.718,1128483.435,8.047406797
105.340999581,2.538,2538,6,34.54,241.579,131.256,1128548.971,2.627130796
94.664562375,0.144,144,8,1.31,196.608,132.831,1128565.355,0
105.356363476,0.23,230,8,1.54,221.184,133.061,1128589.931,10.691801101
105.291475406,0.151,151,9,67.281,543678.298,133.205,1128598.123,0
105.066319819,0.22,220,2,23.069,584225.594,133.356,1137543.115,0
106.067723419,0.22,220,2,23.289,584241.978,133.576,1148131.179,1.0014036
107.069002632,0.22,220,2,23.509,584258.362,133.796,1161097.871,1.001279213
