time,size,first_call,destination,dest_out_traffic,dest_in_traffic,total_network_out,total_network_in,dens10
3.579212138,0.244,244,2,0.244,24.797,0.244,26.845,0
3.617476031,0.183,183,2,0.427,41.181,0.427,43.229,0.038263893
4.628797856,0.183,183,2,0.61,57.565,0.61,59.613,1.011321825
5.630082577,0.183,183,2,0.793,73.949,0.793,75.997,1.001284721
6.631131356,0.183,183,2,0.976,90.333,0.976,92.381,1.001048779
7.631812775,0.183,183,2,1.159,106.717,1.159,108.765,1.000681419
8.632601568,0.183,183,2,1.342,123.101,1.342,125.149,1.000788793
9.633283708,0.183,183,2,1.525,139.485,1.525,141.533,1.00068214
10.633968761,0.183,183,2,1.708,155.869,1.708,157.917,1.000685053
11.634783275,0.183,183,2,1.891,172.253,1.891,174.301,1.000814514
12.635558232,0.183,183,2,2.074,188.637,2.074,190.685,1.000774957
13.636218597,0.183,183,2,2.257,205.021,2.257,207.069,1.000660365
14.640650802,0.183,183,2,2.44,221.405,2.44,223.453,1.004432205
15.641299567,0.183,183,2,2.623,237.789,2.623,239.837,1.000648765
16.641955473,0.183,183,2,2.806,254.173,2.806,256.221,1.000655906
17.642606945,0.183,183,2,2.989,270.557,2.989,272.605,1.000651472
18.644297482,0.183,183,2,3.172,286.941,3.172,288.989,1.001690537
19.645037963,0.183,183,2,3.355,303.325,3.355,305.373,1.000740481
20.645678383,0.183,183,2,3.538,319.709,3.538,321.757,1.00064042
21.646393726,0.183,183,2,3.721,336.093,3.721,338.141,1.000715343
22.647130933,0.183,183,2,3.904,352.477,3.904,354.525,1.000737207
23.64790231,0.183,183,2,4.087,368.861,4.087,370.909,1.000771377
24.649234233,0.183,183,2,4.27,385.245,4.27,387.293,1.001331923
25.649969803,0.183,183,2,4.453,401.629,4.453,403.677,1.00073557
26.650711379,0.183,183,2,4.636,418.013,4.636,420.061,1.000741576
27.651434202,0.183,183,2,4.819,426.205,4.819,428.253,1.000722823
28.087033226,0.166,166,2,4.985,437.129,5.253,447.629,0.435599024
28.634319326,0.268,268,4,0.268,8.452,5.472,455.821,0.5472861
28.658944319,0.219,219,2,5.204,469.897,5.725,488.589,0.024624993
29.187871954,0.283,283,2,5.487,486.281,6.008,504.973,0.528927635
29.23033858,0.207,207,2,5.694,502.665,6.215,521.357,0.042466626
29.270979307,0.102,102,2,5.796,510.857,6.317,529.549,0.040640727
29.297180097,0.125,125,2,5.921,32423.421,6.442,32442.113,0.02620079
28.677633752,0.253,253,4,0.521,24.836,6.661,36107.913,0
29.690934269,0.291,291,4,0.812,25.123,6.952,36183.144,1.013300517
29.660393023,0.219,219,2,6.14,138515.464,7.186,138550.827,0
29.693592227,0.234,234,4,1.046,41.507,7.405,140886.63,0.033199204
30.694800199,0.405,405,4,1.451,41.908,7.81,141205.841,1.001207972
30.665619798,0.219,219,2,6.359,230061.48,8.04,230113.628,0
30.697189684,0.23,230,4,1.681,58.292,8.259,232693.979,0.031569886
31.671024041,0.219,219,2,6.578,315139.735,8.774,315208.778,0.973834357
31.698113683,0.515,515,4,2.196,75.187,8.993,317145.74,0.027089642
32.676920904,0.219,219,2,6.797,395309.184,9.508,395395.122,0.978807221
32.699402009,0.515,515,4,2.711,92.082,9.727,397080.218,0.022481105
33.682593025,0.219,219,2,7.016,409426.124,10.242,409528.957,0.983191016
33.862817671,0.125,125,2,7.141,503444.486,10.367,503547.319,0.180224646
33.700858763,0.515,515,4,3.226,108.977,10.586,504970.008,0
34.688384404,0.219,219,2,7.36,599617.505,11.101,599737.233,0.987525641
34.702164106,0.515,515,4,3.741,125.872,11.32,599753.617,0.013779702
35.694378982,0.219,219,2,7.579,599633.889,11.835,599770.512,0.992214876
36.047344923,0.174,174,2,7.753,599650.273,12.009,599786.896,0.352965941
36.048351471,0.188,188,2,7.941,599658.465,12.197,599795.088,0.001006548
35.704305589,0.515,515,4,4.256,142.767,12.32,600214.333,0
36.050110045,0.123,123,2,8.064,600077.71,12.971,600231.364,0.345804456
36.056003014,0.651,651,4,4.907,159.798,13.141,600255.94,0.005892969
36.079737376,0.17,170,2,8.234,600094.094,13.638,600256.433,0.023734362
36.080915943,0.184,184,2,8.418,600102.286,13.822,600272.817,0.001178567
36.080632006,0.497,497,4,5.404,176.675,13.945,600347.936,0
36.082374716,0.123,123,2,8.541,600177.405,14.324,600364.695,0.00174270999999
36.094467154,0.379,379,4,5.783,193.434,14.543,600381.079,0.012092438
36.697634082,0.219,219,2,8.76,600193.789,14.855,600414.151,0.603166928
37.698727579,0.219,219,2,8.979,600201.981,15.074,600422.343,1.001093497
38.314472776,0.176,176,2,9.155,600203.005,15.25,600423.367,0.615745197
38.346117432,0.154,154,2,9.309,600206.077,15.404,600426.439,0.031644656
38.480077615,0.17,170,2,9.479,600207.101,15.574,600427.463,0.133960183
38.521551824,0.172,172,2,9.651,600208.125,15.746,600428.487,0.041474209
38.699864411,0.219,219,2,9.87,600216.317,15.965,600436.679,0.178312587
38.826328018,0.177,177,2,10.047,600216.829,16.142,600437.191,0.126463607
38.855647272,0.176,176,2,10.223,600217.341,16.318,600437.703,0.029319254
38.876519765,1.53,1530,2,11.753,600218.333,17.848,600438.695,0.020872493
38.932739094,1.256,1256,2,13.009,600218.813,19.104,600439.175,0.056219329
38.946311368,0.171,171,2,13.18,600227.485,19.275,600447.847,0.013572274
39.701531973,0.219,219,2,13.399,600244.125,19.494,600464.487,0.755220605
40.380128052,1.575,1575,2,14.974,600244.125,21.069,600464.487,0.678596079
40.495576853,0.286,286,2,15.26,600250.269,21.355,600470.631,0.115448801
40.559694736,0.189,189,2,15.449,600259.997,21.544,600480.359,0.064117883
40.702726547,0.219,219,2,15.668,600268.189,21.763,600488.551,0.143031811
40.943405223,0.286,286,2,15.954,600383.885,22.049,600604.247,0.240678676
40.951386423,0.189,189,2,16.143,600393.053,47.907,600615.463,0.0079812
41.886398303,0.235,235,8,0.235,40.96,48.361,600666.663,0.93501188
41.96049631,0.102,102,8,0.337,49.152,48.463,600674.855,0.074098007
41.703828726,0.219,219,2,16.362,600409.437,48.612,606101.033,0
42.704911247,0.219,219,2,16.581,600425.821,48.831,620389.185,1.001082521
43.70645415,0.219,219,2,16.8,600442.205,49.05,634082.68,1.001542903
44.707732573,0.219,219,2,17.019,600458.589,49.269,649428.0,1.001278423
45.70876115,0.219,219,2,17.238,600491.357,49.488,678863.253,1.001028577
47.710962028,0.22,220,2,17.458,600507.741,49.708,694142.5,2.002200878
48.712055422,0.22,220,2,17.678,600515.933,49.928,706440.27,1.001093394
49.487054304,2.513,2513,2,20.191,600524.605,52.441,709752.592,0.774998882
49.71334382,0.22,220,2,20.411,600540.989,52.661,725758.642,0.226289516
41.986609912,0.149,149,8,0.486,135366.656,52.881,736140.295,0
50.714765328,0.22,220,2,20.631,600549.181,53.03,736206.368,8.728155416
51.443724556,2.578,2578,2,23.209,600558.093,55.608,736215.28,0.728959228
51.359532889,0.149,149,8,0.635,135440.921,57.183,736223.472,0
51.510444871,0.145,145,8,0.78,135449.113,57.328,736231.664,0.150911982
51.454857842,1.575,1575,2,24.784,600566.285,57.477,738102.449,0
51.715958974,0.22,220,2,25.004,600582.669,57.697,753249.55,0.261101132
52.717139452,0.22,220,2,25.224,600599.053,57.917,767868.067,1.001180478
53.718169156,0.22,220,2,25.444,600615.437,58.137,782420.511,1.001029704
54.719349185,0.22,220,2,25.664,600631.821,58.357,798228.342,1.001180029
55.720586957,0.22,220,2,25.884,600648.205,58.577,813970.1,1.001237772
56.722130034,0.22,220,2,26.104,600664.589,58.797,827927.887,1.001543077
57.723224016,0.22,220,2,26.324,600680.973,59.017,842876.769,1.001093982
58.724262017,0.22,220,2,26.544,600689.165,59.237,854315.59,1.001038001
59.46681433,2.513,2513,2,29.057,600698.381,61.75,857892.748,0.742552313
51.513673575,0.149,149,8,0.929,270977.385,61.97,871908.416,0
59.725445011,0.22,220,2,29.277,600706.573,62.119,872002.391,8.211771436
60.680132237,2.535,2535,2,31.812,600723.981,64.654,872019.799,0.954687226
60.629182598,0.149,149,8,1.078,271079.552,66.229,872027.991,0
60.69761073,0.145,145,8,1.223,271095.936,66.374,872044.375,0.068428132
60.700599392,0.149,149,8,1.372,271104.128,66.523,872052.567,0.002988662
60.688309767,1.575,1575,2,33.387,600732.173,66.672,872337.976,0
60.726660783,0.22,220,2,33.607,600748.557,66.892,887996.777,0.038351016
61.727791072,0.22,220,2,33.827,600764.941,67.112,902945.659,1.001130289
62.728788252,0.22,220,2,34.047,600781.325,67.332,917762.395,1.00099718
63.729857454,0.22,220,2,34.267,600797.709,67.552,933041.642,1.001069202
64.731120456,0.22,220,2,34.487,600814.093,67.772,948585.181,1.001263002
65.732213045,0.22,220,2,34.707,600830.477,67.992,962410.822,1.001092589
66.733495524,0.22,220,2,34.927,600846.861,68.212,977293.631,1.001282479
67.734632323,0.22,220,2,35.147,600863.245,68.432,992705.024,1.001136799
68.735874459,0.22,220,2,35.367,600871.437,68.652,1004011.699,1.001242136
60.702791496,0.149,149,8,1.521,407012.33,71.165,1008116.417,0
69.465971299,2.513,2513,2,37.88,600887.821,71.314,1008190.682,8.763179803
69.736945742,0.22,220,2,38.1,600896.013,71.534,1008198.874,0.270974443
69.777790981,2.535,2535,2,40.635,600912.397,74.069,1008215.258,0.040845239
69.730749816,0.149,149,8,1.67,407086.595,75.644,1008223.45,0
69.792285422,0.145,145,8,1.815,407102.979,75.789,1008239.834,0.061535606
69.794205137,0.149,149,8,1.964,407111.171,75.938,1008248.026,0.001919715
69.784794271,1.575,1575,2,42.21,600920.589,76.087,1022410.641,0
70.738104193,0.22,220,2,42.43,600936.973,76.307,1036830.939,0.953309922
71.739340882,0.22,220,2,42.65,600953.357,76.527,1051251.237,1.001236689
72.740321877,0.22,220,2,42.87,600969.741,76.747,1066464.411,1.000980995
73.741279597,0.22,220,2,43.09,600986.125,76.967,1081677.585,1.00095772
74.742264983,0.22,220,2,43.31,601002.509,77.187,1097155.051,1.000985386
75.74334452,0.22,220,2,43.53,601018.893,77.407,1112500.371,1.001079537
76.74437229,0.22,220,2,43.75,601035.277,77.627,1127052.815,1.00102777
77.745449182,0.22,220,2,43.97,601043.469,77.847,1142059.578,1.001076892
69.796706943,0.149,149,8,2.113,542839.914,78.067,1144182.106,0
78.746582024,0.22,220,2,44.19,601051.661,78.216,1144347.423,8.949875081
78.947053559,2.535,2535,2,46.725,601117.197,80.751,1144412.959,0.200471535
78.897869988,0.149,149,8,2.262,543013.423,82.326,1144421.151,0
78.959482034,0.145,145,8,2.407,543029.807,82.471,1144437.535,0.061612046
78.96127161,0.149,149,8,2.556,543037.999,82.62,1144445.727,0.00178957599999
78.952626939,1.575,1575,2,48.3,601117.197,82.769,1152236.118,0
79.46353354,2.513,2513,2,50.813,601223.693,85.282,1156439.14,0.510906601
79.748814064,0.22,220,2,51.033,601240.077,85.502,1171586.241,0.285280524
80.75035985,0.22,220,2,51.253,601256.461,85.722,1192613.839,1.001545786
82.106404574,0.22,220,2,51.473,601272.845,85.942,1208157.378,1.356044724
83.107520389,0.22,220,2,51.693,601289.229,86.162,1223634.844,1.001115815
84.108606275,0.22,220,2,51.913,601305.613,86.382,1239112.31,1.001085886
85.10962785,0.22,220,2,52.133,601321.997,86.602,1253664.754,1.001021575
86.1103092,0.22,220,2,52.353,601338.381,86.822,1268944.001,1.00068135
78.963769579,0.149,149,8,2.705,678811.791,87.042,1280448.895,0
87.111105954,0.22,220,2,52.573,601346.573,87.191,1280533.653,8.147336375
88.067152932,2.535,2535,2,55.108,601379.341,89.726,1280566.421,0.956046978
88.020607748,0.149,149,8,2.854,678904.741,91.301,1280574.613,0
88.084680252,0.145,145,8,2.999,678921.125,91.446,1280590.997,0.064072504
88.087211638,0.149,149,8,3.148,678929.317,91.595,1280599.189,0.002531386
88.078151059,1.575,1575,2,56.683,601387.533,91.744,1281006.606,0
88.112198031,0.22,220,2,56.903,601403.917,91.964,1296021.561,0.034046972
89.113265487,0.22,220,2,57.123,601412.109,92.184,1301381.666,1.001067456
89.464023895,2.513,2513,2,59.636,601453.069,94.697,1311135.357,0.350758408
90.11436481,0.22,220,2,59.856,601469.453,94.917,1325753.874,0.650340915
91.115089187,0.22,220,2,60.076,601485.837,95.137,1341099.194,1.000724377
92.115987233,0.22,220,2,60.296,601502.221,95.357,1356378.441,1.000898046
93.116942513,0.22,220,2,60.516,601518.605,95.577,1371723.761,1.00095528
94.118197094,0.22,220,2,60.736,601534.989,95.797,1387003.008,1.001254581
95.119275349,0.22,220,2,60.956,601551.373,96.017,1402282.255,1.001078255
88.089452096,0.149,149,8,3.297,814579.973,96.237,1416430.069,0
96.120241639,0.22,220,2,61.176,601559.565,96.386,1416496.142,8.030789543
97.113059746,2.535,2535,2,63.711,601592.333,98.921,1416528.91,0.992818107
97.118882071,1.575,1575,2,65.286,601600.525,100.496,1416537.102,0.005822325
97.065532607,0.149,149,8,3.446,814654.238,100.716,1416553.486,0
97.126130439,0.145,145,8,3.591,814670.622,100.861,1416569.87,0.060597832
97.13169794,0.149,149,8,3.74,814678.814,101.01,1416578.062,0.005567501
97.121377331,0.22,220,2,65.506,601616.909,101.159,1431257.247,0
98.122377508,0.22,220,2,65.726,601633.293,101.379,1446272.202,1.001000177
99.123377483,0.22,220,2,65.946,601641.485,101.599,1451434.088,1.000999975
99.463768596,2.513,2513,2,68.459,601666.061,104.112,1461633.906,0.340391113
100.12435826,0.22,220,2,68.679,601682.445,104.332,1476252.423,0.660589664
101.125371706,0.22,220,2,68.899,601698.829,104.552,1491135.232,1.001013446
102.126262817,0.22,220,2,69.119,601715.213,104.772,1506282.333,1.000891111
103.127165888,0.22,220,2,69.339,601731.597,104.992,1520438.339,1.000903071
104.128242877,0.22,220,2,69.559,601747.981,105.212,1535255.075,1.001076989
105.129531502,0.22,220,2,69.779,601764.365,105.432,1549939.665,1.001288625
97.136513319,0.149,149,8,3.889,950329.47,105.652,1552392.558,0
106.130502141,0.22,220,2,69.999,601772.557,105.801,1552552.083,8.993988822
106.335492663,2.535,2535,2,72.534,601797.133,108.336,1552576.659,0.204990522
106.293029956,0.149,149,8,4.038,950497.187,109.911,1552584.851,0
106.349748469,0.145,145,8,4.183,950513.571,110.056,1552601.235,0.056718513
106.352253419,0.149,149,8,4.332,950521.763,110.205,1552609.427,0.00250494999999
106.340672961,1.575,1575,2,74.109,601805.325,110.354,1564559.511,0
107.131494423,0.22,220,2,74.329,601821.709,110.574,1579574.466,0.790821462
108.13248623,0.22,220,2,74.549,601838.093,110.794,1594523.348,1.000991807
109.133399772,0.22,220,2,74.769,601846.285,111.014,1599288.796,1.000913542
109.464247678,2.513,2513,2,77.282,601920.013,113.527,1609735.985,0.330847906
110.134413053,0.22,220,2,77.502,601928.205,113.747,1624874.894,0.670165375
111.13545306,0.22,220,2,77.722,601944.589,113.967,1640352.36,1.001040007
112.136445849,0.22,220,2,77.942,601960.973,114.187,1655763.753,1.000992789
113.13742569,0.22,220,2,78.162,601977.357,114.407,1670976.927,1.000979841
114.138373954,0.22,220,2,78.382,601993.741,114.627,1686454.393,1.000948264
106.354110468,0.149,149,8,4.481,1086416.603,114.847,1688709.067,0
115.139462335,0.22,220,2,78.602,602001.933,114.996,1688865.696,8.785351867
115.332026169,2.535,2535,2,81.137,602067.469,117.531,1688931.232,0.192563834
115.287918471,0.149,149,8,4.63,1086581.424,119.106,1688939.424,0
115.343700665,0.145,145,8,4.775,1086597.808,119.251,1688955.808,0.055782194
