time,size,first_call,destination,dest_out_traffic,dest_in_traffic,total_network_out,total_network_in,dens10
0.0,0.22,0,2,0.22,8.192,0.22,10.24,0
3.602565028,0.244,244,2,0.464,24.576,0.464,26.624,3.602565028
3.638464911,0.183,183,2,0.647,40.96,0.647,43.008,0.035899883
4.649119132,0.183,183,2,0.83,57.344,0.83,59.392,1.010654221
5.650297854,0.183,183,2,1.013,73.728,1.013,75.776,1.001178722
6.651375604,0.183,183,2,1.196,90.112,1.196,92.16,1.00107775
7.652119757,0.183,183,2,1.379,106.496,1.379,108.544,1.000744153
8.65287841,0.183,183,2,1.562,122.88,1.562,124.928,1.000758653
9.653544621,0.183,183,2,1.745,139.264,1.745,141.312,1.000666211
10.654247767,0.183,183,2,1.928,155.648,1.928,157.696,1.000703146
11.655146974,0.183,183,2,2.111,172.032,2.111,174.08,1.000899207
12.656024933,0.183,183,2,2.294,188.416,2.294,190.464,1.000877959
13.656707921,0.183,183,2,2.477,204.8,2.477,206.848,1.000682988
14.658432062,0.183,183,2,2.66,221.184,2.66,223.232,1.001724141
15.659049328,0.183,183,2,2.843,237.568,2.843,239.616,1.000617266
16.659730032,0.183,183,2,3.026,253.952,3.026,256.0,1.000680704
17.660407781,0.183,183,2,3.209,270.336,3.209,272.384,1.000677749
18.662217176,0.183,183,2,3.392,286.72,3.392,288.768,1.001809395
20.475227509,0.268,268,7,0.268,8.452,4.009,308.144,1.813010333
19.663019353,0.183,183,2,3.575,303.104,4.262,324.528,0
20.670392867,0.219,219,2,3.794,335.872,4.481,357.296,1.007373514
21.008834136,0.283,283,2,4.077,352.256,4.764,373.68,0.338441269
21.051708704,0.207,207,2,4.284,368.64,4.971,390.064,0.042874568
21.093276791,0.102,102,2,4.386,376.832,5.073,398.256,0.041568087
20.51657576,0.253,253,7,0.521,24.836,5.197,40096.29,0
21.529182221,0.291,291,7,0.812,25.123,5.488,40242.164,1.012606461
21.119859048,0.124,124,2,4.51,54599.094,5.722,54637.189,0
21.531652192,0.234,234,7,1.046,41.507,5.941,161677.275,0.411793144
22.532423134,0.405,405,7,1.451,41.908,6.346,162070.742,1.000770942
21.671424343,0.219,219,2,4.729,183387.223,6.576,183442.103,0
22.534294744,0.23,230,7,1.681,58.292,6.795,307385.294,0.862870401
22.6799232,0.219,219,2,4.948,329613.307,7.31,329685.082,0.145628456
23.691056057,0.219,219,2,5.167,393372.166,7.529,393443.941,1.011132857
23.536711118,0.515,515,7,2.196,75.187,7.653,446000.297,0
24.138770128,0.124,124,2,5.291,466516.339,8.168,466605.009,0.60205901
24.538311284,0.515,515,7,2.711,92.082,8.387,576772.716,0.399541156
24.701320718,0.219,219,2,5.51,576684.046,8.902,576789.611,0.163009434
25.712902801,0.219,219,2,5.729,576700.43,9.121,576805.995,1.011582083
25.979969833,0.174,174,2,5.903,576716.814,9.295,576822.379,0.267067032
25.98293905,0.188,188,2,6.091,576725.006,9.483,576830.571,0.002969217
25.540787603,0.515,515,7,3.226,108.977,9.605,576838.763,0
25.986291305,0.122,122,2,6.213,576936.481,10.256,577059.077,0.445503702
25.988872094,0.651,651,7,3.877,126.008,10.426,577067.269,0.002580789
26.021094335,0.17,170,2,6.383,576952.865,10.923,577092.338,0.032222241
26.023576062,0.184,184,2,6.567,576961.057,11.107,577100.53,0.002481727
26.022343179,0.497,497,7,4.374,142.885,11.229,577178.545,0
26.026188056,0.122,122,2,6.689,577039.072,11.608,577195.304,0.003844877
