time,size,first_call,destination,dest_out_traffic,dest_in_traffic,total_network_out,total_network_in,dens10
3.726481838,0.244,244,2,0.244,24.576,0.244,26.624,0
3.771424844,0.183,183,2,0.427,40.96,0.427,43.008,0.044943006
4.78182896,0.183,183,2,0.61,57.344,0.61,59.392,1.010404116
5.782924142,0.183,183,2,0.793,73.728,0.793,75.776,1.001095182
6.783881177,0.183,183,2,0.976,90.112,0.976,92.16,1.000957035
7.784691894,0.183,183,2,1.159,106.496,1.159,108.544,1.000810717
8.785663666,0.183,183,2,1.342,122.88,1.342,124.928,1.000971772
9.786404403,0.183,183,2,1.525,139.264,1.525,141.312,1.000740737
10.787114479,0.183,183,2,1.708,155.648,1.708,157.696,1.000710076
11.788003628,0.183,183,2,1.891,172.032,1.891,174.08,1.000889149
12.788816232,0.183,183,2,2.074,188.416,2.074,190.464,1.000812604
13.790396251,0.183,183,2,2.257,204.8,2.257,206.848,1.001580019
14.792669655,0.183,183,2,2.44,221.184,2.44,223.232,1.002273404
15.793329026,0.183,183,2,2.623,237.568,2.623,239.616,1.000659371
16.794004881,0.183,183,2,2.806,253.952,2.806,256.0,1.000675855
17.794686043,0.183,183,2,2.989,270.336,2.989,272.384,1.000681162
18.796380602,0.183,183,2,3.172,286.72,3.172,288.768,1.001694559
19.797161148,0.183,183,2,3.355,303.104,3.355,305.152,1.000780546
20.797785389,0.183,183,2,3.538,319.488,3.538,321.536,1.000624241
21.798516558,0.183,183,2,3.721,335.872,3.721,337.92,1.000731169
22.801700692,0.183,183,2,3.904,352.256,3.904,354.304,1.003184134
23.802430254,0.183,183,2,4.087,368.64,4.087,370.688,1.000729562
24.803765759,0.183,183,2,4.27,385.024,4.27,387.072,1.001335505
25.804481562,0.183,183,2,4.453,401.408,4.453,403.456,1.000715803
26.805203023,0.183,183,2,4.636,417.792,4.636,419.84,1.000721461
27.805849753,0.183,183,2,4.819,434.176,4.819,436.224,1.00064673
28.806526515,0.183,183,2,5.002,450.56,5.002,452.608,1.000676762
29.807171429,0.183,183,2,5.185,466.944,5.185,468.992,1.000644914
30.807854966,0.183,183,2,5.368,483.328,5.368,485.376,1.000683537
31.808498204,0.183,183,2,5.551,499.712,5.551,501.76,1.000643238
32.809167214,0.183,183,2,5.734,516.096,5.734,518.144,1.00066901
33.809829309,0.183,183,2,5.917,532.48,5.917,534.528,1.000662095
34.810562503,0.183,183,2,6.1,548.864,6.1,550.912,1.000733194
35.811195405,0.183,183,2,6.283,565.248,6.283,567.296,1.000632902
36.811816504,0.183,183,2,6.466,581.632,6.466,583.68,1.000621099
37.812430618,0.183,183,2,6.649,598.016,6.649,600.064,1.000614114
38.81311625,0.183,183,2,6.832,614.4,6.832,616.448,1.000685632
39.813814453,0.183,183,2,7.015,630.784,7.015,632.832,1.000698203
40.81444533,0.183,183,2,7.198,647.168,7.198,649.216,1.000630877
41.815092758,0.183,183,2,7.381,663.552,7.381,665.6,1.000647428
42.815833635,0.183,183,2,7.564,679.936,7.564,681.984,1.000740877
43.816750581,0.183,183,2,7.747,696.32,7.747,698.368,1.000916946
44.818190918,0.183,183,2,7.93,712.704,7.93,714.752,1.001440337
45.818831502,0.183,183,2,8.113,729.088,8.113,731.136,1.000640584
46.819463496,0.183,183,2,8.296,745.472,8.296,747.52,1.000631994
47.820070556,0.183,183,2,8.479,761.856,8.479,763.904,1.00060706
48.820656245,0.183,183,2,8.662,778.24,8.662,780.288,1.000585689
49.821268823,0.183,183,2,8.845,794.624,8.845,796.672,1.000612578
50.821882309,0.183,183,2,9.028,811.008,9.028,813.056,1.000613486
51.822519681,0.183,183,2,9.211,827.392,9.211,829.44,1.000637372
52.823211179,0.183,183,2,9.394,843.776,9.394,845.824,1.000691498
53.823918951,0.183,183,2,9.577,860.16,9.577,862.208,1.000707772
54.824765567,0.183,183,2,9.76,876.544,9.76,878.592,1.000846616
55.825488704,0.183,183,2,9.943,892.928,9.943,894.976,1.000723137
56.826083542,0.183,183,2,10.126,909.312,10.126,911.36,1.000594838
57.82668271,0.183,183,2,10.309,925.696,10.309,927.744,1.000599168
58.827486234,0.183,183,2,10.492,942.08,10.492,944.128,1.000803524
