time,size,first_call,destination,dest_out_traffic,dest_in_traffic,total_network_out,total_network_in,dens10
0.0,32.768,0,7,32.768,0.0,32.768,0.0,0
5.111214143,0.244,244,2,0.244,24.576,98.548,26.624,5.111214143
5.154088589,0.183,183,2,0.427,40.96,98.731,43.008,0.042874446
6.165210395,0.183,183,2,0.61,57.344,98.914,59.392,1.011121806
7.166612668,0.183,183,2,0.793,73.728,99.097,75.776,1.001402273
8.167545887,0.183,183,2,0.976,90.112,99.28,92.16,1.000933219
9.1683147,0.183,183,2,1.159,106.496,99.463,108.544,1.000768813
10.16911578,0.183,183,2,1.342,122.88,99.646,124.928,1.00080108
11.169890529,0.183,183,2,1.525,139.264,99.829,141.312,1.000774749
12.17058545,0.183,183,2,1.708,155.648,100.012,157.696,1.000694921
13.171444777,0.183,183,2,1.891,172.032,100.195,174.08,1.000859327
14.172345101,0.183,183,2,2.074,188.416,100.378,190.464,1.000900324
15.173087723,0.183,183,2,2.257,204.8,100.561,206.848,1.000742622
16.175586086,0.183,183,2,2.44,221.184,100.744,223.232,1.002498363
17.17806622,0.183,183,2,2.623,237.568,100.927,239.616,1.002480134
18.178789636,0.183,183,2,2.806,253.952,101.11,256.0,1.000723416
19.179508233,0.183,183,2,2.989,270.336,101.293,272.384,1.000718597
20.181393738,0.183,183,2,3.172,286.72,101.476,288.768,1.001885505
21.182174075,0.183,183,2,3.355,303.104,101.659,305.152,1.000780337
22.182855516,0.183,183,2,3.538,319.488,101.842,321.536,1.000681441
23.183494145,0.183,183,2,3.721,335.872,102.025,337.92,1.000638629
24.184214977,0.183,183,2,3.904,352.256,102.208,354.304,1.000720832
25.184918977,0.183,183,2,4.087,368.64,102.391,370.688,1.000704
26.186357288,0.183,183,2,4.27,385.024,102.574,387.072,1.001438311
27.189088362,0.183,183,2,4.453,401.408,102.757,403.456,1.002731074
28.189783283,0.183,183,2,4.636,417.792,102.94,419.84,1.000694921
29.191056629,0.183,183,2,4.819,434.176,103.123,436.224,1.001273346
30.191850864,0.183,183,2,5.002,450.56,103.306,452.608,1.000794235
31.192471823,0.183,183,2,5.185,466.944,103.489,468.992,1.000620959
32.193161715,0.183,183,2,5.368,483.328,103.672,485.376,1.000689892
33.19385943,0.183,183,2,5.551,499.712,103.855,501.76,1.000697715
34.194498198,0.183,183,2,5.734,516.096,104.038,518.144,1.000638768
35.195190465,0.183,183,2,5.917,532.48,104.221,534.528,1.000692267
36.195939652,0.183,183,2,6.1,548.864,104.404,550.912,1.000749187
37.196553767,0.183,183,2,6.283,565.248,104.587,567.296,1.000614115
38.19717738,0.183,183,2,6.466,581.632,104.77,583.68,1.000623613
39.19778437,0.183,183,2,6.649,598.016,104.953,600.064,1.00060699
40.19847545,0.183,183,2,6.832,614.4,105.136,616.448,1.00069108
41.199196491,0.183,183,2,7.015,630.784,105.319,632.832,1.000721041
42.199794053,0.183,183,2,7.198,647.168,105.502,649.216,1.000597562
43.200425838,0.183,183,2,7.381,663.552,105.685,665.6,1.000631785
44.201101622,0.183,183,2,7.564,679.936,105.868,681.984,1.000675784
45.201761203,0.183,183,2,7.747,696.32,106.051,698.368,1.000659581
46.20314839,0.183,183,2,7.93,712.704,106.234,714.752,1.001387187
47.203757127,0.183,183,2,8.113,729.088,106.417,731.136,1.000608737
48.204426765,0.183,183,2,8.296,745.472,106.6,747.52,1.000669638
49.205011756,0.183,183,2,8.479,761.856,106.783,763.904,1.000584991
50.205591858,0.183,183,2,8.662,778.24,106.966,780.288,1.000580102
51.206177756,0.183,183,2,8.845,794.624,107.149,796.672,1.000585898
52.206769731,0.183,183,2,9.028,811.008,107.332,813.056,1.000591975
53.20739502,0.183,183,2,9.211,827.392,107.515,829.44,1.000625289
54.208102373,0.183,183,2,9.394,843.776,107.698,845.824,1.000707353
55.208787097,0.183,183,2,9.577,860.16,107.881,862.208,1.000684724
56.209610805,0.183,183,2,9.76,876.544,108.064,878.592,1.000823708
57.210306773,0.183,183,2,9.943,892.928,108.247,894.976,1.000695968
58.210934996,0.183,183,2,10.126,909.312,108.43,911.36,1.000628223
59.211571948,0.183,183,2,10.309,925.696,108.613,927.744,1.000636952
60.212234602,0.183,183,2,10.492,942.08,108.796,944.128,1.000662654
61.212902983,0.183,183,2,10.675,958.464,108.979,960.512,1.000668381
62.213555161,0.183,183,2,10.858,974.848,109.162,976.896,1.000652178
63.21428598,0.183,183,2,11.041,991.232,109.345,993.28,1.000730819
64.214909104,0.183,183,2,11.224,1007.616,109.528,1009.664,1.000623124
65.215583981,0.183,183,2,11.407,1024.0,109.711,1026.048,1.000674877
66.216497644,0.183,183,2,11.59,1040.384,109.894,1042.432,1.000913663
67.217468368,0.183,183,2,11.773,1056.768,110.077,1058.816,1.000970724
68.218599867,0.184,184,2,11.957,1073.152,110.261,1075.2,1.001131499
69.219290877,0.184,184,2,12.141,1089.536,110.445,1091.584,1.00069101
70.21998461,0.184,184,2,12.325,1105.92,110.629,1107.968,1.000693733
71.220683931,0.184,184,2,12.509,1122.304,110.813,1124.352,1.000699321
72.221293226,0.184,184,2,12.693,1138.688,110.997,1140.736,1.000609295
73.221876401,0.184,184,2,12.877,1155.072,111.181,1157.12,1.000583175
74.222537519,0.184,184,2,13.061,1171.456,111.365,1173.504,1.000661118
75.223146535,0.184,184,2,13.245,1187.84,111.549,1189.888,1.000609016
76.223750941,0.184,184,2,13.429,1204.224,111.733,1206.272,1.000604406
77.224444046,0.184,184,2,13.613,1220.608,111.917,1222.656,1.000693105
78.225206853,0.184,184,2,13.797,1236.992,112.101,1239.04,1.000762807
79.225835983,0.184,184,2,13.981,1253.376,112.285,1255.424,1.00062913
80.226406517,0.184,184,2,14.165,1269.76,112.469,1271.808,1.000570534
