time,size,first_call,destination,dest_out_traffic,dest_in_traffic,total_network_out,total_network_in,dens10
0.0,0.442,0,2,0.442,9.076,295.354,208.458,0
3.564087088,0.244,244,2,0.686,25.46,295.598,224.842,3.564087088
3.619931577,0.183,183,2,0.869,41.844,295.781,241.226,0.055844489
4.630521855,0.183,183,2,1.052,58.228,295.964,257.61,1.010590278
5.631891654,0.183,183,2,1.235,74.612,296.147,273.994,1.001369799
6.63297448,0.183,183,2,1.418,90.996,296.33,290.378,1.001082826
7.633705964,0.183,183,2,1.601,107.38,296.513,306.762,1.000731484
8.634496732,0.183,183,2,1.784,123.764,296.696,323.146,1.000790768
9.635165914,0.183,183,2,1.967,140.148,296.879,339.53,1.000669182
10.635817096,0.183,183,2,2.15,156.532,297.062,355.914,1.000651182
11.636627512,0.183,183,2,2.333,172.916,297.245,372.298,1.000810416
12.637481909,0.183,183,2,2.516,189.3,297.428,388.682,1.000854397
13.638169549,0.183,183,2,2.699,205.684,297.611,405.066,1.00068764
14.64072765,0.183,183,2,2.882,222.068,297.794,421.45,1.002558101
15.641391496,0.183,183,2,3.065,238.452,297.977,437.834,1.000663846
16.642051578,0.183,183,2,3.248,254.836,298.16,454.218,1.000660082
17.642717647,0.183,183,2,3.431,271.22,298.343,470.602,1.000666069
18.644451144,0.183,183,2,3.614,287.604,298.526,486.986,1.001733497
19.645214181,0.183,183,2,3.797,303.988,298.709,503.37,1.000763037
21.376112108,0.268,268,7,0.268,8.452,299.326,522.746,1.730897927
20.645840783,0.183,183,2,3.98,320.372,299.579,539.13,0
21.692726717,0.219,219,2,4.199,353.14,299.798,571.898,1.046885934
21.909585171,0.283,283,2,4.482,369.524,300.081,588.282,0.216858454
21.952415652,0.207,207,2,4.689,385.908,300.288,604.666,0.042830481
21.994080264,0.102,102,2,4.791,394.1,300.39,612.858,0.041664612
21.413701983,0.253,253,7,0.521,24.836,300.515,63144.479,0
22.425710156,0.291,291,7,0.812,25.123,300.806,63329.31,1.012008173
22.020237136,0.125,125,2,4.916,118291.844,301.04,118527.273,0
