time,size,first_call,destination,dest_out_traffic,dest_in_traffic,total_network_out,total_network_in,dens10
3.775745575,0.244,244,2,0.244,25.68,0.244,27.728,0
3.818587894,0.183,183,2,0.427,42.064,0.427,44.112,0.042842319
4.828727452,0.183,183,2,0.61,58.448,0.61,60.496,1.010139558
5.829966785,0.183,183,2,0.793,74.832,0.793,76.88,1.001239333
6.830770728,0.183,183,2,0.976,91.216,0.976,93.264,1.000803943
7.831528576,0.183,183,2,1.159,107.6,1.159,109.648,1.000757848
8.832251294,0.183,183,2,1.342,123.984,1.342,126.032,1.000722718
9.832947332,0.183,183,2,1.525,140.368,1.525,142.416,1.000696038
10.833610196,0.183,183,2,1.708,156.752,1.708,158.8,1.000662864
11.834484958,0.183,183,2,1.891,173.136,1.891,175.184,1.000874762
12.835230094,0.183,183,2,2.074,189.52,2.074,191.568,1.000745136
13.83591419,0.183,183,2,2.257,205.904,2.257,207.952,1.000684096
14.840673734,0.183,183,2,2.44,222.288,2.44,224.336,1.004759544
15.841317042,0.183,183,2,2.623,238.672,2.623,240.72,1.000643308
16.841990032,0.183,183,2,2.806,255.056,2.806,257.104,1.00067299
17.842650382,0.183,183,2,2.989,271.44,2.989,273.488,1.00066035
18.844669214,0.183,183,2,3.172,287.824,3.172,289.872,1.002018832
20.595572873,0.268,268,6,0.268,8.452,3.789,309.248,1.750903659
19.845420986,0.183,183,2,3.355,304.208,4.042,325.632,0
20.919812219,0.219,219,2,3.574,336.976,4.261,358.4,1.074391233
21.14703008,0.283,283,2,3.857,353.36,4.544,374.784,0.227217861
21.191660197,0.207,207,2,4.064,369.744,4.751,391.168,0.044630117
21.235511094,0.102,102,2,4.166,377.936,4.853,399.36,0.043850897
20.63752297,0.253,253,6,0.521,24.836,4.979,48601.033,0
21.649675563,0.291,291,6,0.812,25.123,5.27,48923.258,1.012152593
21.263052376,0.126,126,2,4.292,86229.836,5.504,86267.931,0
21.652534027,0.234,234,6,1.046,41.507,5.723,173412.889,0.389481651
22.654963596,0.405,405,6,1.451,41.908,6.128,173413.29,1.002429569
21.920994493,0.219,219,2,4.511,200355.114,6.358,200409.994,0
22.657704307,0.23,230,6,1.681,58.292,6.577,285817.671,0.736709814
22.92610883,0.219,219,2,4.73,314130.621,7.092,314202.396,0.268404523
23.932208838,0.219,219,2,4.949,349862.629,7.311,349934.404,1.006100008
23.659610067,0.515,515,6,2.196,75.187,7.437,392200.414,0
24.259419931,0.126,126,2,5.075,420263.55,7.952,420352.22,0.599809864
24.662075673,0.515,515,6,2.711,92.082,8.171,503087.096,0.402655742
24.937904674,0.219,219,2,5.294,531013.499,8.686,531119.064,0.275829001
25.943812338,0.219,219,2,5.513,531021.691,8.905,531127.256,1.005907664
26.508633116,0.174,174,2,5.687,531046.267,9.079,531151.832,0.564820778
25.663776588,0.515,515,6,3.226,108.977,9.267,531160.024,0
26.516284718,0.188,188,2,5.875,531054.459,9.918,531168.863,0.85250813
26.522407773,0.124,124,2,5.999,531292.096,10.042,531414.692,0.006123055
26.518693963,0.651,651,6,3.877,126.008,10.212,531422.884,0
26.558767355,0.17,170,2,6.169,531308.48,10.709,531447.953,0.040073392
