time,size,first_call,destination,dest_out_traffic,dest_in_traffic,total_network_out,total_network_in,dens10
5.167867995,0.244,244,2,0.244,24.576,0.244,26.624,0
5.205621329,0.183,183,2,0.427,40.96,0.427,43.008,0.037753334
6.215989338,0.183,183,2,0.61,57.344,0.61,59.392,1.010368009
7.217235656,0.183,183,2,0.793,73.728,0.793,75.776,1.001246318
8.218240881,0.183,183,2,0.976,90.112,0.976,92.16,1.001005225
9.218970862,0.183,183,2,1.159,106.496,1.159,108.544,1.000729981
10.21973751,0.183,183,2,1.342,122.88,1.342,124.928,1.000766648
11.220489282,0.183,183,2,1.525,139.264,1.525,141.312,1.000751772
12.22139205,0.183,183,2,1.708,155.648,1.708,157.696,1.000902768
13.222265346,0.183,183,2,1.891,172.032,1.891,174.08,1.000873296
14.223110844,0.183,183,2,2.074,188.416,2.074,190.464,1.000845498
15.223996501,0.183,183,2,2.257,204.8,2.257,206.848,1.000885657
16.224811898,0.183,183,2,2.44,221.184,2.44,223.232,1.000815397
17.225628762,0.183,183,2,2.623,237.568,2.623,239.616,1.000816864
18.226447093,0.183,183,2,2.806,253.952,2.806,256.0,1.000818331
19.227277366,0.183,183,2,2.989,270.336,2.989,272.384,1.000830273
20.229248985,0.183,183,2,3.172,278.528,3.172,280.576,1.001971619
21.057890882,0.166,166,2,3.338,289.452,3.338,291.5,0.828641897
21.631052315,0.268,268,3,0.268,8.452,3.789,308.144,0.573161433
21.230352408,0.183,183,2,3.521,322.22,4.042,340.912,0
22.215155643,0.283,283,2,3.804,338.604,4.325,357.296,0.984803235
22.238111495,0.219,219,2,4.023,354.988,4.544,373.68,0.022955852
22.267419761,0.207,207,2,4.23,371.372,4.751,390.064,0.029308266
22.32066927,0.102,102,2,4.332,379.564,4.853,398.256,0.053249509
21.671460806,0.253,253,3,0.521,24.836,4.976,23308.412,0
22.684144961,0.291,291,3,0.812,25.123,5.267,23561.089,1.012684155
22.353641899,0.123,123,2,4.455,66661.372,5.501,66696.735,0
22.686691094,0.234,234,3,1.046,41.507,5.72,101602.03,0.333049195
23.687699323,0.405,405,3,1.451,41.908,6.125,101647.501,1.001008229
23.24691897,0.219,219,2,4.674,145122.991,6.355,145175.139,0
23.690159413,0.23,230,3,1.681,58.292,6.574,187381.351,0.443240443
24.252923504,0.219,219,2,4.893,257209.279,7.089,257278.322,0.562764091
24.692370867,0.515,515,3,2.196,75.187,7.308,298135.546,0.439447363
25.26118056,0.219,219,2,5.112,357400.369,7.823,357486.307,0.568809693
25.693843959,0.515,515,3,2.711,92.082,8.042,411040.079,0.432663399
26.268864917,0.219,219,2,5.331,487356.012,8.557,487458.845,0.575020958
26.697664278,0.515,515,3,3.226,108.977,8.776,535649.307,0.428799361
27.277951268,0.219,219,2,5.55,540545.761,9.291,540665.489,0.58028699
27.747519989,0.123,123,2,5.673,611212.564,9.414,611332.292,0.469568721
27.700688824,0.515,515,3,3.741,125.872,9.633,675567.766,0
28.284724685,0.219,219,2,5.892,724146.298,10.148,724282.921,0.584035861
29.290790191,0.219,219,2,6.111,724162.682,10.367,724299.305,1.006065506
29.539718704,0.174,174,2,6.285,724179.066,10.541,724315.689,0.248928513
29.542767276,0.188,188,2,6.473,724187.258,10.729,724323.881,0.003048572
28.703222945,0.515,515,3,4.256,142.767,10.85,724332.073,0
29.546643257,0.121,121,2,6.594,724433.583,11.501,724587.237,0.843420312
29.54856501,0.651,651,3,4.907,159.798,11.671,724603.621,0.001921753
29.587021996,0.17,170,2,6.764,724449.967,12.168,724612.306,0.038456986
29.590279742,0.184,184,2,6.948,724458.159,12.352,724628.69,0.003257746
29.589200625,0.497,497,3,5.404,176.675,12.473,724683.537,0
29.59378766,0.121,121,2,7.069,724513.006,12.852,724700.296,0.004587035
29.614443569,0.379,379,3,5.783,193.434,13.071,724716.68,0.020655909
30.294239233,0.219,219,2,7.288,724529.39,13.383,724749.752,0.679795664
31.295853684,0.219,219,2,7.507,724537.582,13.602,724757.944,1.001614451
31.964002825,0.176,176,2,7.683,724538.606,13.778,724758.968,0.668149141
31.991106272,0.154,154,2,7.837,724542.19,13.932,724762.552,0.027103447
32.116393782,0.17,170,2,8.007,724543.214,14.102,724763.576,0.12528751
32.14908977,0.172,172,2,8.179,724552.942,14.274,724773.304,0.032695988
32.297856942,0.219,219,2,8.398,724561.134,14.493,724781.496,0.148767172
32.476721936,0.177,177,2,8.575,724562.142,14.67,724782.504,0.178864994
32.504298627,0.176,176,2,8.751,724562.638,14.846,724783.0,0.027576691
32.527045304,1.53,1530,2,10.281,724563.598,16.376,724783.96,0.022746677
32.585362776,1.256,1256,2,11.537,724564.062,17.632,724784.424,0.058317472
32.5956006,0.171,171,2,11.708,724589.614,17.803,724809.976,0.010237824
34.073123475,1.575,1575,2,13.283,724589.614,19.378,724809.976,1.477522875
34.198184491,0.286,286,2,13.569,724602.926,19.664,724823.288,0.125061016
34.267633755,0.189,189,2,13.758,724619.31,19.853,724839.672,0.069449264
34.30022973,0.219,219,2,13.977,724627.502,20.072,724847.864,0.032595975
34.690547172,0.286,286,2,14.263,724754.478,20.358,724974.84,0.390317442
34.700167599,0.189,189,2,14.452,724768.814,20.547,724989.176,0.00962042699999
35.675757931,0.235,235,8,0.235,40.96,21.001,725040.376,0.975590332
35.760524855,0.102,102,8,0.337,49.152,21.103,725048.568,0.084766924
35.301320022,0.219,219,2,14.671,724785.198,21.255,727699.68,0
36.302356397,0.219,219,2,14.89,724801.582,21.474,741194.956,1.001036375
37.303824391,0.219,219,2,15.109,724817.966,21.693,754293.794,1.001467994
38.305314385,0.219,219,2,15.328,724834.35,21.912,769044.457,1.001489994
39.306835249,0.219,219,2,15.547,724850.734,22.131,782936.171,1.001520864
40.307978271,0.219,219,2,15.766,724867.118,22.35,797951.126,1.001143022
41.308978678,0.219,219,2,15.985,724883.502,22.569,813560.738,1.001000407
42.310353992,0.219,219,2,16.204,724899.886,22.788,828906.058,1.001375314
43.311625104,0.219,219,2,16.423,724916.27,23.007,843722.794,1.001271112
44.312752202,0.219,219,2,16.642,724932.654,23.226,857548.435,1.001127098
