time,size,first_call,destination,dest_out_traffic,dest_in_traffic,total_network_out,total_network_in,dens10
3.599102077,0.244,244,2,0.244,24.576,0.244,59.744,0
3.633703673,0.183,183,2,0.427,40.96,0.427,76.128,0.034601596
4.644267642,0.183,183,2,0.61,57.344,0.61,92.512,1.010563969
5.645715915,0.183,183,2,0.793,73.728,0.793,108.896,1.001448273
6.64672603,0.183,183,2,0.976,90.112,0.976,125.28,1.001010115
7.647531192,0.183,183,2,1.159,106.496,1.159,141.664,1.000805162
8.648342453,0.183,183,2,1.342,122.88,1.342,158.048,1.000811261
9.649063026,0.183,183,2,1.525,139.264,1.525,174.432,1.000720573
10.649746955,0.183,183,2,1.708,155.648,1.708,190.816,1.000683929
11.650621004,0.183,183,2,1.891,172.032,1.891,207.2,1.000874049
12.651326387,0.183,183,2,2.074,188.416,2.074,223.584,1.000705383
13.652000197,0.183,183,2,2.257,204.8,2.257,239.968,1.00067381
14.653975896,0.183,183,2,2.44,221.184,2.44,256.352,1.001975699
15.654618781,0.183,183,2,2.623,237.568,2.623,272.736,1.000642885
16.655332132,0.183,183,2,2.806,253.952,2.806,289.12,1.000713351
17.655973982,0.183,183,2,2.989,270.336,2.989,305.504,1.00064185
18.657628606,0.183,183,2,3.172,286.72,3.172,321.888,1.001654624
20.464178057,0.268,268,5,0.268,8.452,3.789,341.264,1.806549451
19.658350073,0.183,183,2,3.355,303.104,4.042,357.648,0
20.665775634,0.219,219,2,3.574,335.872,4.261,390.416,1.007425561
21.014053317,0.283,283,2,3.857,352.256,4.544,406.8,0.348277683
21.057194699,0.207,207,2,4.064,368.64,4.751,423.184,0.043141382
21.099997227,0.102,102,2,4.166,376.832,4.853,431.376,0.042802528
20.509768407,0.253,253,5,0.521,24.836,4.979,52145.178,0
21.521479009,0.291,291,5,0.812,25.123,5.27,52423.339,1.011710602
21.126802617,0.126,126,2,4.292,70376.507,5.504,70447.722,0
21.524146864,0.234,234,5,1.046,41.507,5.723,167444.449,0.397344247
22.52592233,0.405,405,5,1.451,41.908,6.128,167799.39,1.001775466
21.667445791,0.219,219,2,4.511,184697.791,6.358,184785.791,0
22.527903783,0.23,230,5,1.681,58.292,6.577,296511.44,0.860457992
22.673386284,0.219,219,2,4.73,314251.679,7.092,314356.574,0.145482501
23.68088671,0.219,219,2,4.949,365777.976,7.311,365882.871,1.007500426
23.529234733,0.515,515,5,2.196,75.187,7.437,410587.403,0
24.129504644,0.126,126,2,5.075,428333.98,7.952,428455.77,0.600269911
24.53188522,0.515,515,5,2.711,92.082,8.171,518091.218,0.402380576
