time,size,first_call,destination,dest_out_traffic,dest_in_traffic,total_network_out,total_network_in,dens10
0.0,8.192,0,2,8.192,16.604,8.192,18.652,0
3.797320741,0.244,244,2,8.436,32.988,8.436,35.036,3.797320741
3.849533798,0.183,183,2,8.619,49.372,8.619,51.42,0.052213057
4.860431762,0.183,183,2,8.802,65.756,8.802,67.804,1.010897964
5.861819749,0.183,183,2,8.985,82.14,8.985,84.188,1.001387987
6.862911728,0.183,183,2,9.168,98.524,9.168,100.572,1.001091979
7.863639849,0.183,183,2,9.351,114.908,9.351,116.956,1.000728121
8.8643867,0.183,183,2,9.534,131.292,9.534,133.34,1.000746851
9.865091447,0.183,183,2,9.717,147.676,9.717,149.724,1.000704747
10.8657735,0.183,183,2,9.9,164.06,9.9,166.108,1.000682053
11.866592919,0.183,183,2,10.083,180.444,10.083,182.492,1.000819419
12.867287541,0.183,183,2,10.266,196.828,10.266,198.876,1.000694622
13.868004062,0.183,183,2,10.449,213.212,10.449,215.26,1.000716521
14.87063328,0.183,183,2,10.632,229.596,10.632,231.644,1.002629218
15.871310269,0.183,183,2,10.815,245.98,10.815,248.028,1.000676989
16.871959524,0.183,183,2,10.998,262.364,10.998,264.412,1.000649255
17.872628249,0.183,183,2,11.181,278.748,11.181,280.796,1.000668725
18.874418621,0.183,183,2,11.364,295.132,11.364,297.18,1.001790372
20.66570019,0.268,268,7,0.268,8.452,11.981,316.556,1.791281569
19.875135685,0.183,183,2,11.547,311.516,12.234,332.94,0
20.969146889,0.219,219,2,11.766,344.284,12.453,365.708,1.094011204
21.192908432,0.283,283,2,12.049,360.668,12.736,382.092,0.223761543
21.23538072,0.207,207,2,12.256,377.052,12.943,398.476,0.042472288
21.276840886,0.102,102,2,12.358,385.244,13.045,406.668,0.041460166
20.705454093,0.253,253,7,0.521,24.836,13.169,37735.384,0
21.71705064,0.291,291,7,0.812,25.123,13.46,37831.043,1.011596547
21.302989179,0.124,124,2,12.482,58221.944,13.694,58260.039,0
21.719626034,0.234,234,7,1.046,41.507,13.913,118831.97,0.416636855
22.720536871,0.405,405,7,1.451,41.908,14.318,119117.239,1.000910837
