dst,size,time
10,0,1524634941156833
10,16,1524634941156857
10,28,1524634941156881
10,28,1524634941156904
10,28,1524634941156927
10,28,1524634941156950
10,28,1524634941156974
10,28,1524634941156997
10,28,1524634941157030
10,28,1524634941157062
10,28,1524634941157083
10,28,1524634941157106
10,28,1524634941157127
10,28,1524634941157151
10,28,1524634941157186
10,28,1524634941157207
10,28,1524634941157229
10,28,1524634941157250
10,28,1524634941157271
10,28,1524634941157293
10,28,1524634941157314
10,28,1524634941157335
10,28,1524634941157356
10,28,1524634941157377
10,28,1524634941157398
10,28,1524634941157430
10,28,1524634941157466
10,28,1524634941157491
10,28,1524634941157516
10,28,1524634941157537
10,28,1524634941157557
10,28,1524634941157578
10,28,1524634941157606
10,28,1524634941157631
10,28,1524634941157653
10,0,1524634941157674
10,0,1524634941157696
10,0,1524634941157718
10,16,1524634941157745
10,28,1524634941157796
10,28,1524634941157817
10,28,1524634941157840
10,28,1524634941157861
10,28,1524634941157883
10,28,1524634941157905
10,28,1524634941157941
10,28,1524634941157963
10,28,1524634941157991
10,28,1524634941158013
10,28,1524634941158058
10,28,1524634941158082
10,28,1524634941158105
10,28,1524634941158126
10,28,1524634941158149
10,28,1524634941158170
10,28,1524634941158192
10,28,1524634941158213
10,28,1524634941158235
10,28,1524634941158257
10,28,1524634941158279
10,28,1524634941158301
10,28,1524634941158323
10,28,1524634941158362
10,28,1524634941158383
10,28,1524634941158406
10,28,1524634941158427
10,28,1524634941158449
10,28,1524634941158471
10,28,1524634941158494
10,28,1524634941158606
10,28,1524634941158628
10,28,1524634941158650
10,28,1524634941158672
10,28,1524634941158694
10,28,1524634941158716
10,0,1524634941158736
10,0,1524634941158758
10,0,1524634941158779
10,16,1524634941158807
10,28,1524634941158834
10,28,1524634941158856
10,28,1524634941158879
10,28,1524634941158901
10,28,1524634941158924
10,28,1524634941158947
10,28,1524634941158970
10,28,1524634941158992
10,28,1524634941159022
10,28,1524634941159064
10,28,1524634941159088
10,28,1524634941159115
10,28,1524634941159138
10,28,1524634941159161
10,28,1524634941159185
10,28,1524634941159228
10,28,1524634941159253
10,28,1524634941159275
10,28,1524634941159340
10,28,1524634941159361
10,28,1524634941159383
10,28,1524634941159405
10,28,1524634941159427
10,58984,1524634941159480
10,58984,1524634941159540
10,58984,1524634941159592
10,58984,1524634941159641
10,58984,1524634941159692
10,58984,1524634941159741
10,58984,1524634941159843
10,58984,1524634941159911
10,58984,1524634941160003
10,58984,1524634941160070
10,58920,1524634941160137
10,58984,1524634941160203
10,58984,1524634941160298
10,58984,1524634941160366
10,58984,1524634941160420
10,58984,1524634941160558
10,58984,1524634941160639
10,58984,1524634941160730
10,58984,1524634941160822
10,58984,1524634941160875
10,58984,1524634941160967
10,58984,1524634941161063
10,58984,1524634941161138
10,58984,1524634941161242
10,58984,1524634941161327
10,58984,1524634941161437
10,58984,1524634941161639
10,58984,1524634941161764
10,58984,1524634941161845
10,58984,1524634941161904
10,58984,1524634941161958
10,58984,1524634941162029
10,58984,1524634941162383
10,58984,1524634941162438
10,58984,1524634941162489
10,58984,1524634941162570
10,58984,1524634941162652
10,58984,1524634941162726
10,58984,1524634941162935
10,58984,1524634941162984
10,58984,1524634941163128
10,58984,1524634941163200
10,58984,1524634941163257
10,58984,1524634941163364
10,58984,1524634941163403
10,58984,1524634941163457
10,58984,1524634941163511
10,58984,1524634941163574
10,58984,1524634941163681
10,58984,1524634941163748
10,58920,1524634941163803
10,58984,1524634941163859
10,58984,1524634941163938
10,58984,1524634941164042
10,58984,1524634941164133
10,58984,1524634941164234
10,58984,1524634941164336
10,58984,1524634941164475
10,58984,1524634941165578
10,58984,1524634941165678
10,58984,1524634941165732
10,58984,1524634941165828
10,58984,1524634941165910
10,58984,1524634941165960
10,58984,1524634941165994
10,58984,1524634941166045
10,58984,1524634941166083
10,58984,1524634941166116
10,58984,1524634941166197
10,58984,1524634941166240
10,58984,1524634941166277
10,58984,1524634941166326
10,58984,1524634941166389
10,58984,1524634941166445
10,58984,1524634941166480
10,58984,1524634941166546
10,58984,1524634941167523
10,28,1524634941170623
10,28,1524634941170688
10,28,1524634941170710
10,28,1524634941170730
10,28,1524634941170751
10,28,1524634941170772
10,28,1524634941171208
10,28,1524634941171299
10,28,1524634941171717
10,28,1524634941171766
10,0,1524634941171787
10,0,1524634941171829
10,0,1524634941171850
10,16,1524634941171873
10,28,1524634941171895
10,28,1524634941171917
10,28,1524634941171939
10,28,1524634941171962
10,28,1524634941171984
10,28,1524634941172006
10,28,1524634941172029
10,28,1524634941172050
10,28,1524634941172071
10,28,1524634941172098
10,28,1524634941172126
10,28,1524634941172149
10,28,1524634941172170
10,28,1524634941172190
10,28,1524634941172211
10,28,1524634941172232
10,28,1524634941172253
10,28,1524634941172274
10,28,1524634941172296
10,28,1524634941172317
10,28,1524634941172340
10,28,1524634941172362
10,28,1524634941172384
10,28,1524634941172422
10,28,1524634941172444
10,28,1524634941172466
10,28,1524634941172487
10,28,1524634941172509
10,28,1524634941172530
10,28,1524634941172563
10,28,1524634941172597
10,28,1524634941172619
10,28,1524634941172641
10,28,1524634941172663
10,28,1524634941172685
10,28,1524634941172707
10,0,1524634941172729
10,0,1524634941172751
10,0,1524634941172772
10,16,1524634941172794
10,28,1524634941172830
10,28,1524634941172862
10,28,1524634941172883
10,28,1524634941172904
10,28,1524634941172935
10,28,1524634941172957
10,28,1524634941172978
10,28,1524634941172999
10,28,1524634941173020
10,28,1524634941173042
10,28,1524634941173063
10,28,1524634941173084
10,28,1524634941173105
10,28,1524634941173127
10,28,1524634941173152
10,28,1524634941173197
10,28,1524634941173219
10,28,1524634941173240
10,28,1524634941173261
10,28,1524634941173283
10,28,1524634941173304
10,28,1524634941173325
10,28,1524634941173359
10,28,1524634941173392
10,28,1524634941173420
10,28,1524634941173443
10,28,1524634941173475
10,28,1524634941173497
10,28,1524634941173530
10,28,1524634941173566
10,28,1524634941173589
10,28,1524634941173612
10,28,1524634941173634
10,0,1524634941173656
10,0,1524634941173713
10,0,1524634941173738
10,16,1524634941173762
10,28,1524634941173785
10,28,1524634941173818
10,28,1524634941173840
10,28,1524634941173861
10,28,1524634941173883
10,28,1524634941173905
10,28,1524634941173927
10,28,1524634941173971
10,28,1524634941173999
10,28,1524634941174023
10,28,1524634941174045
10,28,1524634941174068
10,28,1524634941174091
10,28,1524634941174114
10,28,1524634941174136
10,28,1524634941174160
10,28,1524634941174183
10,28,1524634941174206
10,28,1524634941174228
10,28,1524634941174270
10,28,1524634941174294
10,28,1524634941174316
10,28,1524634941174348
10,28,1524634941174369
10,28,1524634941174390
10,28,1524634941174411
10,28,1524634941174433
10,28,1524634941174454
10,28,1524634941174483
10,28,1524634941174506
10,28,1524634941174527
10,28,1524634941174549
10,28,1524634941174570
10,28,1524634941174591
10,28,1524634941174611
10,28,1524634941174632
10,0,1524634941174653
10,0,1524634941174674
10,0,1524634941174695
10,16,1524634941174716
10,28,1524634941174737
10,28,1524634941174758
10,28,1524634941174779
10,28,1524634941174800
10,28,1524634941174822
10,28,1524634941174844
10,28,1524634941174866
10,28,1524634941174887
10,28,1524634941174907
10,28,1524634941174928
10,28,1524634941174949
10,28,1524634941174970
10,28,1524634941174991
10,28,1524634941175011
10,28,1524634941175061
10,28,1524634941175083
10,28,1524634941175105
10,28,1524634941175127
10,28,1524634941175150
10,28,1524634941175171
10,28,1524634941175194
10,28,1524634941175217
10,28,1524634941175239
10,26216,1524634941175278
10,26216,1524634941175345
10,26216,1524634941176774
10,26216,1524634941176820
10,26216,1524634941176863
10,26216,1524634941176906
10,26216,1524634941176949
10,26216,1524634941176995
10,26216,1524634941177038
10,26216,1524634941177090
10,26152,1524634941177142
10,26216,1524634941177233
10,26216,1524634941178489
10,26216,1524634941178539
10,26216,1524634941178586
10,26216,1524634941178632
10,26216,1524634941178679
10,26216,1524634941178725
10,26216,1524634941178772
10,26216,1524634941178820
10,26216,1524634941178867
10,26216,1524634941178930
10,26216,1524634941178978
10,26216,1524634941179038
10,26216,1524634941179087
10,26216,1524634941179137
10,26216,1524634941179193
10,26216,1524634941179240
10,26216,1524634941179292
10,26216,1524634941179337
10,26216,1524634941179384
10,26216,1524634941179427
10,26216,1524634941179472
10,26216,1524634941179516
10,26216,1524634941179569
10,26216,1524634941179613
10,26216,1524634941179657
10,26216,1524634941179716
10,26216,1524634941179766
10,26216,1524634941179830
10,26216,1524634941179875
10,26216,1524634941179921
10,26216,1524634941179959
10,26216,1524634941179992
10,26216,1524634941180034
10,26216,1524634941180076
10,26216,1524634941180123
10,26216,1524634941180155
10,26216,1524634941180187
10,26216,1524634941180219
10,26152,1524634941180260
10,26216,1524634941180291
10,26216,1524634941180323
10,26216,1524634941180391
10,26216,1524634941180442
10,26216,1524634941180474
10,26216,1524634941180504
10,26216,1524634941180534
10,26216,1524634941180566
10,26216,1524634941180611
10,26216,1524634941180657
10,26216,1524634941180700
10,26216,1524634941180742
10,26216,1524634941180789
10,26216,1524634941180831
10,26216,1524634941180864
10,26216,1524634941180932
10,26216,1524634941180994
10,26216,1524634941181102
10,26216,1524634941181152
10,26216,1524634941181214
10,26216,1524634941181312
10,26216,1524634941181344
10,26216,1524634941181393
10,26216,1524634941181432
10,26216,1524634941181472
10,26216,1524634941181501
10,104,1524634941182946
10,104,1524634941183020
10,104,1524634941183043
10,104,1524634941183065
10,104,1524634941183099
10,104,1524634941183131
10,104,1524634941183165
10,104,1524634941183214
10,104,1524634941183237
10,104,1524634941183260
10,40,1524634941183284
10,104,1524634941183307
10,104,1524634941183354
10,104,1524634941183378
10,104,1524634941183423
10,104,1524634941183572
10,104,1524634941183636
10,104,1524634941183666
10,104,1524634941183689
10,104,1524634941183712
10,104,1524634941183735
10,104,1524634941183761
10,104,1524634941183793
10,104,1524634941183868
10,104,1524634941183907
10,104,1524634941183930
10,104,1524634941183953
10,104,1524634941184002
10,104,1524634941184089
10,104,1524634941184118
10,104,1524634941184154
10,104,1524634941184213
10,104,1524634941184235
10,104,1524634941184257
10,104,1524634941184288
10,104,1524634941184337
10,104,1524634941184359
10,104,1524634941184416
10,104,1524634941184455
10,104,1524634941184480
10,104,1524634941184503
10,104,1524634941184525
10,104,1524634941184547
10,104,1524634941184631
10,104,1524634941184652
10,104,1524634941184675
10,104,1524634941184708
10,104,1524634941184729
10,104,1524634941184751
10,104,1524634941184780
10,40,1524634941184802
10,104,1524634941184824
10,104,1524634941184845
10,104,1524634941184871
10,104,1524634941184894
10,104,1524634941184926
10,104,1524634941184950
10,104,1524634941184974
10,104,1524634941185021
10,104,1524634941185075
10,104,1524634941185125
10,104,1524634941185147
10,104,1524634941185192
10,104,1524634941185216
10,104,1524634941185238
10,104,1524634941185260
10,104,1524634941185294
10,104,1524634941185337
10,104,1524634941185367
10,104,1524634941185411
10,104,1524634941185445
10,104,1524634941185497
10,104,1524634941185523
10,104,1524634941185545
10,104,1524634941185565
10,104,1524634941185586
10,104,1524634941185609
10,104,1524634941185648
10,104,1524634941185681
10,104,1524634941185703
10,104,1524634941185755
10,104,1524634941185776
10,104,1524634941185797
10,104,1524634941185818
10,104,1524634941185884
10,104,1524634941185943
10,104,1524634941185987
10,40,1524634941186088
10,104,1524634941186129
10,104,1524634941186169
10,104,1524634941186208
10,104,1524634941186248
10,104,1524634941186287
10,104,1524634941186325
10,104,1524634941186347
10,104,1524634941186399
10,104,1524634941186471
10,104,1524634941186510
10,104,1524634941186558
10,104,1524634941186604
10,104,1524634941186919
10,104,1524634941186967
10,104,1524634941187008
10,104,1524634941187048
10,104,1524634941187087
10,104,1524634941187127
10,104,1524634941187166
10,104,1524634941187206
10,104,1524634941187244
10,104,1524634941187283
10,104,1524634941187320
10,104,1524634941187360
10,104,1524634941187399
10,104,1524634941187438
10,104,1524634941187477
10,104,1524634941187517
10,104,1524634941187562
10,104,1524634941187611
10,104,1524634941187657
10,104,1524634941187701
10,104,1524634941187744
10,104,1524634941187784
10,104,1524634941187822
10,104,1524634941187862
10,104,1524634941187901
10,104,1524634941187939
10,104,1524634941187977
10,40,1524634941188016
10,104,1524634941188055
10,104,1524634941188093
10,104,1524634941188132
10,104,1524634941188170
10,104,1524634941188209
10,104,1524634941188248
10,104,1524634941188287
10,104,1524634941188332
10,104,1524634941188381
10,104,1524634941188427
10,104,1524634941188472
10,104,1524634941188512
10,104,1524634941188540
10,104,1524634941188563
10,104,1524634941188628
10,104,1524634941188652
10,104,1524634941188748
10,104,1524634941188850
10,104,1524634941188874
10,104,1524634941188960
10,104,1524634941188983
10,104,1524634941189030
10,104,1524634941189100
10,104,1524634941189197
10,104,1524634941189261
10,104,1524634941189288
10,6556,1524634941189340
10,6556,1524634941189633
10,6556,1524634941189668
10,6556,1524634941189708
10,6556,1524634941189765
10,6556,1524634941189800
10,6556,1524634941189841
10,6556,1524634941189925
10,6556,1524634941189952
10,6556,1524634941189992
10,6460,1524634941190058
10,6556,1524634941190146
10,6556,1524634941190249
10,6556,1524634941190387
10,6556,1524634941190444
10,6556,1524634941190488
10,6556,1524634941190536
10,6556,1524634941190637
10,6556,1524634941190737
10,6556,1524634941190773
10,6556,1524634941190904
10,6556,1524634941190997
10,6556,1524634941191051
10,6556,1524634941191144
10,6556,1524634941191172
10,6556,1524634941191206
10,6556,1524634941191343
10,6556,1524634941191403
10,6556,1524634941191442
10,6556,1524634941191524
10,6556,1524634941191648
10,6556,1524634941191697
10,6556,1524634941191736
10,6556,1524634941191775
10,6556,1524634941191841
10,6556,1524634941191949
10,6556,1524634941191976
10,6556,1524634941192004
10,6556,1524634941192098
10,6556,1524634941192156
10,6556,1524634941192189
10,6556,1524634941192214
10,6556,1524634941192357
10,6556,1524634941192462
10,6556,1524634941192491
10,6556,1524634941192586
10,6556,1524634941192743
10,6556,1524634941192766
10,6556,1524634941192804
10,6556,1524634941192847
10,6460,1524634941192960
10,6556,1524634941193029
10,6556,1524634941193064
10,6556,1524634941193101
10,6556,1524634941193132
10,6556,1524634941193950
10,6556,1524634941194082
10,6556,1524634941194181
10,6556,1524634941194307
10,6556,1524634941194418
10,6556,1524634941194481
10,6556,1524634941194578
10,6556,1524634941194643
10,6556,1524634941197133
10,6556,1524634941197182
10,6556,1524634941197263
10,6556,1524634941197371
10,6556,1524634941197480
10,6556,1524634941197537
10,6556,1524634941197563
10,6556,1524634941197588
10,6556,1524634941197648
10,6556,1524634941197773
10,6556,1524634941197813
10,6556,1524634941197863
10,6556,1524634941197922
10,6556,1524634941198046
10,16,1524634941198506
10,16,1524634941198555
10,16,1524634941198604
10,16,1524634941198751
10,16,1524634941198773
10,16,1524634941198794
10,16,1524634941198842
10,16,1524634941198908
10,16,1524634941198933
10,16,1524634941198954
10,0,1524634941198978
10,0,1524634941198999
10,0,1524634941199020
10,0,1524634941199047
10,0,1524634941199070
10,0,1524634941199143
10,0,1524634941199165
10,0,1524634941199187
10,16,1524634941199225
10,16,1524634941199262
10,16,1524634941199283
10,16,1524634941199303
10,16,1524634941199325
10,16,1524634941199346
10,16,1524634941199455
10,16,1524634941199477
10,16,1524634941199539
10,16,1524634941199560
10,16,1524634941199597
10,16,1524634941199629
10,16,1524634941199650
10,16,1524634941199678
10,16,1524634941199705
10,16,1524634941199776
10,16,1524634941199810
10,16,1524634941199835
10,16,1524634941199857
10,16,1524634941199879
10,16,1524634941199901
10,16,1524634941199923
10,16,1524634941199945
10,16,1524634941199968
10,16,1524634941199995
10,16,1524634941200016
10,16,1524634941200043
10,16,1524634941200064
10,16,1524634941200085
10,16,1524634941200105
10,16,1524634941200156
10,16,1524634941200191
10,0,1524634941200214
10,0,1524634941200234
10,0,1524634941200262
10,0,1524634941200283
10,0,1524634941200304
10,0,1524634941200324
10,0,1524634941200346
10,0,1524634941200366
10,16,1524634941200388
10,16,1524634941200428
10,16,1524634941200450
10,16,1524634941200472
10,16,1524634941200494
10,16,1524634941200533
10,16,1524634941200568
10,16,1524634941200590
10,16,1524634941200612
10,16,1524634941200634
10,16,1524634941200667
10,16,1524634941200704
10,16,1524634941200725
10,16,1524634941200754
10,16,1524634941200790
10,16,1524634941200905
10,16,1524634941200932
10,16,1524634941200955
10,16,1524634941200976
10,16,1524634941201010
10,16,1524634941201036
10,16,1524634941201059
10,16,1524634941201080
10,16,1524634941201103
10,16,1524634941201130
10,16,1524634941201155
10,16,1524634941201191
10,16,1524634941201213
10,16,1524634941201235
10,0,1524634941201296
10,0,1524634941201318
10,0,1524634941201339
10,0,1524634941201361
10,0,1524634941201383
10,0,1524634941201405
10,0,1524634941201427
10,0,1524634941201470
10,16,1524634941201497
10,16,1524634941201539
10,16,1524634941201569
10,16,1524634941201591
10,16,1524634941201623
10,16,1524634941201646
10,16,1524634941201668
10,16,1524634941201690
10,16,1524634941201712
10,16,1524634941201734
10,16,1524634941201766
10,16,1524634941201787
10,16,1524634941201816
10,16,1524634941201863
10,16,1524634941201893
10,16,1524634941201914
10,16,1524634941201935
10,16,1524634941201956
10,16,1524634941202037
10,16,1524634941202058
10,16,1524634941202092
10,16,1524634941202113
10,16,1524634941202134
10,16,1524634941202163
10,16,1524634941202184
10,16,1524634941202205
10,16,1524634941202271
10,16,1524634941202300
10,16,1524634941202330
10,16,1524634941202356
10,16,1524634941202378
10,16,1524634941202401
10,0,1524634941202422
10,0,1524634941202444
10,0,1524634941202465
10,0,1524634941202487
10,0,1524634941202624
10,0,1524634941202644
10,0,1524634941202665
10,0,1524634941202694
10,16,1524634941202717
10,16,1524634941202753
10,16,1524634941202775
10,16,1524634941202805
10,16,1524634941202825
10,16,1524634941202847
10,16,1524634941202868
10,16,1524634941202900
10,16,1524634941202938
10,16,1524634941202966
10,16,1524634941202986
10,16,1524634941203015
10,16,1524634941203036
10,16,1524634941203069
10,16,1524634941203123
10,16,1524634941203147
10,16,1524634941203182
10,16,1524634941203280
10,16,1524634941203305
10,14748,1524634941203347
10,14748,1524634941203402
10,14748,1524634941203448
10,14748,1524634941203524
10,14748,1524634941203579
10,14748,1524634941203624
10,14748,1524634941203704
10,14748,1524634941203762
10,14748,1524634941203799
10,14748,1524634941203926
10,14652,1524634941204127
10,14748,1524634941204228
10,14748,1524634941204312
10,14748,1524634941204484
10,14748,1524634941204534
10,14748,1524634941204614
10,14748,1524634941205101
10,14748,1524634941205311
10,14748,1524634941205837
10,14748,1524634941205881
10,14748,1524634941206301
10,14748,1524634941206344
10,14748,1524634941206379
10,14748,1524634941206834
10,14748,1524634941206876
10,14748,1524634941206982
10,14748,1524634941207028
10,14748,1524634941207232
10,14748,1524634941207278
10,14748,1524634941207331
10,14748,1524634941207429
10,14748,1524634941207550
10,14748,1524634941207619
10,14748,1524634941207695
10,14748,1524634941207853
10,14748,1524634941207894
10,14748,1524634941208002
10,14748,1524634941208113
10,14748,1524634941208189
10,14748,1524634941208224
10,14748,1524634941208292
10,14748,1524634941208376
10,14748,1524634941208436
10,14748,1524634941208474
10,14748,1524634941208558
10,14748,1524634941208656
10,14748,1524634941208693
10,14748,1524634941208757
10,14748,1524634941208793
10,14748,1524634941208892
10,14652,1524634941208946
10,14748,1524634941209006
10,14748,1524634941209040
10,14748,1524634941209093
10,14748,1524634941209185
10,14748,1524634941209214
10,14748,1524634941209380
10,14748,1524634941209494
10,14748,1524634941209537
10,14748,1524634941209579
10,14748,1524634941209662
10,14748,1524634941209735
10,14748,1524634941209801
10,14748,1524634941209835
10,14748,1524634941209918
10,14748,1524634941210007
10,14748,1524634941210042
10,14748,1524634941210154
10,14748,1524634941210223
10,14748,1524634941210315
10,14748,1524634941210362
10,14748,1524634941210441
10,14748,1524634941210525
10,14748,1524634941210616
10,14748,1524634941210706
10,14748,1524634941210781
10,14748,1524634941210814
10,16,1524634941211697
10,16,1524634941211924
10,16,1524634941211995
10,16,1524634941212081
10,16,1524634941212202
10,16,1524634941212353
10,16,1524634941212376
10,16,1524634941212521
10,16,1524634941212544
10,16,1524634941212568
10,0,1524634941212602
10,0,1524634941212632
10,0,1524634941212665
10,0,1524634941212687
10,0,1524634941212715
10,0,1524634941212741
10,0,1524634941212786
10,0,1524634941212809
10,16,1524634941212831
10,16,1524634941212865
10,16,1524634941212942
10,16,1524634941212964
10,16,1524634941213002
10,16,1524634941213126
10,16,1524634941213178
10,16,1524634941213201
10,16,1524634941213222
10,16,1524634941213278
10,16,1524634941213305
10,16,1524634941213327
10,16,1524634941213355
10,16,1524634941213384
10,16,1524634941213408
10,16,1524634941213446
10,16,1524634941213478
10,16,1524634941213499
10,16,1524634941213523
10,16,1524634941213545
10,16,1524634941213576
10,16,1524634941213597
10,16,1524634941213622
10,16,1524634941213655
10,16,1524634941213722
10,16,1524634941213745
10,16,1524634941213784
10,16,1524634941213837
10,16,1524634941213873
10,16,1524634941213904
10,16,1524634941213947
10,16,1524634941213970
10,0,1524634941213992
10,0,1524634941214030
10,0,1524634941214070
10,0,1524634941214116
10,0,1524634941214150
10,0,1524634941214183
10,0,1524634941214207
10,0,1524634941214230
10,16,1524634941214254
10,16,1524634941214277
10,16,1524634941214304
10,16,1524634941214328
10,16,1524634941214351
10,16,1524634941214375
10,16,1524634941214413
10,16,1524634941214437
10,16,1524634941214460
10,16,1524634941214483
10,16,1524634941214509
10,16,1524634941214532
10,16,1524634941214555
10,16,1524634941214591
10,16,1524634941214616
10,16,1524634941214660
10,16,1524634941214680
10,16,1524634941214701
10,16,1524634941214722
10,16,1524634941214753
10,16,1524634941214779
10,16,1524634941214878
10,16,1524634941214909
10,16,1524634941214940
10,16,1524634941214961
10,16,1524634941214982
10,16,1524634941215009
10,16,1524634941215057
10,16,1524634941215080
10,0,1524634941215102
10,0,1524634941215129
10,0,1524634941215186
10,0,1524634941215243
10,0,1524634941215288
10,0,1524634941215360
10,0,1524634941215381
10,0,1524634941215406
10,16,1524634941215447
10,16,1524634941215510
10,16,1524634941215554
10,16,1524634941215581
10,16,1524634941217113
10,16,1524634941217175
10,16,1524634941217203
10,16,1524634941217245
10,16,1524634941217278
10,16,1524634941217314
10,16,1524634941217357
10,16,1524634941217385
10,16,1524634941217479
10,16,1524634941217501
10,16,1524634941217546
10,16,1524634941217599
10,16,1524634941217638
10,16,1524634941217661
10,16,1524634941217699
10,16,1524634941217727
10,16,1524634941217756
10,16,1524634941217778
10,16,1524634941217805
10,16,1524634941217843
10,16,1524634941217880
10,16,1524634941217929
10,16,1524634941217956
10,16,1524634941217997
10,16,1524634941218033
10,16,1524634941218128
10,16,1524634941218160
10,16,1524634941218182
10,0,1524634941218206
10,0,1524634941218253
10,0,1524634941218292
10,0,1524634941218336
10,0,1524634941218361
10,0,1524634941218393
10,0,1524634941218418
10,0,1524634941218454
10,16,1524634941218488
10,16,1524634941218522
10,16,1524634941218550
10,16,1524634941218598
10,16,1524634941218647
10,16,1524634941218672
10,16,1524634941218695
10,16,1524634941218719
10,16,1524634941218741
10,16,1524634941218779
10,16,1524634941218812
10,16,1524634941218835
10,16,1524634941218870
10,16,1524634941218894
10,16,1524634941218918
10,16,1524634941218949
10,16,1524634941218974
10,16,1524634941218998
10,16,1524634941219022
10,6556,1524634941219077
10,6556,1524634941219121
10,6556,1524634941219153
10,6556,1524634941219202
10,6556,1524634941219232
10,6556,1524634941219271
10,6556,1524634941219323
10,6556,1524634941219361
10,6556,1524634941219459
10,6556,1524634941219494
10,6460,1524634941219616
10,6556,1524634941219647
10,6556,1524634941219748
10,6556,1524634941219820
10,6556,1524634941219934
10,6556,1524634941219965
10,6556,1524634941220122
10,6556,1524634941220217
10,6556,1524634941220254
10,6556,1524634941220311
10,6556,1524634941220385
10,6556,1524634941220468
10,6556,1524634941220514
10,6556,1524634941220546
10,6556,1524634941220609
10,6556,1524634941220713
10,6556,1524634941220753
10,6556,1524634941220791
10,6556,1524634941220892
10,6556,1524634941221060
10,6556,1524634941221120
10,6556,1524634941221162
10,6556,1524634941221237
10,6556,1524634941221296
10,6556,1524634941221372
10,6556,1524634941221423
10,6556,1524634941221489
10,6556,1524634941221586
10,6556,1524634941221645
10,6556,1524634941221710
10,6556,1524634941221762
10,6556,1524634941221812
10,6556,1524634941221864
10,6556,1524634941221909
10,6556,1524634941221948
10,6556,1524634941221989
10,6556,1524634941222110
10,6556,1524634941222155
10,6556,1524634941222234
10,6556,1524634941222275
10,6460,1524634941222315
10,6556,1524634941222426
10,6556,1524634941222468
10,6556,1524634941222510
10,6556,1524634941222555
10,6556,1524634941222601
10,6556,1524634941222645
10,6556,1524634941222689
10,6556,1524634941222730
10,6556,1524634941222774
10,6556,1524634941222849
10,6556,1524634941222891
10,6556,1524634941222933
10,6556,1524634941222976
10,6556,1524634941223021
10,6556,1524634941223147
10,6556,1524634941223210
10,6556,1524634941223263
10,6556,1524634941223306
10,6556,1524634941223382
10,6556,1524634941223432
10,6556,1524634941223485
10,6556,1524634941223541
10,6556,1524634941223591
10,6556,1524634941223674
10,6556,1524634941223773
10,6556,1524634941223807
10,52,1524634941224306
10,52,1524634941224339
10,52,1524634941224364
10,52,1524634941224388
10,52,1524634941224406
10,52,1524634941224453
10,52,1524634941224479
10,52,1524634941224509
10,52,1524634941224533
10,52,1524634941224557
10,20,1524634941224592
10,52,1524634941224614
10,52,1524634941224636
10,52,1524634941224669
10,52,1524634941224691
10,52,1524634941224718
10,52,1524634941224801
10,52,1524634941224841
10,52,1524634941224879
10,52,1524634941224917
10,52,1524634941224964
10,52,1524634941224990
10,52,1524634941225012
10,52,1524634941225035
10,52,1524634941225058
10,52,1524634941225080
10,52,1524634941225104
10,52,1524634941225128
10,52,1524634941225165
10,52,1524634941226880
10,52,1524634941227017
10,52,1524634941227081
10,52,1524634941227144
10,52,1524634941227166
10,52,1524634941227197
10,52,1524634941227218
10,52,1524634941227242
10,52,1524634941227263
10,52,1524634941227314
10,52,1524634941227335
10,52,1524634941227357
10,52,1524634941227402
10,52,1524634941227426
10,52,1524634941227456
10,52,1524634941227507
10,52,1524634941227530
10,52,1524634941227553
10,52,1524634941227586
10,52,1524634941227609
10,52,1524634941227707
10,20,1524634941227729
10,52,1524634941227789
10,52,1524634941227810
10,52,1524634941227839
10,52,1524634941227872
10,52,1524634941227892
10,52,1524634941227927
10,52,1524634941227977
10,52,1524634941228001
10,52,1524634941228042
10,52,1524634941228063
10,52,1524634941228084
10,52,1524634941228115
10,52,1524634941228146
10,52,1524634941228218
10,52,1524634941228239
10,52,1524634941228264
10,52,1524634941228297
10,52,1524634941228317
10,52,1524634941228338
10,52,1524634941228375
10,52,1524634941228404
10,52,1524634941228425
10,52,1524634941228459
10,52,1524634941228482
10,52,1524634941228508
10,52,1524634941228542
10,52,1524634941228600
10,52,1524634941228627
10,52,1524634941228703
10,52,1524634941228758
10,52,1524634941228782
10,52,1524634941228806
10,52,1524634941228839
10,52,1524634941228886
10,52,1524634941228926
10,52,1524634941228959
10,20,1524634941228980
10,52,1524634941229040
10,52,1524634941229064
10,52,1524634941229089
10,52,1524634941229114
10,52,1524634941229139
10,52,1524634941229208
10,52,1524634941229252
10,52,1524634941229273
10,52,1524634941229306
10,52,1524634941229327
10,52,1524634941229348
10,52,1524634941229369
10,52,1524634941229390
10,52,1524634941229410
10,52,1524634941229431
10,52,1524634941229452
10,52,1524634941229473
10,52,1524634941229510
10,52,1524634941229546
10,52,1524634941229570
10,52,1524634941229600
10,52,1524634941229623
10,52,1524634941229647
10,52,1524634941229670
10,52,1524634941229715
10,52,1524634941229738
10,52,1524634941229761
10,52,1524634941229784
10,52,1524634941229828
10,52,1524634941229849
10,52,1524634941229870
10,52,1524634941229915
10,52,1524634941229951
10,52,1524634941229992
10,52,1524634941232565
10,52,1524634941232587
10,52,1524634941232607
10,52,1524634941232628
10,52,1524634941232653
10,20,1524634941232694
10,52,1524634941232719
10,52,1524634941232785
10,52,1524634941232887
10,52,1524634941232909
10,52,1524634941232961
10,52,1524634941232999
