time,dens10,total_network_out,total_network_in,dest_out_traffic,dest_in_traffic,destination,size
14.25,14.25,0.0,0.065,0.0,0.065,4,0.0
14.45,0.2,2.777,3.084,2.777,3.084,4,2.777
15.95,1.5,4.353,3.188,4.353,3.188,4,1.576
16.3,0.15,9.116,5.326,9.116,5.326,4,4.763
16.55,0.25,10.61,5.55,10.61,5.55,4,1.494
16.9,0.25,18.719,7.916,18.719,7.916,4,8.109
17.2,0.15,41.685,99.15,41.685,99.15,4,22.966
17.65,0.4,45.245,102.909,45.245,102.909,4,3.56
17.65,17.65,45.245,102.909,0.0,0.0,6,3.03
18.55,18.55,48.852,126.481,0.0,0.0,3,0.577
18.7,0.1,50.825,131.505,1.973,5.024,3,1.973
19.1,0.15,62.057,2304.845,13.205,2178.364,3,11.232
19.35,0.2,62.473,2307.309,13.621,2180.828,3,0.416
21.3,0.1,132.465,33244.697,83.613,33118.216,3,69.992
21.5,0.1,132.725,33245.981,83.873,33119.5,3,0.26
21.6,0.1,132.829,33246.085,83.977,33119.604,3,0.104
21.7,0.1,132.881,33246.137,84.029,33119.656,3,0.052
21.95,0.1,133.141,33246.397,84.289,33119.916,3,0.26
22.35,0.4,133.193,33246.449,84.341,33119.968,3,0.052
23.4,0.1,166.057,53052.266,117.205,52925.785,3,32.864
23.95,0.15,183.165,62785.726,134.313,62659.245,3,17.108
24.4,0.2,183.841,63061.334,134.989,62934.853,3,0.676
24.9,0.45,184.257,63061.75,135.405,62935.269,3,0.416
25.25,0.35,184.309,63061.802,135.457,62935.321,3,0.052
25.8,0.45,184.673,63062.166,135.821,62935.685,3,0.364
26.35,0.55,184.725,63062.218,135.873,62935.737,3,0.052
27.05,0.2,202.928,73516.744,154.076,73390.263,3,18.203
28.7,1.35,208.097,75777.707,159.245,75651.226,3,5.169
29.45,11.75,208.201,75777.759,48.275,103.612,4,0.104
29.55,0.85,209.777,75777.863,159.349,75651.278,3,1.576
31.0,1.55,209.881,75777.915,49.851,103.716,4,0.104
31.1,1.55,228.396,75778.123,159.453,75651.33,3,36.943
31.2,0.1,242.539,75778.383,159.505,75651.434,3,0.052
31.4,0.1,247.136,75778.695,159.765,75651.694,3,0.26
