time,dens10,total_network_out,total_network_in,dest_out_traffic,dest_in_traffic,destination,size
2.25,2.25,0.0,0.0,0.0,0.0,4,0.0
14.15,11.9,1.576,0.104,1.576,0.104,4,1.576
15.85,1.7,4.301,3.188,4.301,3.188,4,2.725
16.25,0.15,9.064,5.326,9.064,5.326,4,4.763
16.5,0.25,10.558,5.55,10.558,5.55,4,1.494
16.8,0.15,18.667,7.916,18.667,7.916,4,8.109
17.1,0.15,41.685,99.202,41.685,99.202,4,23.018
17.25,0.1,45.245,102.961,45.245,102.961,4,3.56
17.5,0.25,46.821,103.065,46.821,103.065,4,1.576
17.55,17.55,50.217,126.314,0.0,0.0,0,3.448
17.55,17.55,50.217,126.314,0.0,0.0,1,22.817
17.55,17.55,50.217,126.314,0.0,0.0,6,22.817
18.35,18.35,118.772,128.144,0.0,0.0,3,22.869
18.5,0.1,120.849,133.324,2.077,5.18,3,2.077
18.9,0.2,131.977,2295.003,13.205,2166.859,3,11.128
19.05,0.1,132.393,2298.107,13.621,2169.963,3,0.416
21.3,0.1,210.913,44084.7,92.141,43956.556,3,78.52
21.45,0.1,211.069,44084.856,92.297,43956.712,3,0.156
21.7,0.25,211.173,44084.96,92.401,43956.816,3,0.104
21.85,0.1,211.381,44085.168,92.609,43957.024,3,0.208
22.25,0.3,211.537,44085.324,92.765,43957.18,3,0.156
22.4,0.15,211.589,44085.376,92.817,43957.232,3,0.052
23.05,0.1,227.397,53315.398,108.625,53187.254,3,15.808
23.65,0.15,246.184,64358.776,127.412,64230.632,3,18.787
24.1,0.2,246.756,64646.981,127.984,64518.837,3,0.572
24.6,0.45,247.068,64647.293,128.296,64519.149,3,0.312
24.95,0.35,247.12,64647.345,128.348,64519.201,3,0.052
25.5,0.45,247.38,64647.605,128.608,64519.461,3,0.26
26.1,0.6,247.432,64647.657,128.66,64519.513,3,0.052
26.85,0.15,263.558,73643.456,144.786,73515.312,3,16.126
28.5,1.45,265.393,74260.49,146.621,74132.346,3,1.835
29.4,0.9,265.497,74260.542,146.725,74132.398,3,0.104
30.05,12.5,265.601,74260.594,50.269,126.413,4,0.104
30.2,0.15,270.09,74260.646,54.758,126.465,4,4.489
30.45,1.05,302.544,74261.062,146.829,74132.502,3,32.454
30.95,0.5,302.596,74261.166,146.881,74132.606,3,0.052
31.1,0.1,302.804,74261.322,147.089,74132.762,3,0.208
32.25,1.85,302.856,74261.322,87.212,126.829,4,0.052
32.35,1.25,304.432,74261.426,147.141,74132.762,3,1.576
33.9,1.65,304.744,74261.738,88.788,126.933,4,0.312
35.75,18.15,306.35,74261.996,22.817,0.577,0,1.606
35.8,18.15,541.865,74263.42,22.817,0.577,1,4653.785
38.95,5.05,8916.01,74330.609,90.394,127.191,4,3955.875
39.0,2.85,8916.218,74372.101,3978.692,39.142,1,26.673
