time,dens10,total_network_out,total_network_in,dest_out_traffic,dest_in_traffic,destination,size
13.95,13.95,0.0,0.0,0.0,0.0,4,0.0
14.15,0.2,2.777,3.032,2.777,3.032,4,2.777
18.3,4.15,4.353,3.084,4.353,3.084,4,1.576
18.75,0.3,7.564,4.886,7.564,4.886,4,3.211
19.15,0.35,9.168,5.222,9.168,5.222,4,1.604
19.55,0.4,10.662,5.446,10.662,5.446,4,1.494
19.65,0.1,12.161,5.67,12.161,5.67,4,1.499
19.85,0.2,13.659,5.894,13.659,5.894,4,1.498
20.1,0.25,16.305,69.295,16.305,69.295,4,2.646
20.5,0.35,19.499,69.78,19.499,69.78,4,3.194
20.7,0.15,41.691,70.196,41.691,70.196,4,22.192
20.8,0.1,41.803,70.256,41.803,70.256,4,0.112
21.65,0.85,42.049,99.048,42.049,99.048,4,0.246
21.7,21.7,43.606,99.587,0.0,0.0,5,1.557
21.95,0.15,44.079,99.941,0.473,0.354,5,0.473
22.0,0.35,44.131,102.754,43.606,99.587,4,0.052
22.9,0.9,45.604,102.978,45.079,99.811,4,1.473
23.4,0.45,47.273,103.577,46.748,100.41,4,1.669
26.65,26.65,49.216,126.558,0.0,0.0,3,1.943
27.2,0.35,51.189,131.738,1.973,5.18,3,1.973
27.85,0.1,59.319,1520.052,10.103,1393.494,3,8.13
28.15,0.2,59.735,1520.852,10.519,1394.294,3,0.416
28.3,0.15,59.787,1520.904,10.571,1394.346,3,0.052
28.5,0.15,60.151,1521.268,10.935,1394.71,3,0.364
29.15,5.65,68.731,5326.666,48.691,123.391,4,9.204
29.35,0.15,70.931,5545.398,20.139,5418.788,3,1.576
29.8,0.1,78.263,8778.685,27.471,8652.075,3,7.332
30.45,0.1,91.107,15743.863,40.315,15617.253,3,12.844
31.0,0.1,103.847,22956.647,53.055,22830.037,3,12.74
31.95,0.15,125.531,35443.386,74.739,35316.776,3,21.684
32.2,0.2,125.947,35446.362,75.155,35319.752,3,0.416
32.4,0.15,126.207,35446.622,75.415,35320.012,3,0.26
32.65,0.25,126.363,35446.778,75.571,35320.168,3,0.156
33.3,0.6,126.623,35447.038,75.831,35320.428,3,0.26
