time,dens10,total_network_out,total_network_in,dest_out_traffic,dest_in_traffic,destination,size
1.0,1.0,0.0,0.0,0.0,0.0,4,0.0
14.25,13.25,1.576,0.104,1.576,0.104,4,1.576
16.0,1.75,4.353,3.182,4.353,3.182,4,2.777
16.35,0.15,10.692,5.467,10.692,5.467,4,6.339
16.6,0.25,12.186,5.691,12.186,5.691,4,1.494
17.0,0.15,43.259,92.107,43.259,92.107,4,31.073
17.45,0.35,46.819,95.443,46.819,95.443,4,3.56
17.5,17.5,58.847,97.147,0.0,0.0,6,15.11
18.35,18.35,62.506,121.153,0.0,0.0,3,0.577
18.75,0.1,74.603,2220.486,12.097,2099.333,3,12.097
27.2,9.7,1009.979,140566.807,61.929,98.284,4,4668.939
31.05,3.85,1450.679,203117.931,61.981,98.49,4,0.052
37.2,6.15,2049.943,309988.604,63.557,98.594,4,1.576
40.95,3.7,2497.416,375182.037,83.746,98.904,4,20.189
41.3,0.3,2526.304,380994.304,85.334,99.386,4,1.588
46.05,4.75,3068.411,455513.173,86.797,99.61,4,1.463
46.45,0.4,3117.567,461206.925,88.373,99.714,4,1.576
46.6,0.15,3135.483,462975.339,89.909,100.024,4,1.536
46.7,0.1,3149.62,463973.923,92.71,100.3,4,2.801
46.8,0.1,3166.828,464991.136,98.842,100.576,4,6.132
47.15,0.35,3207.897,470259.095,103.511,100.576,4,4.669
53.95,6.8,3914.229,615297.08,117.307,100.834,4,13.796
54.2,0.25,3940.787,618935.609,120.306,101.368,4,2.999
54.3,0.1,3950.31,620297.737,121.769,101.592,4,1.463
57.1,2.8,4113.149,661549.439,126.84,101.644,4,5.071
61.05,3.95,4550.998,758853.64,137.977,101.902,4,11.137
62.45,1.4,4710.498,792390.348,139.553,102.006,4,1.576
62.55,0.1,4723.276,794467.996,142.552,102.54,4,2.999
62.8,0.1,4751.026,798075.266,151.683,103.35,4,9.131
62.9,0.1,4758.521,799128.582,153.146,103.574,4,1.463
63.05,0.1,4772.38,800156.671,160.814,104.16,4,7.668
63.15,0.1,4776.443,800547.975,162.277,104.384,4,1.463
65.5,2.35,4848.559,827290.859,166.946,104.436,4,4.669
65.6,0.1,4851.558,827291.445,169.945,104.97,4,2.999
66.25,0.6,4857.777,827291.721,176.164,105.246,4,6.219
66.45,1.0,4883.677,827360.899,4681.036,827163.658,3,25.9
66.5,0.2,4883.729,827360.899,202.064,174.372,4,0.052
66.75,0.3,4916.352,827361.367,4681.088,827163.71,3,32.623
66.8,0.25,4916.404,827361.367,234.687,174.788,4,0.052
66.9,49.4,4957.52,827432.841,0.577,22.869,6,41.168
67.0,0.25,4958.17,827433.418,4681.14,827163.762,3,0.598
67.1,0.2,4958.222,827433.418,275.855,246.262,4,0.052
67.45,0.35,4978.411,827433.728,296.044,246.572,4,20.189
67.95,0.95,5026.961,827435.936,4681.192,827163.762,3,48.55
68.05,0.35,5027.117,827436.092,344.594,248.78,4,0.156
68.55,0.4,5054.798,827507.659,372.275,320.347,4,27.681
68.85,0.2,5087.467,827508.075,404.944,320.763,4,32.669
69.5,1.55,5128.167,827580.83,4681.348,827163.918,3,40.7
70.05,1.15,5128.219,827580.882,445.644,393.518,4,0.052
70.2,0.1,5134.237,827581.158,451.662,393.794,4,6.018
70.95,1.45,5176.678,827583.09,4681.4,827163.97,3,42.441
71.3,0.9,5176.73,827583.142,494.103,395.726,4,0.052
