time,dens10,total_network_out,total_network_in,dest_out_traffic,dest_in_traffic,destination,size
7.55,7.55,0.0,0.0,0.0,0.0,4,0.0
14.25,6.7,1.576,0.104,1.576,0.104,4,1.576
16.05,1.8,4.353,3.182,4.353,3.182,4,2.777
16.35,0.1,9.116,5.363,9.116,5.363,4,4.763
16.6,0.25,10.61,5.587,10.61,5.587,4,1.494
17.05,0.15,41.683,92.003,41.683,92.003,4,31.073
17.5,0.35,46.675,95.351,46.675,95.351,4,4.992
17.55,17.55,60.208,97.998,0.0,0.0,6,13.533
17.6,0.1,60.504,98.162,60.208,97.998,4,0.577
18.4,18.4,62.258,121.039,0.0,0.0,3,1.473
22.6,5.0,471.687,61750.079,61.681,98.222,4,3706.877
36.25,13.65,1928.483,280253.429,63.257,98.326,4,1.576
37.6,1.35,2074.367,301599.377,68.013,98.378,4,4.756
40.05,2.45,2351.907,339053.246,69.589,98.482,4,1.576
40.25,0.15,2377.661,341611.858,72.463,98.758,4,2.874
44.4,4.15,2849.447,396586.152,77.341,98.81,4,4.878
48.6,4.2,3305.151,468417.657,93.162,99.12,4,15.821
51.3,2.5,3588.045,531393.694,111.633,100.74,4,18.471
51.5,0.2,3608.516,535867.375,114.632,101.274,4,2.999
52.0,0.5,3618.923,542964.341,116.095,101.498,4,1.463
52.55,0.55,3657.08,556090.111,120.764,101.55,4,4.669
54.3,1.75,3807.272,604681.873,122.34,101.654,4,1.576
54.65,0.3,3831.358,609879.29,137.58,102.876,4,15.24
54.75,0.1,3834.953,611384.002,139.043,103.1,4,1.463
54.85,0.1,3838.548,612597.924,140.506,103.324,4,1.463
56.05,0.15,3857.298,620453.777,3706.877,620327.532,3,9.338
56.35,1.5,3863.07,623850.964,149.844,103.428,4,5.827
56.45,0.1,3866.124,623851.55,152.843,103.962,4,2.999
56.75,0.25,3872.256,623851.826,158.975,104.238,4,6.132
56.95,0.6,3898.208,623921.056,3712.704,623724.771,3,25.952
57.0,0.2,3898.26,623921.108,184.927,173.468,4,0.052
58.1,1.05,3930.973,623921.524,217.64,173.884,4,32.713
58.35,1.4,3972.037,623992.946,3712.756,623724.927,3,41.064
58.75,0.6,3972.141,623992.946,258.704,245.202,4,0.104
59.35,0.35,4048.372,624066.513,334.935,318.769,4,76.231
59.5,0.1,4081.221,624066.929,367.784,319.185,4,32.849
