time,dens10,total_network_out,total_network_in,dest_out_traffic,dest_in_traffic,destination,size
3.95,3.95,0.0,0.0,0.0,0.0,4,0.0
14.3,10.35,1.576,0.104,1.576,0.104,4,1.576
16.0,1.7,4.353,3.188,4.353,3.188,4,2.777
16.35,0.15,9.116,5.326,9.116,5.326,4,4.763
16.6,0.25,10.61,5.602,10.61,5.602,4,1.494
16.9,0.15,18.719,7.968,18.719,7.968,4,8.109
17.05,0.1,41.327,70.349,41.327,70.349,4,22.608
17.3,0.25,41.685,99.201,41.685,99.201,4,0.358
17.7,0.35,45.245,102.959,45.245,102.959,4,3.56
17.7,17.7,45.245,102.959,0.0,0.0,5,3.03
18.6,18.6,48.852,126.531,0.0,0.0,3,0.577
18.75,0.1,50.929,131.711,2.077,5.18,3,2.077
18.95,1.2,61.857,2056.049,48.275,103.662,4,11.344
19.1,0.1,63.849,2065.961,13.421,1939.326,3,1.576
19.3,0.1,64.265,2066.377,13.837,1939.742,3,0.416
20.75,0.1,106.749,27230.237,56.321,27103.602,3,42.484
21.0,0.1,107.165,27233.597,56.737,27106.962,3,0.416
21.2,0.1,107.425,27233.857,56.997,27107.222,3,0.26
21.4,0.1,107.581,27234.013,57.153,27107.378,3,0.156
21.8,0.1,118.189,33313.057,67.761,33186.422,3,10.608
22.85,0.1,149.025,51040.657,98.597,50914.022,3,30.836
23.05,0.1,149.441,51042.609,99.013,50915.974,3,0.416
23.15,0.1,149.493,51042.661,99.065,50916.026,3,0.052
23.3,0.15,149.545,51042.713,99.117,50916.078,3,0.052
23.5,0.1,149.857,51043.025,99.429,50916.39,3,0.312
23.6,0.1,149.909,51043.077,99.481,50916.442,3,0.052
24.2,0.6,149.961,51043.129,99.533,50916.494,3,0.052
24.5,0.15,150.325,51043.493,99.897,50916.858,3,0.364
24.75,0.25,150.377,51043.545,99.949,50916.91,3,0.052
25.5,0.1,172.113,64261.367,121.685,64134.732,3,21.736
28.65,2.75,185.449,71564.326,135.021,71437.691,3,13.336
28.75,0.1,185.553,71564.378,135.125,71437.743,3,0.104
29.4,10.45,185.657,71564.43,49.851,103.766,4,0.104
29.55,0.1,199.683,71564.586,63.877,103.922,4,14.026
29.65,0.1,208.487,71564.69,72.681,104.026,4,8.804
29.7,0.95,222.513,71564.898,135.229,71437.847,3,14.026
29.8,0.1,222.565,71564.95,135.281,71437.899,3,0.052
31.65,1.7,222.877,71565.21,135.593,71438.159,3,0.312
32.2,2.55,223.241,71565.574,86.707,104.182,4,0.364
33.95,1.75,224.847,71565.832,88.313,104.44,4,1.606
48.95,15.0,226.423,71565.936,89.889,104.544,4,1.576
52.2,3.25,227.999,71566.04,91.465,104.648,4,1.576
53.35,35.6,229.605,71566.298,0.577,22.869,5,1.606
53.65,53.65,4545.469,71605.673,0.0,0.0,6,7754.855
56.7,2.5,12309.955,71695.643,4325.495,60.601,6,4325.495
57.6,3.7,19875.268,71777.515,7755.432,91.613,5,7565.313
59.35,1.95,27317.888,71860.257,11890.808,142.473,6,7442.62
60.2,2.05,34338.49,71939.869,15198.052,174.355,5,7020.602
61.6,1.75,36878.651,71975.994,18911.41,222.085,6,2540.161
62.2,10.0,39252.741,71996.66,93.071,104.906,4,2374.09
63.95,1.65,39257.559,71998.508,97.889,106.754,4,4.818
67.15,3.2,39259.135,71998.612,99.465,106.858,4,1.576
67.15,5.3,39259.135,71998.612,21285.5,242.751,6,23.749
67.35,0.2,39283.18,72060.963,123.214,169.045,4,0.296
67.35,0.2,39283.18,72060.963,21285.796,242.915,6,14.744
67.45,7.0,39289.334,72065.25,17738.213,210.48,5,0.229
67.5,0.15,39299.78,72068.0,21286.025,246.358,6,29.568
70.5,3.05,39370.229,82933.304,137.958,172.259,4,42.508
72.25,1.55,39381.933,82935.096,149.662,174.051,4,11.704
74.6,2.35,39402.459,82935.406,170.188,174.361,4,20.526
74.7,0.1,39408.219,82935.458,175.948,174.413,4,5.76
74.8,0.1,39413.979,82935.51,181.708,174.465,4,5.76
74.95,0.15,39419.948,82935.562,187.677,174.517,4,5.969
78.95,3.8,39448.835,82935.822,216.564,174.777,4,28.887
82.2,3.25,39450.411,82935.926,218.14,174.881,4,1.576
89.55,7.35,39452.017,82936.184,219.746,175.139,4,1.606
89.6,21.5,39475.454,82998.079,17767.781,2700.251,5,26.675
89.6,21.35,39475.454,82998.079,21328.533,8622.271,6,1286.83
89.8,89.8,40942.452,83030.631,0.0,0.0,0,1936.702
89.85,89.85,41463.221,83229.524,0.0,0.0,1,262.592
90.05,0.1,42743.143,84777.11,262.592,113.152,0,288.26
90.55,0.1,43260.616,88804.661,288.26,2155.62,1,7.54
92.2,2.55,49383.958,88837.155,246.421,241.288,4,6123.342
93.7,3.5,49404.041,88837.465,19054.611,3902.521,5,20.083
93.95,0.1,50632.871,88853.929,20283.441,3918.985,5,1228.83
94.0,1.8,51326.95,88858.319,266.504,241.598,4,796.393
94.25,0.25,51430.84,88858.995,21079.834,3923.947,5,1.576
94.3,0.3,51744.147,88865.937,268.08,241.702,4,1113.771
94.75,0.45,52549.646,88873.655,273.115,241.754,4,5.035
95.0,0.1,52575.818,88873.915,299.287,242.014,4,26.172
99.2,4.2,52580.853,88873.967,304.322,242.066,4,5.035
99.2,4.85,52580.853,88873.967,22193.605,3938.555,5,26.883
99.25,9.05,52626.927,88941.005,270.132,1563.781,0,1751.738
99.25,9.2,52626.927,88941.005,23265.235,9502.928,6,1542.557
99.3,8.0,53140.436,88986.148,6411.602,2188.114,1,1.164
99.6,0.3,54476.405,90309.319,23266.399,9502.98,6,5277.135
99.85,0.25,55291.885,91672.568,23266.716,9502.98,6,0.317
