time,dens10,total_network_out,total_network_in,dest_out_traffic,dest_in_traffic,destination,size
6.65,6.65,0.0,0.0,0.0,0.0,4,0.0
14.65,8.0,1.576,0.104,1.576,0.104,4,1.576
16.4,1.75,4.353,3.188,4.353,3.188,4,2.777
16.7,0.15,9.116,5.326,9.116,5.326,4,4.763
16.95,0.25,10.61,5.55,10.61,5.55,4,1.494
17.2,0.15,18.719,7.916,18.719,7.916,4,8.109
17.35,0.1,41.327,70.298,41.327,70.298,4,22.608
17.5,0.15,41.789,99.254,41.789,99.254,4,0.462
17.95,0.35,45.349,103.012,45.349,103.012,4,3.56
18.75,18.75,48.797,126.36,0.0,0.0,3,3.448
19.3,0.2,62.202,2260.232,13.405,2133.872,3,13.405
21.65,3.7,144.518,44467.549,48.797,126.36,4,82.68
22.0,0.15,146.458,44470.961,96.085,44344.497,3,1.576
22.2,0.1,146.666,44471.169,96.293,44344.705,3,0.208
22.3,0.1,146.718,44471.221,96.345,44344.757,3,0.052
22.45,0.15,146.822,44471.325,96.449,44344.861,3,0.104
23.1,0.1,161.954,53339.023,111.581,53212.559,3,15.132
24.2,0.2,195.656,74196.445,145.283,74069.981,3,33.702
24.65,0.25,196.072,74494.533,145.699,74368.069,3,0.416
24.85,0.2,196.228,74494.817,145.855,74368.353,3,0.156
25.3,0.45,196.28,74494.869,145.907,74368.405,3,0.052
25.55,0.25,196.332,74494.921,145.959,74368.457,3,0.052
26.2,0.65,196.436,74495.025,146.063,74368.561,3,0.104
26.8,0.6,196.488,74495.077,146.115,74368.613,3,0.052
27.85,0.7,200.666,76038.613,150.293,75912.149,3,4.178
28.85,1.0,200.718,76038.665,150.345,75912.201,3,0.052
29.8,0.95,200.822,76038.717,150.449,75912.253,3,0.104
30.85,9.2,200.874,76038.769,50.373,126.464,4,0.052
31.0,1.2,214.9,76039.029,150.501,75912.409,3,14.026
31.05,0.15,215.004,76039.029,64.399,126.62,4,0.104
31.1,0.1,223.808,76039.185,150.605,75912.461,3,8.804
31.25,0.2,224.016,76039.341,73.203,126.724,4,0.208
32.8,1.6,238.042,76039.497,150.813,75912.617,3,14.026
33.1,1.75,238.354,76039.809,87.229,126.88,4,0.312
36.1,36.1,239.96,76040.067,0.0,0.0,6,1.606
36.65,3.55,6749.794,76100.615,88.835,127.138,4,6509.834
39.7,3.05,6751.37,76100.719,90.411,127.242,4,1.576
39.7,3.15,6751.37,76100.719,6509.834,60.548,6,28.664
39.85,39.85,6779.16,76165.916,0.0,0.0,2,0.525
39.9,39.9,6780.983,76167.755,0.0,0.0,1,1694.963
39.9,39.9,6780.983,76167.755,0.0,0.0,5,42.449
39.9,0.1,6780.983,76167.755,6510.359,63.522,6,494.724
40.25,0.1,8015.967,78006.084,42.449,6.328,1,14.876
40.4,0.1,8259.497,78765.573,44.073,6.921,1,1.624
40.6,0.2,8702.976,80002.363,6525.235,1621.248,6,527.989
41.25,0.4,12066.56,81591.99,9034.611,3181.035,6,2509.376
43.1,3.25,14191.504,81601.102,119.075,190.191,4,2124.944
43.3,0.15,14216.462,81601.464,144.033,190.553,4,24.958
46.05,4.7,14251.405,81601.828,11159.555,3190.147,6,34.943
49.45,6.05,19675.004,81670.563,178.976,190.917,4,5423.599
49.5,3.05,19675.16,81700.962,16583.154,3258.882,6,38.233
49.55,8.95,19710.715,81736.386,572.062,321.428,1,12.048
49.55,8.95,19710.715,81736.386,1694.963,943.714,2,2245.252
49.55,8.95,19710.715,81736.386,494.724,1042.693,5,963.137
50.35,0.15,21864.272,85671.137,2658.1,2614.596,2,1118.196
50.55,0.15,24984.744,87319.333,1612.92,1540.991,5,1924.206
50.55,0.35,24984.744,87319.333,16595.202,4321.452,6,57.096
50.7,0.1,26044.924,90277.129,1670.016,1541.095,5,16.952
51.6,2.05,28138.107,93437.434,217.209,255.735,4,2087.983
51.95,0.3,28141.146,93437.762,220.248,256.063,4,3.039
52.05,0.1,28142.609,93437.986,221.711,256.287,4,1.463
52.3,1.55,28151.282,93439.226,16612.154,8716.331,6,8.673
52.5,0.2,28151.346,93439.781,16612.218,8716.886,6,0.064
52.75,0.1,31040.756,93459.197,19501.628,8736.302,6,2889.41
53.1,1.0,33477.823,93476.589,230.384,257.527,4,2437.067
55.55,2.4,33498.349,93476.899,250.91,257.837,4,20.526
56.5,0.95,33504.109,93476.951,256.67,257.889,4,5.76
56.6,0.1,33509.869,93477.003,262.43,257.941,4,5.76
58.75,2.0,33544.725,93477.315,297.286,258.253,4,34.856
58.75,5.9,33544.725,93477.315,21938.695,8753.694,6,25.536
58.8,8.25,33676.8,93545.883,4582.306,2621.616,2,1334.832
58.8,7.9,33676.8,93545.883,3757.999,3260.261,5,2395.267
58.85,0.1,33991.564,93554.566,322.822,324.15,4,1109.209
58.9,8.35,34623.072,93562.829,2817.314,2670.562,1,1.399
63.1,4.25,39491.941,95031.873,324.221,324.671,4,1080.973
63.35,0.25,39512.024,95032.183,344.304,324.981,4,20.083
63.6,0.25,39517.149,95032.235,349.429,325.033,4,5.125
63.8,0.2,39522.184,95032.339,354.464,325.137,4,5.035
63.9,4.65,39533.072,95032.443,23273.527,9410.902,6,20.958
