time,dens10,total_network_out,total_network_in,dest_out_traffic,dest_in_traffic,destination,size
9.25,9.25,0.0,0.0,0.0,0.0,4,0.0
14.2,4.95,1.576,0.104,1.576,0.104,4,1.576
16.0,1.8,4.353,3.182,4.353,3.182,4,2.777
16.1,0.1,5.859,3.419,5.859,3.419,4,1.506
16.3,0.1,9.116,5.363,9.116,5.363,4,3.257
16.55,0.25,10.61,5.587,10.61,5.587,4,1.494
17.0,0.15,41.683,92.003,41.683,92.003,4,31.073
17.5,0.4,46.675,95.351,46.675,95.351,4,4.992
17.5,17.5,46.675,95.351,0.0,0.0,6,14.954
18.35,18.35,62.206,120.965,0.0,0.0,3,0.577
24.25,6.7,633.979,84796.352,61.629,98.148,4,1758.863
28.4,4.15,1109.587,153110.203,63.205,98.252,4,1.576
28.65,0.25,1139.005,156795.345,66.204,98.786,4,2.999
35.45,0.1,1830.504,273830.271,1758.863,273700.297,3,4.86
39.3,10.65,2274.584,339828.463,71.064,107.157,4,6187.348
42.95,3.65,2697.932,397598.562,72.64,107.261,4,1.576
44.75,1.8,2905.582,426969.576,74.103,107.485,4,1.463
44.9,0.15,2924.775,429240.905,75.587,107.537,4,1.484
48.25,3.3,3326.512,472005.659,79.949,108.071,4,4.362
48.35,0.1,3340.51,473473.201,81.36,108.071,4,1.411
51.5,3.15,3717.903,515296.004,84.359,116.468,4,2.999
51.95,0.45,3792.64,521536.206,104.548,116.778,4,20.189
52.15,0.2,3818.22,524137.845,106.011,117.088,4,1.463
54.3,2.1,4083.044,552724.788,110.732,117.398,4,4.721
56.05,1.75,4280.147,576628.136,112.308,117.502,4,1.576
56.15,0.1,4295.114,577825.366,115.307,118.036,4,2.999
56.45,0.2,4343.096,581210.875,126.116,126.735,4,10.809
56.55,0.1,4357.694,582347.382,129.115,127.269,4,2.999
61.5,4.9,4826.657,636358.574,139.609,135.968,4,10.494
69.3,7.8,5806.602,720201.244,159.322,136.278,4,19.713
71.5,2.2,6083.05,743897.748,160.898,136.382,4,1.576
77.55,6.05,6838.508,803391.985,180.611,136.692,4,19.713
77.7,0.15,6857.113,805146.181,182.022,136.744,4,1.411
80.8,3.1,7222.732,846423.959,183.433,136.796,4,1.411
80.9,0.1,7234.158,848518.01,186.432,137.33,4,2.999
81.5,0.55,7311.79,859705.373,192.564,137.606,4,6.132
84.0,2.45,7616.506,910852.108,208.015,137.916,4,15.451
84.15,0.15,7628.545,914012.276,209.426,138.14,4,1.411
84.85,0.55,7720.926,930388.121,217.134,138.52,4,7.708
85.5,0.6,7796.322,949547.677,223.266,138.796,4,6.132
