time,dens10,total_network_out,total_network_in,dest_out_traffic,dest_in_traffic,destination,size
14.25,14.25,0.0,0.0,0.0,0.0,4,0.0
14.6,0.35,2.725,3.078,2.725,3.078,4,2.725
16.0,1.4,4.301,3.182,4.301,3.182,4,1.576
16.35,0.1,9.064,5.363,9.064,5.363,4,4.763
16.6,0.25,10.558,5.587,10.558,5.587,4,1.494
17.0,0.1,41.683,92.055,41.683,92.055,4,31.125
17.2,0.15,44.62,92.119,44.62,92.119,4,2.937
17.65,0.4,46.675,95.455,46.675,95.455,4,2.055
17.65,17.65,46.675,95.455,0.0,0.0,6,14.954
18.5,18.5,62.206,120.987,0.0,0.0,3,0.577
29.0,11.3,1232.195,144278.773,61.629,98.17,4,5296.536
29.2,0.15,1255.948,146868.902,64.628,98.704,4,2.999
29.6,0.35,1320.436,152491.646,87.396,116.24,4,22.768
30.45,0.85,1423.363,166756.4,88.972,116.344,4,1.576
32.5,2.0,1681.422,196161.011,100.929,125.251,4,11.957
34.55,2.0,1927.358,223610.901,111.423,133.981,4,10.494
38.4,3.85,2385.177,279398.754,131.454,134.085,4,20.031
44.55,6.1,3049.633,363582.672,135.989,134.929,4,4.535
44.65,0.1,3068.831,364932.33,142.915,135.239,4,6.926
48.35,3.7,3502.941,408660.378,144.491,135.343,4,1.576
48.6,0.25,3521.786,411907.054,145.829,135.343,4,1.338
48.7,0.1,3533.805,412923.214,147.292,135.567,4,1.463
54.55,5.8,4237.595,475731.475,156.323,144.042,4,9.031
59.65,5.1,4839.246,540825.506,176.406,144.352,4,20.083
63.2,3.55,5247.67,586698.695,177.982,144.456,4,1.576
64.55,1.35,5374.345,619561.535,178.034,144.641,4,0.052
65.15,0.6,5435.547,636034.329,178.086,144.847,4,0.052
66.8,0.15,5476.735,663613.348,5296.536,663445.374,3,1.536
66.9,1.75,5477.099,663613.504,179.622,145.157,4,873.879
67.4,0.5,5529.4,675790.606,184.291,145.209,4,4.669
67.55,0.15,5549.37,678746.664,187.29,145.743,4,2.999
67.65,0.1,5562.377,680707.396,188.753,145.967,4,1.463
74.5,6.85,6249.331,829163.278,193.422,146.019,4,4.669
75.55,0.75,6369.123,859953.834,236.451,148.811,4,43.029
75.8,0.2,6383.8,868771.946,239.45,149.345,4,2.999
75.9,0.1,6388.591,871848.046,240.913,149.569,4,1.463
76.65,0.75,6415.1,885499.644,245.582,149.621,4,4.669
76.85,0.2,6419.573,885822.932,248.581,150.155,4,2.999
76.95,0.1,6421.036,885823.156,250.044,150.379,4,1.463
78.4,1.45,6425.705,885823.208,254.713,150.431,4,4.669
78.5,0.1,6451.501,885891.918,280.509,219.141,4,25.796
78.75,0.1,6492.612,885941.58,321.62,268.803,4,41.111
78.9,0.1,6525.355,885941.996,354.363,269.219,4,32.743
78.95,78.95,6525.563,885997.274,0.0,0.0,1,42.429
79.2,0.15,6568.309,886015.124,396.792,341.749,4,0.525
79.45,0.2,6610.031,886049.828,438.514,376.453,4,41.722
79.75,0.3,6620.41,886058.556,448.893,385.181,4,10.379
81.7,1.7,6678.925,886069.492,507.408,396.117,4,58.515
81.8,0.1,6680.914,886072.284,509.397,398.909,4,1.989
81.9,0.1,6706.346,886140.881,534.829,467.506,4,25.432
82.1,0.15,6740.025,886182.031,568.508,508.656,4,33.679
82.5,0.25,6779.079,886190.677,607.562,517.302,4,39.054
82.55,64.85,6803.017,886255.916,0.577,22.817,6,40.49
82.9,0.35,6819.93,886263.827,648.052,588.436,4,0.361
83.3,0.25,6861.951,886298.867,690.073,623.476,4,42.021
84.1,0.8,6872.331,886307.627,700.453,632.236,4,10.38
84.7,0.15,6926.195,886318.301,754.317,642.91,4,53.864
85.8,1.0,6938.231,886318.853,766.353,643.462,4,12.036
85.95,0.1,6965.808,886390.863,793.93,715.472,4,27.577
86.15,0.1,7000.131,886432.173,828.253,756.782,4,34.323
86.6,0.25,7038.363,886440.851,866.485,765.46,4,38.232
87.3,0.55,7074.995,886523.878,903.117,848.487,4,36.632
87.8,0.4,7104.182,886556.506,932.304,881.115,4,29.187
89.6,1.8,7111.457,886564.663,939.579,889.272,4,7.275
89.8,0.2,7113.033,886564.767,941.155,889.376,4,1.576
90.05,0.2,7121.201,886572.924,949.323,897.533,4,8.168
90.2,0.1,7135.587,886573.08,963.709,897.689,4,14.386
90.3,0.1,7140.036,886573.132,968.158,897.741,4,4.449
90.5,0.15,7153.602,886573.288,981.724,897.897,4,13.566
92.3,1.8,7158.124,886573.34,986.246,897.949,4,4.522
92.35,13.35,7185.061,886636.533,0.525,0.598,1,121.392
92.35,9.8,7185.061,886636.533,0.938,24.833,6,29.724
92.7,0.3,7331.57,886744.779,1107.638,1022.054,4,22.873
93.0,0.2,7362.728,886816.934,1138.253,1093.949,4,30.615
93.25,0.2,7393.488,886849.562,1169.013,1126.577,4,30.76
93.7,0.45,7400.903,886857.719,1176.428,1134.734,4,7.415
93.85,0.1,7412.994,886865.928,1188.519,1142.943,4,12.091
94.0,0.1,7431.298,886866.136,1206.823,1143.151,4,18.304
94.1,0.1,7440.476,886866.24,1216.001,1143.255,4,9.178
94.45,0.35,7445.065,886866.292,1220.59,1143.307,4,4.589
94.5,1.8,7471.898,886929.305,30.249,28.301,1,152.285
94.5,1.85,7471.898,886929.305,23.811,44.724,6,15.089
94.75,0.15,7627.223,887039.882,1372.875,1303.173,4,14.784
