time,dens10,total_network_out,total_network_in,dest_out_traffic,dest_in_traffic,destination,size
1.3,1.3,0.0,0.0,0.0,0.0,4,0.0
14.5,13.2,1.576,0.104,1.576,0.104,4,1.576
16.25,1.75,4.353,3.182,4.353,3.182,4,2.777
16.6,0.15,10.692,5.415,10.692,5.415,4,6.339
16.85,0.25,12.186,5.639,12.186,5.639,4,1.494
17.3,0.15,43.259,92.053,43.259,92.053,4,31.073
17.75,0.35,46.819,95.441,46.819,95.441,4,3.56
18.6,18.6,62.191,120.883,0.0,0.0,3,15.372
25.2,7.4,741.607,106603.735,62.191,120.883,4,3639.741
25.35,0.1,761.461,108610.165,66.653,121.641,4,4.462
28.7,3.35,1165.92,159566.788,75.719,122.055,4,9.066
33.95,5.25,1722.801,229776.375,95.908,122.365,4,20.189
37.1,3.0,2108.249,274109.993,122.892,141.039,4,26.984
38.7,1.55,2315.1,295762.691,135.009,150.048,4,12.117
46.35,7.65,3197.8,400108.057,135.061,150.254,4,0.052
49.55,3.2,3556.512,444211.871,136.637,150.358,4,1.576
49.65,0.1,3571.89,445425.303,139.584,150.668,4,2.947
51.4,0.1,3788.318,468926.285,3639.741,468775.289,3,8.993
58.65,9.0,4490.526,572411.736,148.577,150.996,4,2381.968
60.5,1.8,4721.627,596658.344,168.766,151.306,4,20.189
60.85,0.35,4764.758,600622.586,170.302,151.616,4,1.536
63.55,2.7,5049.829,635748.795,171.765,151.84,4,1.463
63.7,0.15,5066.262,638063.106,171.838,151.84,4,0.073
63.8,0.1,5079.425,639726.166,173.301,152.064,4,1.463
64.1,0.3,5118.347,644495.37,177.97,152.116,4,4.669
64.25,0.15,5135.491,646584.491,179.506,152.426,4,1.536
64.35,0.1,5148.289,647814.257,180.968,152.65,4,1.462
64.55,0.2,5177.243,650213.781,185.846,152.702,4,4.878
64.65,0.1,5190.645,651286.243,188.845,153.236,4,2.999
68.65,3.95,5597.229,690982.553,194.977,153.512,4,6.132
72.65,4.0,5971.124,763127.381,206.484,153.77,4,11.507
72.95,0.25,6003.91,768795.94,209.483,154.304,4,2.999
73.05,0.1,6015.253,771725.028,210.946,154.528,4,1.463
75.25,2.2,6174.553,836095.31,215.702,154.58,4,4.756
75.4,0.15,6188.413,841045.13,218.701,155.114,4,2.999
75.55,0.1,6205.445,846313.406,227.832,155.924,4,9.131
75.65,0.1,6210.6,851334.101,229.295,156.148,4,1.463
76.3,0.65,6243.246,869320.783,234.173,156.2,4,4.878
76.7,0.1,6257.458,877178.679,6021.709,877022.375,3,1.576
76.75,0.45,6258.211,877308.775,235.749,156.304,4,1.513
76.85,0.1,6261.97,877502.019,238.748,156.838,4,2.999
76.95,0.1,6263.433,877502.243,240.211,157.062,4,1.463
77.75,0.8,6268.102,877502.295,244.88,157.114,4,4.669
77.9,0.15,6294.002,877571.107,270.78,225.926,4,25.9
78.65,0.6,6360.391,877612.908,337.169,267.727,4,66.389
79.95,1.3,6361.997,877613.166,338.775,267.985,4,1.606
80.05,80.05,6402.541,877684.066,0.0,0.0,5,40.544
80.25,0.25,6403.139,877684.591,379.319,338.885,4,0.598
81.2,0.9,6445.068,877720.753,421.248,375.047,4,41.929
81.7,0.5,6445.132,877721.93,421.312,376.224,4,0.064
81.9,0.2,6457.315,877730.934,433.495,385.228,4,12.183
82.95,0.75,6507.692,877734.668,483.872,388.962,4,50.377
83.1,83.1,6535.321,877806.126,0.0,0.0,1,27.629
83.15,0.15,6535.623,877806.526,511.501,460.42,4,3.337
83.25,0.1,6565.462,877839.571,538.305,493.34,4,26.804
83.4,0.15,6572.163,877847.801,545.006,501.57,4,6.701
84.4,0.9,6604.785,877848.217,577.628,501.986,4,32.622
84.95,0.5,6645.381,877921.394,618.224,575.163,4,40.596
85.4,0.4,6687.25,877956.33,660.093,610.099,4,41.869
85.9,0.45,6697.63,877965.09,670.473,618.859,4,10.38
86.05,0.15,6703.735,877965.366,676.578,619.135,4,6.105
86.3,0.15,6715.77,877965.918,688.613,619.687,4,12.035
86.45,0.1,6718.698,877966.366,691.541,620.135,4,2.928
86.6,0.15,6728.039,877966.47,700.882,620.239,4,9.341
86.8,0.2,6734.13,877966.746,706.973,620.515,4,6.091
88.65,1.75,6746.312,877967.298,719.155,621.067,4,12.182
91.3,2.65,6747.918,877967.556,720.761,621.325,4,1.606
93.35,2.05,6749.494,877967.66,722.337,621.429,4,1.576
93.5,0.1,6776.967,878039.352,749.81,693.121,4,27.473
93.7,0.1,6811.29,878080.61,784.133,734.379,4,34.323
93.8,0.1,6815.165,878080.662,788.008,734.431,4,3.875
94.65,0.8,6842.911,878081.026,815.754,734.795,4,27.746
94.75,0.1,6843.581,878084.896,816.424,738.665,4,0.67
95.5,0.7,6872.671,878157.929,845.514,811.698,4,29.09
