time,dens10,total_network_out,total_network_in,dest_out_traffic,dest_in_traffic,destination,size
11.9,11.9,0.0,0.0,0.0,0.0,4,0.0
14.4,2.5,1.576,0.104,1.576,0.104,4,1.576
16.15,1.75,4.301,3.182,4.301,3.182,4,2.725
16.5,0.15,9.064,5.363,9.064,5.363,4,4.763
16.75,0.25,10.558,5.587,10.558,5.587,4,1.494
17.2,0.15,41.683,92.055,41.683,92.055,4,31.125
17.2,17.2,41.683,92.055,0.0,0.0,6,3.03
17.65,0.4,45.238,95.421,44.713,92.728,4,0.525
17.65,0.4,45.238,95.421,0.525,2.693,6,15.058
18.45,18.45,60.709,121.101,0.0,0.0,3,0.413
18.55,0.1,62.666,126.177,1.957,5.076,3,1.957
33.1,15.45,1694.834,262995.144,59.771,95.703,4,3145.45
37.1,4.0,2057.849,329527.855,59.823,95.909,4,0.052
37.25,0.15,2073.328,331889.921,62.822,96.443,4,2.999
37.5,0.15,2104.84,336573.892,68.747,97.425,4,5.925
37.65,0.15,2141.297,339418.285,87.453,114.375,4,18.706
37.75,0.1,2157.85,341187.581,93.451,115.443,4,5.998
41.95,4.1,2606.223,456190.337,110.077,124.418,4,16.626
42.75,0.8,2672.487,478590.78,111.653,124.522,4,1.576
45.1,2.0,2951.12,531775.688,141.72,125.746,4,30.067
45.35,0.15,2983.911,535880.888,150.851,126.556,4,9.131
45.5,0.1,2997.372,536888.067,155.313,127.314,4,4.462
48.05,2.55,3253.097,584490.477,159.982,127.366,4,4.669
48.25,0.15,3268.53,587562.85,162.981,127.9,4,2.999
48.4,0.15,3275.325,588463.812,165.98,128.434,4,2.999
48.5,0.1,3280.22,589980.852,167.443,128.658,4,1.463
48.6,0.1,3289.784,591386.908,173.575,128.934,4,6.132
50.9,1.0,3326.589,611840.554,3147.407,611686.17,3,4.669
50.95,2.35,3326.641,611840.554,178.244,128.986,4,0.107
51.45,0.4,3335.827,611841.416,187.375,129.796,4,9.131
51.65,0.15,3361.943,611910.706,213.491,199.086,4,26.116
51.9,0.15,3414.94,611935.966,266.488,224.346,4,52.997
51.95,51.95,3454.113,612006.643,0.0,0.0,2,41.012
52.05,1.1,3456.533,612007.861,3147.514,611686.222,3,0.581
52.55,0.6,3456.741,612007.965,307.5,295.716,4,0.208
53.05,0.35,3518.414,612035.373,369.173,323.124,4,61.673
53.9,0.75,3545.69,612036.459,396.449,324.21,4,27.276
54.15,0.2,3547.679,612039.251,398.438,327.002,4,1.989
54.45,0.25,3578.46,612112.344,429.219,400.095,4,30.781
54.65,0.15,3619.203,612137.294,469.962,425.045,4,40.743
54.95,2.9,3671.528,612210.287,3147.722,611686.326,3,52.325
55.05,0.1,3671.58,612210.339,3147.774,611686.378,3,0.052
55.8,1.1,3671.632,612210.391,522.287,498.038,4,0.052
56.9,0.85,3733.299,612238.051,583.954,525.698,4,61.667
57.45,0.35,3780.558,612310.835,631.213,598.482,4,47.259
57.65,0.15,3822.017,612335.829,672.672,623.476,4,41.459
57.75,0.1,3834.364,612339.803,685.019,627.45,4,12.347
59.8,1.95,3863.35,612412.492,714.005,700.139,4,28.986
59.9,0.1,3870.586,612420.649,721.241,708.296,4,7.236
60.0,0.1,3885.058,612436.963,735.713,724.61,4,14.472
60.1,0.1,3894.698,612437.067,745.353,724.714,4,9.64
60.2,0.1,3899.195,612437.119,749.85,724.766,4,4.497
61.5,1.25,3908.835,612437.223,759.49,724.87,4,9.64
61.6,0.1,3913.245,612437.275,763.9,724.922,4,4.41
61.7,0.1,3922.065,612437.379,772.72,725.026,4,8.82
61.75,9.75,3947.499,612499.939,0.581,0.525,2,26.833
61.75,61.75,3947.499,612499.939,0.0,0.0,5,4.049
61.75,44.1,3947.499,612499.939,0.938,25.398,6,6.618
61.8,61.8,3951.365,612500.62,0.0,0.0,1,32.622
61.95,0.2,3971.265,612525.249,799.553,788.043,4,3.95
62.0,0.1,3987.228,612535.522,3.95,3.371,1,63.42
62.0,0.1,3987.228,612535.522,4.63,3.457,2,2.786
62.2,0.1,4065.784,612598.217,862.973,835.068,4,3.441
62.2,0.1,4065.784,612598.217,6.618,6.266,5,28.884
62.85,0.65,4095.748,612668.853,891.857,905.178,4,1.08
63.45,0.4,4151.582,612693.842,947.691,930.167,4,55.834
63.5,1.4,4165.406,612693.998,8.071,7.747,2,73.716
63.5,1.25,4165.406,612693.998,7.698,6.792,5,4.54
63.5,1.4,4165.406,612693.998,33.56,54.92,6,4.808
63.55,1.45,4194.696,612759.037,6.736,7.786,1,16.148
64.4,0.75,4254.874,612810.254,1021.407,1004.379,4,4.08
64.9,0.35,4301.349,612834.988,1067.882,1029.113,4,46.475
65.0,1.4,4340.454,612897.646,10.816,16.122,1,61.092
65.0,1.35,4340.454,612897.646,12.611,16.939,2,4.288
65.0,1.35,4340.454,612897.646,12.506,15.984,5,4.02
