time,dens10,total_network_out,total_network_in,dest_out_traffic,dest_in_traffic,destination,size
11.9,11.9,0.0,0.0,0.0,0.0,4,0.0
14.6,2.7,1.576,0.104,1.576,0.104,4,1.576
16.35,1.75,4.353,3.182,4.353,3.182,4,2.777
16.65,0.15,9.116,5.311,9.116,5.311,4,4.763
16.9,0.25,10.61,5.535,10.61,5.535,4,1.494
17.15,0.1,41.327,72.803,41.327,72.803,4,30.717
17.3,0.1,41.683,91.949,41.683,91.949,4,0.356
17.75,0.35,45.243,95.285,45.243,95.285,4,3.56
17.75,17.75,45.243,95.285,0.0,0.0,6,13.533
17.85,0.1,59.176,98.308,58.776,98.006,4,0.577
18.65,18.65,60.826,121.047,0.0,0.0,3,1.473
22.7,22.7,370.051,103528.373,0.0,0.0,2,479.317
22.9,22.9,385.391,109540.86,0.0,0.0,1,0.104
23.8,1.1,457.089,136971.491,0.104,0.184,2,0.302
24.15,24.15,508.342,147743.854,0.0,0.0,0,22.705
25.45,0.15,563.496,173843.717,479.317,173721.385,3,0.242
26.95,9.1,665.26,212754.226,60.249,98.23,4,3624.236
27.95,1.0,753.517,239615.182,61.825,98.334,4,1.576
28.25,0.3,787.144,247115.17,64.772,98.61,4,2.947
28.45,0.2,808.315,252114.909,66.235,98.834,4,1.463
34.6,6.1,1467.418,371813.873,75.353,107.309,4,9.118
38.2,3.6,1855.862,437858.493,95.542,107.619,4,20.189
38.35,0.15,1874.513,440407.611,98.541,108.153,4,2.999
38.55,0.2,1895.854,443406.051,98.666,108.325,4,0.125
38.7,0.15,1917.842,445563.178,103.387,108.497,4,4.721
38.85,0.15,1936.256,447635.334,104.849,108.721,4,1.462
41.9,3.05,2213.353,486486.987,109.518,108.773,4,4.669
44.55,2.65,2358.345,525556.875,111.094,108.877,4,1.576
47.75,3.15,2671.755,576423.987,127.021,109.187,4,15.927
48.35,0.6,2732.217,582533.712,130.02,109.721,4,2.999
48.7,0.35,2762.696,586001.272,131.483,109.945,4,1.463
54.55,5.85,3380.237,683126.591,136.152,109.997,4,4.669
56.9,2.35,3637.237,729564.793,149.896,110.049,4,13.744
62.9,6.0,4247.174,865217.252,151.472,110.153,4,1.576
63.1,0.1,4270.691,869347.12,161.879,111.979,4,10.407
63.8,0.45,4314.307,876242.341,186.824,113.083,4,24.945
63.95,0.15,4317.306,876242.927,189.823,113.617,4,2.999
64.1,0.15,4318.769,876243.151,191.286,113.841,4,1.463
64.55,0.45,4323.438,876243.203,195.955,113.893,4,4.669
66.95,3.2,4325.044,876243.513,4103.553,876105.26,3,1.606
67.2,0.15,4325.252,876243.669,4103.761,876105.416,3,0.208
71.9,7.35,4325.564,876243.929,197.561,114.151,4,0.312
74.55,2.65,4327.14,876244.033,199.137,114.255,4,1.576
77.5,2.95,4328.746,876244.356,200.743,114.578,4,1.606
77.75,0.25,4354.646,876313.311,226.643,183.533,4,25.9
77.95,0.1,4390.496,876321.952,262.493,192.174,4,35.85
78.55,0.6,4394.54,876322.004,266.537,192.226,4,4.044
80.45,1.85,4435.708,876393.26,307.705,263.482,4,41.168
80.6,0.1,4454.027,876402.488,326.024,272.71,4,18.319
81.0,0.3,4489.225,876403.816,361.222,274.038,4,35.198
82.2,1.15,4495.242,876404.092,367.239,274.314,4,6.017
83.85,1.65,4496.973,876405.618,368.97,275.84,4,1.731
84.4,0.55,4498.704,876407.144,370.701,277.366,4,1.731
84.55,61.55,4526.229,876478.605,0.302,0.4,1,47.608
