time,dens10,total_network_out,total_network_in,dest_out_traffic,dest_in_traffic,destination,size
7.8,7.8,0.0,0.0,0.0,0.0,4,0.0
14.2,6.4,1.576,0.104,1.576,0.104,4,1.576
15.85,1.65,4.353,3.182,4.353,3.182,4,2.777
16.15,0.1,9.116,5.311,9.116,5.311,4,4.763
16.45,0.25,10.61,5.587,10.61,5.587,4,1.494
16.9,0.15,41.683,91.995,41.683,91.995,4,31.073
17.0,17.0,43.77,95.107,0.0,0.0,0,3.56
17.0,17.0,43.77,95.107,0.0,0.0,1,2.745
17.35,0.35,50.733,96.381,45.243,95.331,4,2.745
17.6,0.55,66.209,121.949,2.745,0.525,1,15.476
18.15,18.15,88.914,122.362,0.0,0.0,3,22.705
18.25,0.1,90.975,129.762,2.061,7.4,3,2.061
22.85,5.45,579.351,72839.21,60.719,120.899,4,6448.485
28.05,5.2,1238.106,153639.066,62.295,121.003,4,1.576
28.3,0.15,1272.521,157319.461,66.807,122.019,4,4.512
29.1,0.75,1388.64,172034.903,85.165,138.917,4,18.358
29.75,0.65,1472.1,182483.465,85.269,139.123,4,0.104
31.6,1.75,1716.65,213219.003,98.896,148.098,4,13.627
37.1,5.45,2408.864,310118.115,103.518,157.133,4,4.622
37.85,0.7,2515.126,323798.825,114.012,165.832,4,10.494
39.05,1.2,2671.142,343399.857,115.588,165.936,4,1.576
42.1,3.05,2961.671,391929.663,135.301,166.246,4,19.713
44.7,2.55,3305.403,437745.083,148.898,175.687,4,13.597
44.8,0.1,3317.574,439354.962,148.95,175.859,4,0.052
44.9,0.1,3325.641,441318.65,150.413,176.083,4,1.463
45.8,0.85,3447.132,456754.155,159.496,184.662,4,9.083
48.35,2.45,3776.872,499335.373,165.65,193.947,4,6.154
48.55,0.2,3803.258,502135.507,168.648,194.481,4,2.998
49.05,0.5,3870.836,509909.822,173.01,202.956,4,4.362
52.55,3.5,4329.689,569214.208,192.671,203.06,4,19.661
52.85,0.25,4379.191,574287.297,203.238,211.897,4,10.567
53.95,1.1,4527.511,592936.589,204.814,212.001,4,1.576
57.95,3.95,5019.403,666534.642,207.917,220.7,4,3.103
59.5,1.55,5071.91,689378.062,210.915,221.234,4,2.998
59.65,0.1,5103.414,691541.844,232.383,221.768,4,21.468
59.85,0.2,5126.886,695879.928,233.919,222.078,4,1.536
60.8,0.9,5245.803,716758.581,238.381,222.836,4,4.462
61.3,0.5,5305.852,728736.71,241.38,223.37,4,2.999
61.45,0.15,5327.884,731130.082,244.379,223.904,4,2.999
