time,dens10,total_network_out,total_network_in,dest_out_traffic,dest_in_traffic,destination,size
1.7,1.7,0.0,0.0,0.0,0.0,4,0.0
14.5,12.8,1.576,0.104,1.576,0.104,4,1.576
16.3,1.8,4.353,3.182,4.353,3.182,4,2.777
16.6,0.1,9.116,5.363,9.116,5.363,4,4.763
16.7,0.1,10.61,5.587,10.61,5.587,4,1.494
16.9,0.2,12.186,5.691,12.186,5.691,4,1.576
17.3,0.15,43.207,92.107,43.207,92.107,4,31.021
17.5,0.15,46.144,92.171,46.144,92.171,4,2.937
17.9,17.9,48.199,95.507,0.0,0.0,2,2.055
17.9,0.35,48.199,95.507,48.199,95.507,4,0.577
18.75,18.75,63.834,121.143,0.0,0.0,3,15.058
29.65,11.7,1234.811,200902.383,63.257,98.326,4,2008.107
31.75,2.05,1504.236,236219.866,83.446,98.636,4,20.189
33.45,1.7,1695.147,266972.405,85.022,98.74,4,1.576
33.7,0.25,1724.586,270831.17,86.485,98.964,4,1.463
37.75,0.1,2104.496,339846.013,2008.107,339715.757,3,9.327
38.3,4.55,2160.659,349281.858,95.812,107.439,4,1058.842
38.45,0.1,2184.814,351680.317,103.48,108.025,4,7.668
39.6,1.1,2324.119,371536.386,109.821,108.301,4,6.341
43.85,4.2,2796.338,449777.128,125.272,108.611,4,15.451
44.0,0.1,2813.481,453265.852,128.219,108.835,4,2.947
44.65,0.65,2886.259,472511.138,137.557,108.939,4,9.338
44.8,0.15,2903.093,474602.324,140.556,109.473,4,2.999
46.7,1.85,3066.265,504378.66,146.688,109.749,4,6.132
47.0,0.3,3091.293,509472.996,148.264,109.853,4,1.576
47.15,0.15,3102.407,510777.475,151.263,110.387,4,2.999
47.25,0.1,3109.382,511544.503,152.726,110.611,4,1.463
49.2,1.95,3223.511,561653.489,157.395,110.663,4,4.669
49.3,0.1,3230.919,562643.02,163.393,111.731,4,5.998
49.55,0.15,3243.183,562643.572,175.657,112.283,4,12.264
49.75,0.15,3289.114,562712.644,221.588,181.355,4,45.931
49.9,0.1,3328.58,562721.337,261.054,190.048,4,39.466
50.65,0.7,3369.436,562792.55,301.91,261.261,4,40.856
51.0,0.25,3422.936,562803.054,355.41,271.765,4,53.5
51.05,1.85,3424.399,562803.33,3066.949,562508.524,3,6.017
51.4,0.35,3429.005,562803.382,3067.001,562508.524,3,0.052
51.5,0.45,3429.057,562803.434,361.427,272.041,4,0.052
51.55,51.55,3431.046,562806.226,0.0,0.0,6,27.525
51.8,0.25,3459.919,562875.419,388.952,343.501,4,3.337
51.95,0.1,3495.241,562884.013,424.274,352.095,4,35.322
52.05,0.1,3499.116,562884.065,428.149,352.147,4,3.875
52.8,0.65,3546.42,562960.908,475.453,428.99,4,47.304
52.95,0.1,3556.887,562969.668,485.92,437.75,4,10.467
53.25,1.85,3599.38,562971.704,3067.053,562508.68,3,42.493
53.45,0.35,3599.484,562971.704,528.413,439.682,4,0.104
54.35,0.85,3605.502,562971.98,534.431,439.958,4,6.018
54.4,1.15,3607.491,562974.772,3067.157,562508.68,3,27.473
54.7,0.25,3633.079,563043.787,561.904,511.661,4,0.104
54.95,0.15,3669.423,563052.413,598.248,520.287,4,36.344
55.05,0.1,3673.968,563056.231,602.793,524.105,4,4.545
55.1,3.5,3699.506,563124.777,3.337,0.525,6,28.568
56.95,1.8,3703.061,563128.943,631.361,593.384,4,0.525
58.3,1.2,3742.965,563137.464,671.265,601.905,4,39.904
58.4,58.4,3772.963,563200.13,0.0,0.0,1,31.397
58.4,40.45,3772.963,563200.13,0.577,22.817,2,8.339
58.4,58.4,3772.963,563200.13,0.0,0.0,5,13.878
58.4,3.25,3772.963,563200.13,3.862,3.958,6,10.881
58.7,0.3,3815.63,563244.837,702.662,665.031,4,8.43
58.75,0.1,3838.385,563246.012,14.455,38.819,2,51.535
59.35,0.6,3868.383,563316.436,754.197,735.525,4,0.958
59.6,0.2,3909.355,563324.957,795.169,744.046,4,40.972
59.7,0.1,3914.238,563325.215,800.052,744.304,4,4.883
59.8,1.1,3918.786,563325.267,8.339,9.655,1,4.548
59.8,1.05,3918.786,563325.267,15.413,39.181,2,6.137
59.8,0.1,3918.786,563325.267,804.6,744.356,4,5.981
59.8,1.15,3918.786,563325.267,10.881,11.367,5,101.105
59.8,1.1,3918.786,563325.267,12.292,11.924,6,6.278
61.1,1.15,4039.377,563482.631,905.705,885.678,4,1.09
61.45,0.3,4080.184,563491.153,946.512,894.2,4,40.807
61.5,1.65,4084.732,563491.205,21.394,43.669,2,91.88
61.5,1.6,4084.732,563491.205,17.159,16.207,5,6.962
61.55,1.65,4130.655,563555.336,14.476,14.455,1,4.926
61.55,1.7,4130.655,563555.336,13.382,13.838,6,7.667
62.1,0.4,4193.383,563593.224,1038.392,971.782,4,1.764
62.55,0.3,4233.606,563601.746,1078.615,980.304,4,40.223
62.65,1.0,4263.536,563664.247,22.143,21.417,1,84.284
62.65,1.05,4263.536,563664.247,28.356,50.423,2,7.014
62.65,1.1,4263.536,563664.247,15.146,18.082,6,4.644
62.7,1.05,4281.354,563689.522,22.085,22.736,5,2.232
63.15,0.4,4339.336,563707.252,1162.899,1060.333,4,7.556
63.55,0.3,4380.36,563715.774,1203.923,1068.855,4,41.024
63.65,0.1,4384.908,563715.826,1208.471,1068.907,4,4.548
63.7,1.0,4409.024,563778.103,29.157,28.639,1,88.846
63.7,0.95,4409.024,563778.103,33.0,56.508,2,7.222
63.7,0.95,4409.024,563778.103,29.641,30.662,5,7.17
63.75,1.0,4439.867,563809.314,17.378,22.326,6,5.186
64.15,0.35,4495.616,563829.904,1297.317,1157.456,4,2.284
64.6,0.3,4535.7,563838.426,1337.401,1165.978,4,40.084
64.75,1.0,4540.248,563838.478,36.379,36.017,1,4.548
64.75,0.95,4540.248,563838.478,40.17,63.782,2,7.17
64.75,0.15,4540.248,563838.478,1341.949,1166.03,4,7.17
64.75,0.95,4540.248,563838.478,34.827,37.243,5,65.401
64.75,0.95,4540.248,563838.478,19.662,26.622,6,4.978
65.3,0.45,4626.939,563928.156,1407.35,1230.959,4,1.972
65.75,0.25,4668.175,563936.678,1448.586,1239.481,4,41.236
65.8,0.95,4672.9,563991.231,43.549,43.187,1,81.104
65.8,1.0,4672.9,563991.231,47.34,70.692,2,7.17
65.8,0.95,4672.9,563991.231,39.805,43.72,5,6.546
65.8,0.95,4672.9,563991.231,21.634,30.814,6,4.718
66.25,0.35,4769.477,564033.078,1529.69,1312.432,4,1.764
66.65,0.25,4809.613,564041.6,1569.826,1320.954,4,40.136
66.85,0.95,4814.161,564041.652,53.886,76.822,2,4.548
66.85,0.2,4814.161,564041.652,1574.374,1321.006,4,6.137
66.9,1.0,4840.994,564104.914,50.719,50.253,1,79.786
66.9,1.0,4840.994,564104.914,44.523,49.781,5,6.189
66.9,1.05,4840.994,564104.914,23.398,35.006,6,6.33
67.1,0.15,4913.693,564139.252,1654.16,1402.2,4,1.09
67.2,12.8,4952.749,564248.061,3067.261,562508.784,3,45.164
67.3,0.1,4962.18,564258.245,3070.584,562510.488,3,3.323
67.5,0.1,4968.054,564262.477,3076.458,562514.72,3,5.874
69.65,2.45,19202.551,564541.204,1699.324,1519.489,4,218736.347
89.65,20.0,149865.569,567145.38,1699.376,1519.695,4,0.052
94.1,4.45,178856.026,567723.225,1719.407,1519.799,4,20.031
94.25,0.15,179837.751,567743.234,1720.817,1519.851,4,1.41
94.5,0.25,181596.707,567778.242,1724.883,1519.903,4,4.066
95.0,0.5,185260.743,567847.392,1729.766,1519.955,4,4.883
96.7,1.65,198141.811,568076.343,1740.822,1520.507,4,11.056
97.05,0.35,201681.989,568127.184,1742.284,1520.731,4,1.462
98.8,0.1,223752.889,568390.893,221812.805,566641.618,3,5.528
98.8,1.7,223752.889,568390.893,1747.812,1521.007,4,1.123
99.6,0.8,223759.54,568391.755,1753.34,1521.283,4,5.528
100.5,0.9,223761.146,568392.013,1754.946,1521.541,4,1.606
100.85,0.3,223790.03,568458.551,1783.83,1588.079,4,28.884
101.15,0.15,223825.072,568466.76,1818.872,1596.288,4,35.042
101.3,34.35,223828.901,568466.812,56.908,55.365,1,3.829
101.3,34.35,223828.901,568466.812,60.023,81.258,2,0.156
101.3,2.45,223828.901,568466.812,221813.928,566642.204,3,0.208
101.3,0.15,223828.901,568466.812,1822.701,1596.34,4,0.104
101.3,34.35,223828.901,568466.812,50.853,54.465,5,0.26
101.3,34.4,223828.901,568466.812,24.488,37.18,6,0.156
102.05,0.75,223829.941,568471.675,1822.961,1600.579,4,0.156
0.0,0.0,0.0,0.0,0.0,0.0,0,2.718
