time,dens10,total_network_out,total_network_in,dest_out_traffic,dest_in_traffic,destination,size
1.5,1.5,0.0,0.0,0.0,0.0,4,0.0
15.35,13.85,1.576,0.104,1.576,0.104,4,1.576
16.5,1.15,4.353,3.182,4.353,3.182,4,2.777
17.05,0.55,5.929,3.286,5.929,3.286,4,1.576
17.4,0.15,10.692,5.415,10.692,5.415,4,4.763
17.65,0.25,12.186,5.691,12.186,5.691,4,1.494
17.9,0.1,42.903,72.953,42.903,72.953,4,30.717
18.05,0.1,43.259,92.099,43.259,92.099,4,0.356
18.2,18.2,46.819,95.435,0.0,0.0,0,3.56
18.55,0.4,49.512,95.96,46.819,95.435,4,2.693
18.6,18.6,63.234,98.893,0.0,0.0,2,15.372
18.65,0.4,87.701,122.209,2.693,0.525,0,22.817
18.65,18.65,87.701,122.209,0.0,0.0,1,22.705
19.35,19.35,133.223,123.199,0.0,0.0,3,22.817
25.45,6.85,797.611,110456.504,62.191,121.107,4,5897.695
25.55,0.1,812.933,111773.726,65.189,121.641,4,2.998
25.75,0.2,837.046,114628.726,66.578,121.865,4,1.389
28.9,3.15,1228.453,171638.45,75.644,130.03,4,9.066
30.7,1.75,1468.862,203867.16,95.833,130.34,4,20.189
31.1,0.3,1529.973,211135.602,109.22,131.254,4,13.387
31.5,0.35,1590.764,219361.565,121.302,140.263,4,12.082
36.3,4.8,2095.492,309416.414,122.878,140.367,4,1.576
36.45,0.15,2116.07,311522.852,125.877,140.901,4,2.999
38.9,2.4,2387.866,370017.88,127.392,141.383,4,1.515
40.85,1.95,2601.066,415054.93,127.444,141.589,4,0.052
41.15,0.25,2636.332,423073.733,130.464,141.917,4,3.02
43.7,2.4,2932.981,486215.226,147.579,159.435,4,17.115
43.8,0.1,2946.555,487665.898,149.042,159.659,4,1.463
43.9,0.1,2960.706,489179.458,150.505,159.883,4,1.463
46.5,2.6,3290.043,528711.977,152.093,168.306,4,1.588
48.9,2.4,3603.099,566663.829,153.669,168.41,4,1.576
58.65,9.75,4635.093,731025.028,173.752,168.72,4,20.083
58.85,0.2,4661.92,733622.75,176.751,169.254,4,2.999
64.1,5.2,5236.192,858089.785,203.091,177.989,4,26.34
64.65,0.55,5261.45,867429.959,206.09,178.523,4,2.999
65.45,0.75,5356.526,885626.873,215.121,186.998,4,9.031
65.7,0.25,5389.658,888847.741,218.12,187.532,4,2.999
68.1,2.4,5688.763,920232.997,225.667,195.903,4,7.547
68.25,0.15,5708.038,922631.642,228.666,196.437,4,2.999
68.9,0.6,5758.526,935275.389,234.798,196.713,4,6.132
70.95,2.05,5986.494,988727.104,234.85,196.713,4,0.052
71.2,0.25,6018.437,995198.874,237.849,197.247,4,2.999
71.3,0.1,6029.26,997052.678,239.312,197.471,4,1.463
71.5,0.2,6056.341,1001269.292,243.981,197.523,4,4.669
74.0,0.2,6221.839,1037648.958,5897.695,1037448.533,3,9.131
78.9,7.3,6691.399,1177792.91,253.112,198.333,4,560.469
79.1,0.2,6711.162,1184486.95,253.164,198.539,4,0.052
79.2,0.1,6721.932,1187718.519,254.825,199.021,4,1.661
79.3,0.1,6732.84,1191168.919,257.823,199.555,4,2.998
79.6,0.1,6769.063,1198926.74,277.752,201.399,4,19.929
80.65,1.0,6816.474,1222262.746,288.552,201.727,4,10.8
80.8,0.15,6820.747,1222585.982,291.551,202.261,4,2.999
80.9,0.1,6822.21,1222586.206,293.014,202.485,4,1.463
85.65,4.75,6826.879,1222586.258,297.683,202.537,4,4.669
85.8,0.1,6854.354,1222656.59,325.158,272.869,4,27.475
86.3,0.15,6949.459,1222747.897,420.263,364.176,4,95.105
86.4,67.75,6985.106,1222812.505,25.398,0.938,0,50.811
86.5,0.1,7000.566,1222818.573,471.074,434.688,4,0.525
86.95,0.45,7002.268,1222819.275,472.547,434.912,4,1.473
87.2,0.15,7044.125,1222853.979,514.404,469.616,4,41.857
87.85,0.1,7136.633,1222915.971,606.912,531.608,4,92.508
87.95,0.1,7141.187,1222916.023,611.466,531.66,4,4.554
88.9,0.75,7165.255,1222917.127,635.534,532.764,4,24.068
89.0,0.1,7166.861,1222917.385,637.14,533.022,4,1.606
89.1,70.5,7168.85,1222920.177,22.817,0.577,2,27.159
89.35,0.2,7194.545,1222988.938,664.299,601.235,4,0.525
89.65,0.1,7248.153,1223054.778,717.907,667.075,4,53.608
89.8,0.1,7277.789,1223079.572,747.543,691.869,4,29.636
90.85,0.8,7342.648,1223153.067,812.402,765.364,4,64.859
91.5,0.5,7384.479,1223188.107,854.233,800.404,4,41.831
91.65,0.15,7396.435,1223197.023,866.189,809.32,4,11.956
91.85,0.15,7417.195,1223214.491,886.949,826.788,4,20.76
92.25,0.3,7427.574,1223223.251,897.328,835.548,4,10.379
92.45,0.1,7448.332,1223240.771,918.086,853.068,4,20.758
93.2,0.6,7470.747,1223250.083,940.501,862.38,4,22.415
93.5,0.25,7482.783,1223250.635,952.537,862.932,4,12.036
94.15,0.55,7494.819,1223251.187,964.573,863.484,4,12.036
95.8,1.6,7506.855,1223251.739,976.609,864.036,4,12.036
96.0,0.15,7534.328,1223323.481,1004.082,935.778,4,27.473
96.4,0.1,7617.575,1223414.467,1087.329,1026.764,4,83.247
96.65,0.2,7633.162,1223414.675,1102.916,1026.972,4,15.587
96.75,0.1,7642.039,1223418.649,1111.793,1030.946,4,8.877
97.95,1.15,7670.973,1223491.89,1140.727,1104.187,4,28.934
98.25,0.3,7686.331,1223508.204,1156.085,1120.501,4,15.358
98.9,0.65,7701.689,1223524.518,1171.443,1136.815,4,15.358
99.0,0.1,7721.402,1223524.828,1191.156,1137.125,4,19.713
99.3,0.3,7728.671,1223532.985,1198.425,1145.282,4,7.269
99.6,0.3,7735.94,1223541.142,1205.694,1153.439,4,7.269
100.5,0.9,7743.209,1223549.299,1212.963,1161.596,4,7.269
100.7,0.2,7765.103,1223573.77,1234.857,1186.067,4,21.894
101.45,0.75,7776.815,1223581.979,1246.569,1194.276,4,11.712
101.75,0.3,7783.739,1223588.083,1253.493,1200.38,4,6.924
101.9,0.15,7792.625,1223588.187,1262.379,1200.484,4,8.886
102.55,0.65,7797.068,1223588.239,1266.822,1200.536,4,4.443
102.85,0.3,7801.598,1223588.291,1271.352,1200.588,4,4.53
103.45,0.6,7806.041,1223588.343,1275.795,1200.64,4,4.443
103.75,0.3,7810.484,1223588.395,1280.238,1200.692,4,4.443
103.85,17.35,7842.055,1223651.696,25.923,1.58,0,31.571
103.85,85.15,7842.055,1223651.696,22.817,0.577,1,23.753
103.85,14.7,7842.055,1223651.696,23.342,3.917,2,18.316
103.85,103.85,7842.055,1223651.696,0.0,0.0,5,10.848
104.1,0.3,7882.8,1223692.602,1311.809,1263.993,4,15.723
104.6,0.3,7965.719,1223836.166,1366.833,1373.214,4,55.024
104.95,0.25,7996.175,1223868.794,1397.289,1405.842,4,30.456
105.25,0.2,8018.402,1223893.265,1419.516,1430.313,4,22.227
105.6,0.2,8053.441,1223925.945,1454.555,1462.993,4,35.039
105.7,0.1,8058.024,1223925.997,1459.138,1463.045,4,4.583
105.8,0.1,8062.607,1223926.049,1463.721,1463.097,4,4.583
105.95,0.15,8067.19,1223926.101,1468.304,1463.149,4,4.583
106.15,0.2,8071.773,1223926.153,1472.887,1463.201,4,4.583
106.25,0.1,8076.356,1223926.205,1477.47,1463.253,4,4.583
106.35,2.1,8111.043,1223988.851,49.676,31.635,0,86.492
106.35,2.15,8111.043,1223988.851,41.133,17.532,1,25.916
106.35,2.2,8111.043,1223988.851,34.19,17.626,2,6.94
106.35,2.15,8111.043,1223988.851,15.723,14.53,5,5.086
106.75,0.15,8207.67,1224084.318,1563.962,1558.7,4,6.88
106.85,0.1,8215.079,1224092.476,1571.371,1566.858,4,7.409
106.95,0.1,8229.897,1224108.792,1586.189,1583.174,4,14.818
107.1,0.15,8238.126,1224116.95,1594.418,1591.332,4,8.229
107.2,0.1,8245.695,1224125.108,1601.987,1599.49,4,7.569
107.3,0.1,8253.177,1224133.266,1609.469,1607.648,4,7.482
107.5,0.2,8260.659,1224141.424,1616.951,1615.806,4,7.482
107.95,0.35,8296.025,1224174.108,1652.317,1648.49,4,35.366
108.3,0.3,8314.43,1224174.316,1670.722,1648.698,4,18.405
108.45,0.15,8319.013,1224174.368,1675.305,1648.75,4,4.583
108.55,2.0,8328.474,1224233.931,75.592,54.224,0,84.514
108.55,2.0,8328.474,1224233.931,48.073,31.261,1,21.073
108.55,2.0,8328.474,1224233.931,39.276,28.386,2,6.576
108.55,1.95,8328.474,1224233.931,22.603,30.118,5,6.472
108.9,0.15,8444.84,1224339.41,1759.819,1743.956,4,7.192
109.0,0.1,8465.462,1224339.72,1780.441,1744.266,4,20.622
109.4,0.35,8494.942,1224372.3,1809.921,1776.846,4,29.48
109.7,0.2,8517.169,1224396.774,1832.148,1801.32,4,22.227
110.0,0.2,8552.314,1224429.458,1867.293,1834.004,4,35.145
110.3,0.25,8566.063,1224429.614,1881.042,1834.16,4,13.749
110.55,0.2,8575.229,1224429.718,1890.208,1834.264,4,9.166
110.6,1.85,8584.395,1224429.822,96.665,78.444,0,114.139
110.6,1.9,8584.395,1224429.822,45.748,42.618,2,26.652
110.6,1.85,8584.395,1224429.822,29.795,45.862,5,5.744
110.65,1.9,8632.558,1224512.635,54.649,46.901,1,7.036
111.05,0.2,8734.648,1224613.096,2004.347,1948.326,4,5.848
111.4,0.25,8764.284,1224645.884,2033.983,1981.114,4,29.636
111.8,0.3,8786.65,1224670.41,2056.349,2005.64,4,22.366
112.1,0.25,8822.509,1224703.094,2092.208,2038.324,4,35.859
112.35,0.2,8836.258,1224703.25,2105.957,2038.48,4,13.749
112.6,0.25,8845.424,1224703.354,2115.123,2038.584,4,9.166
112.7,0.1,8850.007,1224703.406,2119.706,2038.636,4,4.583
112.75,1.9,8881.475,1224766.52,123.317,103.236,0,95.77
112.75,1.9,8881.475,1224766.52,60.497,62.437,1,25.56
112.75,2.05,8881.475,1224766.52,51.492,56.018,2,6.784
112.75,1.9,8881.475,1224766.52,36.831,61.45,5,6.524
113.15,0.2,8990.378,1224869.371,2215.476,2140.072,4,5.733
113.5,0.25,9020.014,1224902.003,2245.112,2172.704,4,29.636
113.65,0.15,9027.496,1224910.161,2252.594,2180.862,4,7.482
113.95,0.25,9042.46,1224926.477,2267.558,2197.178,4,14.964
114.25,0.2,9077.984,1224959.161,2303.082,2229.862,4,35.524
114.55,0.25,9091.806,1224959.317,2316.904,2230.018,4,13.822
114.65,0.1,9096.389,1224959.369,2321.487,2230.07,4,4.583
114.8,0.15,9100.972,1224959.421,2326.07,2230.122,4,4.583
114.9,1.95,9110.138,1224959.525,148.877,128.34,0,125.175
114.9,1.95,9110.138,1224959.525,67.281,75.918,1,26.652
