time,dens10,total_network_out,total_network_in,dest_out_traffic,dest_in_traffic,destination,size
0.45,0.45,0.0,0.0,0.0,0.0,4,0.0
14.2,13.75,1.576,0.104,1.576,0.104,4,1.576
15.45,1.25,4.301,3.182,4.301,3.182,4,2.725
15.95,0.5,5.877,3.286,5.877,3.286,4,1.576
16.3,0.15,10.64,5.467,10.64,5.467,4,4.763
16.6,0.3,12.134,5.691,12.134,5.691,4,1.494
17.0,0.15,43.207,92.107,43.207,92.107,4,31.073
17.2,0.2,45.065,92.69,45.065,92.69,4,1.858
17.6,17.6,46.767,95.495,0.0,0.0,0,1.702
17.6,0.35,46.767,95.495,46.767,95.495,4,0.577
17.7,0.1,60.544,98.284,60.248,98.12,4,13.481
18.5,18.5,62.298,121.213,0.0,0.0,3,1.473
22.45,4.75,425.715,65094.612,61.721,98.344,4,5946.458
22.75,0.25,458.045,70224.619,64.668,98.62,4,2.947
25.4,2.65,758.874,114191.326,73.786,107.095,4,9.118
25.8,0.3,810.644,122141.22,82.506,108.043,4,8.72
30.45,4.6,1338.172,203920.808,86.968,108.801,4,4.462
31.3,0.85,1432.412,219495.176,88.544,108.905,4,1.576
31.55,0.15,1469.722,223939.388,97.571,109.285,4,9.027
31.65,0.1,1493.903,225648.664,110.728,109.285,4,13.157
38.75,6.95,2224.657,350212.856,134.663,119.156,4,23.935
40.25,1.5,2391.442,381579.407,143.694,127.631,4,9.031
40.4,0.15,2410.652,383768.051,145.282,128.113,4,1.588
40.55,0.15,2426.727,385515.059,146.745,128.337,4,1.463
44.6,4.05,2883.049,444484.656,148.281,128.647,4,1.536
45.45,0.8,2997.529,456528.407,158.775,137.346,4,10.494
48.25,2.8,3309.132,496613.213,160.351,137.45,4,1.576
48.45,0.2,3334.475,499267.221,161.762,137.502,4,1.411
48.55,0.1,3345.967,500538.801,161.814,137.674,4,0.052
50.1,1.55,3508.232,528727.919,164.817,145.943,4,3.003
50.2,0.1,3517.488,530599.897,164.869,146.201,4,0.052
50.45,0.2,3540.708,533998.641,175.311,154.676,4,10.442
51.55,1.05,3671.346,554510.305,188.804,163.909,4,13.493
55.25,3.7,3966.249,624237.448,208.835,164.013,4,20.031
60.15,4.8,4467.713,725685.991,211.938,172.832,4,3.103
60.25,0.1,4483.2,727270.671,214.937,173.366,4,2.999
60.45,0.15,4513.564,730049.847,221.069,173.642,4,6.132
61.55,1.1,4649.352,748145.6,222.645,173.746,4,1.576
65.0,3.45,5023.452,819101.62,240.597,174.056,4,17.952
65.2,0.2,5050.653,821189.03,243.544,174.332,4,2.947
65.3,0.1,5064.336,822193.154,245.007,174.556,4,1.463
71.55,6.25,5773.397,904291.89,249.676,174.608,4,4.669
75.25,3.7,6198.146,976009.016,265.445,174.712,4,15.769
75.4,0.15,6207.159,978700.512,268.444,175.246,4,2.999
76.85,0.15,6217.055,994961.664,5946.458,994763.445,3,1.576
76.9,1.45,6219.655,995550.144,270.02,175.35,4,342.931
77.0,0.1,6227.202,997351.492,271.483,175.574,4,1.463
77.75,0.75,6309.819,1014998.69,276.152,175.626,4,4.669
77.95,0.1,6335.083,1018166.434,285.076,177.142,4,8.924
79.7,1.75,6491.889,1068675.157,294.623,177.246,4,9.547
79.8,0.1,6503.911,1072136.308,297.549,177.78,4,2.926
79.9,0.1,6513.538,1075280.727,299.012,178.004,4,1.463
80.9,1.0,6580.867,1110091.528,303.681,178.056,4,4.669
81.05,0.15,6590.992,1114022.332,306.68,178.59,4,2.999
81.15,0.1,6595.731,1116794.492,308.143,178.814,4,1.463
81.3,0.15,6601.651,1117698.738,312.812,178.866,4,4.669
81.45,0.15,6605.777,1117933.506,315.811,179.4,4,2.999
85.8,4.25,6616.993,1117934.04,327.027,179.934,4,11.216
85.9,0.1,6642.841,1118002.854,352.875,248.748,4,25.848
86.45,0.1,6763.756,1118111.039,473.79,356.933,4,120.915
86.75,0.25,6804.612,1118182.193,514.646,428.087,4,40.856
86.95,0.15,6845.972,1118216.845,556.006,462.739,4,41.36
87.15,0.15,6866.626,1118234.145,576.66,480.039,4,20.654
87.3,0.1,6878.468,1118243.097,588.502,488.991,4,11.842
87.7,0.1,6953.23,1118296.017,663.264,541.911,4,74.762
88.05,0.2,6969.964,1118296.621,679.998,542.515,4,16.734
89.4,1.15,6988.234,1118297.449,698.268,543.343,4,18.27
89.55,0.1,7015.707,1118368.7,725.741,614.594,4,27.473
89.75,0.1,7056.0,1118418.08,766.034,663.974,4,40.293
90.1,0.15,7123.953,1118475.95,833.987,721.844,4,67.953
90.25,0.15,7131.872,1118476.054,841.906,721.948,4,7.919
90.45,0.15,7176.551,1118549.015,886.585,794.909,4,44.679
90.65,0.2,7178.127,1118549.119,888.161,795.013,4,1.576
90.95,0.2,7219.647,1118584.159,929.681,830.053,4,41.52
91.1,0.1,7230.027,1118592.919,940.061,838.813,4,10.38
91.45,0.35,7240.407,1118601.679,950.441,847.573,4,10.38
91.55,0.1,7250.787,1118610.439,960.821,856.333,4,10.38
91.7,0.15,7270.976,1118610.749,981.01,856.643,4,20.189
91.9,0.15,7281.356,1118619.509,991.39,865.403,4,10.38
92.0,0.1,7282.82,1118619.733,992.854,865.627,4,1.464
92.45,0.15,7333.519,1118663.257,1043.553,909.151,4,50.699
93.3,0.65,7363.974,1118664.637,1074.008,910.531,4,30.455
93.7,0.35,7370.065,1118664.913,1080.099,910.807,4,6.091
94.1,0.1,7456.902,1118792.888,1166.936,1038.782,4,86.837
94.55,0.15,7524.002,1118850.982,1234.036,1096.876,4,67.1
94.7,0.1,7536.349,1118855.008,1246.383,1100.902,4,12.347
95.4,0.65,7565.283,1118927.24,1275.317,1173.134,4,28.934
96.0,0.6,7596.047,1118959.816,1306.081,1205.71,4,30.764
96.6,0.55,7610.696,1118976.13,1320.73,1222.024,4,14.649
97.1,0.5,7617.977,1118984.287,1328.011,1230.181,4,7.281
97.25,0.1,7625.258,1118992.444,1335.292,1238.338,4,7.281
97.5,0.2,7632.539,1119000.601,1342.573,1246.495,4,7.281
97.6,0.1,7639.82,1119008.758,1349.854,1254.652,4,7.281
97.85,0.25,7647.101,1119016.915,1357.135,1262.809,4,7.281
98.1,0.1,7670.573,1119033.333,1380.607,1279.227,4,23.472
98.4,0.3,7675.028,1119033.385,1385.062,1279.279,4,4.455
98.8,0.4,7679.483,1119033.437,1389.517,1279.331,4,4.455
99.65,0.85,7683.938,1119033.489,1393.972,1279.383,4,4.455
100.15,0.5,7688.393,1119033.541,1398.427,1279.435,4,4.455
100.25,82.55,7722.824,1119096.154,0.577,22.869,0,35.83
100.25,100.25,7722.824,1119096.154,0.0,0.0,1,10.128
100.25,100.25,7722.824,1119096.154,0.0,0.0,2,7.642
100.3,100.3,7725.459,1119097.088,0.0,0.0,6,17.821
100.5,0.1,7760.878,1119128.417,10.705,32.425,0,23.22
100.5,0.25,7760.878,1119128.417,1434.257,1342.698,4,2.303
100.6,0.1,7783.743,1119151.449,1441.554,1350.299,4,7.297
100.85,0.2,7813.242,1119165.764,1462.162,1353.912,4,20.608
101.1,0.2,7843.939,1119198.392,1492.859,1386.54,4,30.697
101.3,0.2,7858.927,1119214.706,1507.847,1402.854,4,14.988
101.45,0.15,7866.348,1119222.863,1515.268,1411.011,4,7.421
101.55,0.1,7873.769,1119231.02,1522.689,1419.168,4,7.421
101.7,0.1,7901.409,1119239.487,1550.329,1427.635,4,27.64
102.05,0.1,7950.012,1119272.323,1598.932,1460.471,4,48.603
102.3,0.25,7954.607,1119272.375,1603.527,1460.523,4,4.595
102.5,0.2,7959.202,1119272.427,1608.122,1460.575,4,4.595
102.55,1.95,7963.797,1119272.479,13.008,36.041,0,90.008
102.55,1.95,7963.797,1119272.479,7.642,6.815,1,4.685
102.55,1.95,7963.797,1119272.479,17.821,18.076,2,5.127
102.6,1.95,7998.81,1119336.661,23.22,19.683,6,12.516
102.85,0.1,8083.036,1119431.662,1698.13,1562.954,4,11.498
103.0,0.1,8112.72,1119464.346,1727.814,1595.638,4,29.684
103.3,0.2,8127.666,1119480.818,1742.76,1612.11,4,14.946
103.6,0.15,8153.111,1119514.948,1768.205,1646.24,4,25.445
103.8,0.1,8191.229,1119555.738,1806.323,1687.03,4,38.118
104.15,0.3,8214.239,1119555.998,1829.333,1687.29,4,23.01
104.35,0.2,8218.834,1119556.05,1833.928,1687.342,4,4.595
104.5,1.75,8228.024,1119556.154,17.693,46.731,0,9.19
104.5,1.8,8228.024,1119556.154,12.769,18.213,1,3.418
104.5,1.75,8228.024,1119556.154,30.337,36.876,2,0.414
104.5,0.1,8228.024,1119556.154,1843.118,1687.446,4,20.245
104.5,1.75,8228.024,1119556.154,34.718,35.651,6,120.868
104.6,0.1,8280.954,1119639.43,13.183,20.404,1,14.744
104.8,0.1,8391.443,1119727.309,1963.986,1809.008,4,3.73
104.95,0.15,8421.11,1119759.941,1993.653,1841.64,4,29.667
105.15,0.15,8435.952,1119776.257,2008.495,1857.956,4,14.842
105.35,0.2,8443.373,1119784.415,2015.916,1866.114,4,7.421
105.65,0.1,8491.115,1119833.519,2063.658,1915.218,4,47.742
106.2,0.5,8514.264,1119833.779,2086.807,1915.478,4,23.149
106.3,0.1,8518.932,1119833.831,2091.475,1915.53,4,4.668
106.55,0.2,8528.268,1119833.935,2100.811,1915.634,4,9.336
106.6,1.95,8555.153,1119897.091,21.111,54.395,0,108.374
106.6,1.9,8555.153,1119897.091,50.582,53.483,2,3.626
106.6,1.9,8555.153,1119897.091,49.462,50.638,6,19.14
106.65,1.95,8592.468,1119912.115,16.913,28.621,1,15.886
106.85,0.1,8678.608,1119988.972,2209.185,2024.589,4,3.314
107.0,0.1,8709.932,1120021.604,2240.509,2057.221,4,31.324
107.2,0.15,8724.861,1120037.92,2255.438,2073.537,4,14.929
107.4,0.2,8732.282,1120046.078,2262.859,2081.695,4,7.421
107.6,0.15,8747.124,1120062.394,2277.701,2098.011,4,14.842
107.8,0.1,8776.808,1120095.026,2307.385,2130.643,4,29.684
108.2,0.35,8799.957,1120095.286,2330.534,2130.903,4,23.149
108.35,0.15,8804.552,1120095.338,2335.129,2130.955,4,4.595
108.55,1.9,8813.742,1120095.442,24.737,62.111,0,9.19
108.55,1.8,8813.742,1120095.442,20.227,36.237,1,3.314
108.55,1.8,8813.742,1120095.442,69.722,68.57,2,2.898
108.55,0.15,8813.742,1120095.442,2344.319,2131.059,4,19.608
108.55,1.8,8813.742,1120095.442,65.348,66.228,6,115.679
108.85,0.1,8970.245,1120279.478,2459.998,2270.23,4,15.004
109.05,0.15,8999.825,1120312.11,2489.578,2302.862,4,29.58
109.25,0.15,9014.754,1120328.426,2504.507,2319.178,4,14.929
109.45,0.2,9022.175,1120336.584,2511.928,2327.336,4,7.421
109.55,0.1,9037.017,1120352.9,2526.77,2343.652,4,14.842
109.75,0.1,9068.428,1120385.532,2558.181,2376.284,4,31.411
109.85,0.1,9077.618,1120385.636,2567.371,2376.388,4,9.19
110.15,0.3,9091.49,1120385.792,2581.243,2376.544,4,13.872
110.3,0.15,9096.085,1120385.844,2585.838,2376.596,4,4.595
110.55,1.9,9105.275,1120386.013,23.125,43.177,1,9.19
110.55,1.8,9105.275,1120386.013,89.33,84.125,2,1.709
110.55,0.2,9105.275,1120386.013,2595.028,2376.765,4,13.534
110.55,1.8,9105.275,1120386.013,80.352,81.246,6,124.079
110.6,1.95,9162.31,1120474.054,28.051,69.463,0,17.399
110.65,0.1,9201.281,1120513.553,24.834,47.271,1,3.626
110.8,0.1,9267.695,1120561.74,2719.107,2508.147,4,2.073
111.0,0.15,9298.392,1120594.372,2749.804,2540.779,4,30.697
111.15,0.15,9313.182,1120610.688,2764.594,2557.095,4,14.79
111.35,0.2,9320.603,1120618.846,2772.015,2565.253,4,7.421
111.55,0.2,9328.024,1120627.004,2779.436,2573.411,4,7.421
112.2,0.35,9408.337,1120668.312,2859.749,2614.719,4,80.313
112.45,0.25,9413.005,1120668.364,2864.417,2614.771,4,4.668
112.55,1.85,9422.341,1120668.468,31.677,77.075,0,158.9
112.55,1.85,9422.341,1120668.468,26.907,51.677,1,5.361
112.55,1.85,9422.341,1120668.468,102.864,96.515,2,5.023
112.55,1.85,9422.341,1120668.468,97.751,97.089,6,16.775
113.05,0.2,9616.094,1120896.329,3023.317,2780.952,4,17.03
113.2,0.15,9630.936,1120912.645,3038.159,2797.268,4,14.842
113.4,0.2,9638.357,1120920.803,3045.58,2805.426,4,7.421
113.55,0.1,9653.199,1120937.119,3060.422,2821.742,4,14.842
113.7,0.1,9682.796,1120969.751,3090.019,2854.374,4,29.597
113.9,0.15,9701.176,1120969.959,3108.399,2854.582,4,18.38
114.15,0.25,9705.771,1120970.011,3112.994,2854.634,4,4.595
114.4,0.15,9719.556,1120970.167,3126.779,2854.79,4,13.785
114.45,1.7,9733.426,1121029.783,37.038,88.441,0,137.963
114.45,1.7,9733.426,1121029.783,31.93,63.647,1,5.205
114.45,1.7,9733.426,1121029.783,119.639,115.367,2,4.711
114.45,1.65,9733.426,1121029.783,114.781,116.685,6,15.735
114.7,33.4,9899.992,1121170.774,6289.389,1117731.237,3,16.822
114.8,0.1,9903.265,1121172.426,6292.662,1117732.889,3,3.273
114.95,0.1,9906.921,1121175.734,6296.318,1117736.197,3,3.656
122.3,7.65,56877.573,1122091.959,3264.742,2995.485,4,498429.007
125.35,3.0,76783.907,1122483.362,3266.32,2999.186,4,1.578
125.5,0.15,77736.852,1122502.883,3267.709,2999.41,4,1.389
127.0,1.5,88109.09,1122705.365,3271.827,3007.216,4,4.118
127.1,0.1,88785.592,1122717.746,3273.289,3007.44,4,1.462
131.6,4.5,117439.508,1123298.067,3280.181,3015.298,4,6.892
133.1,1.5,128009.487,1123491.729,3300.212,3015.402,4,20.031
136.85,3.75,153522.083,1123971.55,3300.264,3015.574,4,0.052
143.0,6.15,194508.966,1124751.551,3300.368,3015.626,4,0.104
150.45,7.4,243872.821,1125711.043,3307.26,3023.484,4,6.892
153.25,2.75,262272.2,1126069.786,3308.836,3023.588,4,1.576
163.8,10.55,331383.49,1127429.944,3312.954,3031.394,4,4.118
166.95,3.15,352067.06,1127829.587,3313.019,3031.394,4,0.065
167.9,0.95,358598.779,1127963.06,3313.071,3039.083,4,0.052
171.45,3.55,383987.122,1128428.579,3319.963,3046.941,4,6.892
172.6,1.15,392652.653,1128580.348,3324.081,3047.165,4,4.118
