time,dens10,total_network_out,total_network_in,dest_out_traffic,dest_in_traffic,destination,size
3.05,3.05,0.0,0.0,0.0,0.0,4,0.0
14.3,11.25,1.576,0.104,1.576,0.104,4,1.576
16.0,1.7,4.301,3.182,4.301,3.182,4,2.725
16.3,0.15,9.064,5.311,9.064,5.311,4,4.763
16.55,0.25,10.558,5.535,10.558,5.535,4,1.494
17.0,0.15,41.631,91.943,41.631,91.943,4,31.073
17.15,17.15,45.191,95.279,0.0,0.0,5,3.56
17.5,0.4,47.884,95.804,45.191,95.279,4,2.693
18.05,0.55,63.36,121.268,60.667,120.743,4,15.476
18.25,18.25,64.936,121.372,0.0,0.0,3,1.576
18.35,0.1,66.997,128.772,2.061,7.4,3,2.061
22.25,22.25,428.709,84787.513,0.0,0.0,2,968.552
28.4,0.1,1038.182,232526.477,970.613,232404.692,3,2.633
28.65,0.1,1038.442,232526.737,970.873,232404.952,3,0.26
28.8,0.15,1038.546,232527.865,970.977,232406.08,3,0.104
28.9,10.85,1039.742,232608.661,62.243,120.847,4,4333.192
33.05,4.15,1556.219,315695.781,82.432,121.157,4,20.189
38.8,5.75,2247.985,424102.98,84.008,121.261,4,1.576
39.65,0.85,2357.029,438334.91,84.06,121.467,4,0.052
40.15,0.5,2389.514,447488.593,87.006,122.001,4,2.946
40.3,0.15,2410.632,450040.929,88.468,122.225,4,1.462
46.15,5.85,3156.149,545854.153,97.795,130.7,4,9.327
46.3,0.15,3175.368,548185.264,99.331,131.01,4,1.536
46.5,0.15,3202.016,550447.425,103.665,131.51,4,4.334
46.7,0.15,3230.981,552407.865,111.258,132.01,4,7.593
48.05,1.3,3412.735,567952.863,120.892,132.114,4,9.634
50.35,2.3,3508.327,590154.085,122.468,132.218,4,1.576
58.75,8.4,4409.495,717848.217,135.788,132.476,4,13.32
63.05,4.3,4871.263,813444.933,149.108,132.734,4,13.32
63.3,0.25,4901.436,819376.811,150.684,132.838,4,1.576
63.4,0.1,4916.086,821031.409,153.683,133.372,4,2.999
63.5,0.1,4928.833,822600.045,155.146,133.596,4,1.463
66.15,2.65,5228.79,881505.393,159.902,133.648,4,4.756
66.45,0.3,5255.711,886197.987,162.9,134.182,4,2.998
66.55,0.1,5265.285,887877.895,164.362,134.406,4,1.462
67.4,0.85,5346.024,912773.806,169.031,134.458,4,4.669
67.7,0.25,5363.258,916740.775,175.027,135.526,4,5.996
67.9,0.2,5366.644,917973.739,176.489,135.75,4,1.462
68.0,0.1,5369.978,920157.847,177.951,135.974,4,1.462
68.75,0.75,5398.712,928703.721,187.289,136.078,4,9.338
72.2,3.45,5500.953,961557.597,192.033,136.336,4,4.744
72.4,0.2,5504.526,961751.284,195.031,136.87,4,2.998
72.5,0.1,5505.988,961751.508,196.493,137.094,4,1.462
76.25,4.05,5510.657,961751.612,5304.169,961613.528,3,4.669
77.45,1.2,5510.709,961751.612,5304.221,961613.528,3,0.052
78.05,5.55,5510.761,961751.664,201.162,137.146,4,0.052
78.75,0.7,5512.337,961751.768,202.738,137.25,4,1.576
79.85,1.1,5513.943,961752.026,204.344,137.508,4,1.606
80.1,0.25,5539.843,961820.832,230.244,206.314,4,25.9
80.25,0.1,5576.436,961829.433,266.837,214.915,4,36.593
80.35,0.1,5580.311,961829.537,270.712,215.019,4,3.875
83.8,3.45,5582.042,961831.115,272.443,216.597,4,1.731
83.8,66.6,5582.042,961831.115,2.693,0.525,5,40.908
85.75,1.95,5626.389,961903.026,313.351,287.786,4,3.439
86.4,0.4,5679.864,961913.582,366.826,298.342,4,53.475
88.75,2.3,5685.881,961913.858,372.843,298.618,4,6.017
88.85,0.1,5687.487,961914.116,374.449,298.876,4,1.606
89.0,89.0,5715.012,961985.519,0.0,0.0,1,27.525
89.3,0.35,5718.352,961986.044,401.974,370.279,4,3.34
89.65,0.25,5753.883,961994.638,437.505,378.873,4,35.531
91.7,2.05,5757.758,961994.69,441.38,378.925,4,3.875
93.05,1.35,5798.406,962067.152,482.028,451.387,4,40.648
93.55,0.5,5799.982,962067.256,483.604,451.491,4,1.576
95.05,1.2,5853.414,962077.896,537.036,462.131,4,53.432
98.4,3.3,5859.432,962078.172,543.054,462.407,4,6.018
98.75,0.3,5886.957,962150.152,570.579,534.387,4,27.525
98.95,0.2,5907.04,962150.462,590.662,534.697,4,20.083
99.3,0.25,5942.083,962159.088,625.705,543.323,4,35.043
99.6,0.3,5945.958,962159.14,629.58,543.375,4,3.875
99.75,0.1,5946.732,962163.01,630.354,547.245,4,0.774
100.0,77.7,5975.51,962235.091,2.633,0.413,2,28.778
103.2,3.4,5978.456,962235.452,659.132,619.326,4,2.946
103.35,0.1,6004.972,962243.765,685.648,627.639,4,26.516
105.85,2.45,6018.202,962243.921,698.878,627.795,4,13.23
107.9,2.05,6022.612,962243.973,703.288,627.847,4,4.41
107.95,18.9,6034.436,962269.261,3.34,0.525,1,29.008
107.95,24.1,6034.436,962269.261,6.132,1.247,5,2.206
108.25,0.2,6062.477,962278.194,14.783,9.083,5,8.651
108.45,0.4,6096.811,962305.697,732.296,653.87,4,36.972
108.55,0.1,6101.18,962309.382,734.027,655.396,4,1.731
108.6,0.65,6129.856,962379.227,5.546,0.887,1,28.728
108.7,0.1,6133.613,962379.761,9.251,1.249,1,3.705
108.75,0.15,6134.587,962380.123,762.755,725.413,4,0.974
109.6,0.8,6155.209,962380.433,783.377,725.723,4,20.622
